,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-TQ-A7RO-01A,0.0,0.0,0.003,0.0,0.011,0.0,0.855,0.002,0.051,0.0,0.01,0.065,0.0,0.0,0.002,0.0,LGG,0.9696,,0.9639,0.9,0.9692,
TCGA-CS-6670-01A,0.0,0.0,0.004,0.0,0.005,0.0,0.889,0.001,0.047,0.0,0.008,0.042,0.0,0.0,0.002,0.0,LGG,0.9787,,1.0,0.65,0.9816,
TCGA-QH-A6X5-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.875,0.001,0.034,0.0,0.013,0.072,0.0,0.0,0.001,0.0,LGG,0.9642,,0.9761,0.8,0.9619,
TCGA-HW-7493-01A,0.0,0.0,0.003,0.0,0.015,0.0,0.761,0.001,0.048,0.0,0.024,0.144,0.0,0.0,0.001,0.0,LGG,0.8782,,0.923,0.725,0.8451,
TCGA-CS-6667-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.8,0.0,0.103,0.0,0.02,0.072,0.0,0.0,0.002,0.0,LGG,0.9327,,0.9754,0.7,0.919,
TCGA-DU-6406-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.778,0.011,0.091,0.003,0.001,0.111,0.0,0.0,0.0,0.0,LGG,0.9019,,0.8991,0.85,0.8772,
TCGA-DU-A7TA-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.746,0.025,0.041,0.0,0.0,0.18,0.0,0.001,0.003,0.0,LGG,0.871,,0.9351,0.95,0.9253,
TCGA-QH-A6X4-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.91,0.004,0.025,0.0,0.0,0.054,0.0,0.002,0.003,0.0,LGG,0.9807,,1.0,0.7,0.9843,
TCGA-TQ-A7RR-01A,0.0,0.0,0.001,0.002,0.005,0.0,0.791,0.005,0.032,0.0,0.012,0.142,0.0,0.005,0.003,0.0,LGG,0.9167,,0.9104,0.9,0.8974,
TCGA-HT-8104-01A,0.0,0.0,0.005,0.0,0.002,0.0,0.766,0.001,0.114,0.005,0.009,0.097,0.0,0.001,0.0,0.0,LGG,0.9201,,0.9229,0.725,0.902,
TCGA-HT-A74K-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.835,0.0,0.056,0.0,0.017,0.085,0.0,0.001,0.001,0.0,LGG,0.9079,,0.9555,0.8,0.8854,
TCGA-DB-A64X-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.884,0.003,0.044,0.0,0.015,0.049,0.0,0.0,0.002,0.0,LGG,0.9624,,0.986,0.9,0.9595,
TCGA-HT-8107-01A,0.0,0.0,0.013,0.0,0.031,0.001,0.821,0.005,0.061,0.0,0.027,0.035,0.0,0.001,0.006,0.0,LGG,0.9743,,0.8708,0.55,0.883,
TCGA-FG-A710-01A,0.0,0.0,0.004,0.002,0.004,0.0,0.697,0.014,0.065,0.0,0.017,0.194,0.0,0.0,0.002,0.0,LGG,0.8691,,0.9424,0.7,0.8327,
TCGA-QH-A6CX-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.785,0.0,0.018,0.0,0.0,0.193,0.0,0.0,0.001,0.0,LGG,0.8809,,0.8162,0.8,0.8188,
TCGA-CS-6666-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.787,0.0,0.11,0.0,0.026,0.074,0.0,0.0,0.0,0.0,LGG,0.9033,,0.9818,0.75,0.8792,
TCGA-TM-A7CA-01A,0.0,0.0,0.0,0.001,0.006,0.0,0.892,0.002,0.024,0.0,0.003,0.067,0.0,0.0,0.004,0.0,LGG,0.9724,,0.9687,0.7,0.9731,
TCGA-HW-7486-01A,0.0,0.0,0.002,0.0,0.002,0.0,0.835,0.0,0.048,0.0,0.009,0.1,0.0,0.0,0.001,0.0,LGG,0.929,,0.9823,,0.957,
TCGA-QH-A6X8-01A,0.0,0.0,0.002,0.0,0.002,0.0,0.872,0.0,0.048,0.0,0.001,0.069,0.0,0.003,0.002,0.0,LGG,0.9666,,1.0,0.9,0.9651,
TCGA-DU-A76K-01A,0.0,0.0,0.003,0.0,0.01,0.001,0.91,0.001,0.031,0.0,0.012,0.027,0.0,0.0,0.004,0.0,LGG,0.9845,,0.8301,0.75,0.8351,
TCGA-DB-A4XD-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.883,0.001,0.027,0.0,0.001,0.084,0.0,0.0,0.002,0.0,LGG,0.9535,,1.0,0.85,0.9473,
TCGA-DH-A669-01A,0.0,0.0,0.007,0.0,0.005,0.0,0.852,0.001,0.035,0.0,0.007,0.091,0.0,0.0,0.001,0.0,LGG,0.9333,,1.0,0.9,0.9199,
TCGA-WY-A858-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.086,0.0,0.001,0.3,0.0,0.001,0.001,0.0,LGG,0.7798,,0.876,0.7,0.7115,
TCGA-DU-7294-01A,0.0,0.0,0.003,0.0,0.001,0.0,0.917,0.001,0.028,0.0,0.012,0.036,0.0,0.0,0.001,0.0,LGG,0.9702,,1.0,0.625,0.97,
TCGA-TM-A7C3-01A,0.0,0.0,0.001,0.001,0.005,0.0,0.815,0.002,0.079,0.04,0.003,0.052,0.0,0.0,0.001,0.0,LGG,0.9563,,0.9485,0.9,0.9512,
TCGA-WY-A85E-01A,0.0,0.0,0.002,0.001,0.006,0.0,0.899,0.006,0.032,0.0,0.009,0.042,0.0,0.001,0.003,0.0,LGG,0.9816,,0.9474,0.85,0.973,
TCGA-FG-A6J1-01A,0.0,0.0,0.002,0.001,0.002,0.0,0.862,0.005,0.046,0.0,0.017,0.061,0.0,0.002,0.003,0.0,LGG,0.9315,,0.9814,0.8,0.9174,
TCGA-QH-A65Z-01A,0.0,0.0,0.003,0.0,0.002,0.0,0.911,0.002,0.036,0.0,0.001,0.042,0.0,0.0,0.002,0.0,LGG,0.9796,,1.0,0.85,0.9828,
TCGA-VM-A8CD-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.768,0.001,0.045,0.001,0.008,0.173,0.0,0.0,0.0,0.0,LGG,0.8707,,0.8344,0.8,0.8349,
TCGA-HT-8019-01A,0.0,0.0,0.012,0.001,0.035,0.002,0.85,0.004,0.036,0.0,0.035,0.019,0.0,0.001,0.005,0.0,LGG,0.9855,,0.8364,0.6,0.8425,
TCGA-QH-A6CV-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.755,0.007,0.049,0.005,0.001,0.18,0.0,0.0,0.001,0.0,LGG,0.8658,,0.8956,0.9,0.8806,
TCGA-FG-A6IZ-01A,0.0,0.0,0.002,0.0,0.002,0.0,0.92,0.003,0.024,0.0,0.001,0.045,0.0,0.0,0.002,0.0,LGG,0.961,,1.0,0.9,0.9575,
TCGA-P5-A5F1-01A,0.0,0.0,0.002,0.0,0.003,0.0,0.822,0.0,0.041,0.0,0.011,0.119,0.0,0.001,0.001,0.0,LGG,0.9037,,0.9528,0.8,0.8798,
TCGA-P5-A72U-01A,0.001,0.0,0.005,0.0,0.0,0.0,0.574,0.0,0.128,0.099,0.017,0.173,0.0,0.001,0.001,0.0,LGG,0.7808,,0.6755,0.7,0.7019,
TCGA-CS-4943-01A,0.0,0.0,0.0,0.001,0.001,0.0,0.852,0.001,0.032,0.0,0.003,0.106,0.0,0.0,0.002,0.0,LGG,0.9317,,1.0,0.75,0.9178,
TCGA-P5-A5EW-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.82,0.0,0.035,0.0,0.0,0.139,0.0,0.001,0.001,0.0,LGG,0.9198,,0.9875,0.75,0.9017,
TCGA-E1-5322-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.69,0.001,0.038,0.0,0.0,0.265,0.0,0.001,0.002,0.0,LGG,0.8602,,0.9269,0.75,0.8206,
