,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-CV-5442-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.013,0.0,0.0,0.006,0.0,0.0,0.002,0.001,0.967,0.967,HNSC,0.9748,0.85,0.7133,0.45,0.8333,
TCGA-CR-7392-01A,0.039,0.001,0.052,0.007,0.035,0.0,0.032,0.081,0.187,0.028,0.067,0.001,0.001,0.024,0.002,0.442,0.442,HNSC,0.5745,0.18,0.3944,0.6,0.3832,
TCGA-CN-A642-01A,0.0,0.0,0.0,0.041,0.0,0.0,0.009,0.023,0.029,0.001,0.038,0.0,0.0,0.0,0.0,0.858,0.858,HNSC,0.8051,,0.7098,0.9,0.7019,
TCGA-CV-A45U-01A,0.0,0.0,0.032,0.03,0.01,0.0,0.005,0.033,0.05,0.0,0.017,0.0,0.0,0.004,0.0,0.816,0.816,HNSC,0.9199,,0.6464,0.75,0.7913,
TCGA-CN-6012-01A,0.031,0.0,0.031,0.011,0.012,0.0,0.02,0.067,0.066,0.001,0.056,0.0,0.0,0.012,0.0,0.693,0.693,HNSC,0.795,0.61,0.6929,0.8,0.7367,
TCGA-CV-A45W-01A,0.105,0.002,0.036,0.002,0.026,0.0,0.013,0.061,0.068,0.009,0.075,0.0,0.001,0.007,0.0,0.596,0.596,HNSC,0.7351,,0.5873,0.8,0.6507,
TCGA-CV-A6K0-01B,0.0,0.0,0.057,0.002,0.028,0.0,0.086,0.072,0.169,0.024,0.039,0.0,0.0,0.009,0.0,0.512,0.512,HNSC,0.6557,,0.5425,0.7,0.543,
TCGA-QK-A6VB-01A,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.025,0.021,0.005,0.019,0.0,0.001,0.005,0.0,0.917,0.917,HNSC,0.947,,0.4643,0.8,0.7913,
TCGA-CV-6959-01A,0.003,0.0,0.014,0.014,0.001,0.0,0.016,0.094,0.068,0.033,0.043,0.0,0.001,0.013,0.017,0.684,0.684,HNSC,0.7764,0.4,0.6602,0.705,0.6355,
TCGA-HD-7832-01A,0.0,0.0,0.005,0.019,0.0,0.0,0.0,0.02,0.015,0.0,0.049,0.0,0.0,0.003,0.0,0.89,0.89,HNSC,0.855,0.73,0.7592,0.75,0.7827,
TCGA-CV-7255-01A,0.0,0.0,0.003,0.002,0.0,0.0,0.0,0.04,0.025,0.003,0.006,0.0,0.0,0.006,0.0,0.915,0.915,HNSC,0.9509,0.64,0.7071,0.85,0.7697,
TCGA-CR-5243-01A,0.019,0.0,0.037,0.033,0.009,0.0,0.036,0.071,0.141,0.016,0.022,0.0,0.001,0.012,0.0,0.604,0.604,HNSC,0.7756,0.81,0.6993,0.9,0.6936,
TCGA-P3-A6T5-01A,0.0,0.0,0.012,0.004,0.0,0.0,0.017,0.031,0.06,0.002,0.029,0.0,0.0,0.004,0.0,0.841,0.841,HNSC,0.8452,,0.7508,0.65,0.7419,
TCGA-CV-6952-01A,0.001,0.0,0.011,0.024,0.003,0.0,0.017,0.056,0.022,0.012,0.019,0.0,0.0,0.01,0.005,0.822,0.822,HNSC,0.8374,0.52,0.6229,0.55,0.7229,
TCGA-D6-A6ES-01A,0.0,0.0,0.002,0.001,0.004,0.0,0.005,0.009,0.002,0.0,0.035,0.0,0.0,0.0,0.002,0.94,0.94,HNSC,0.8752,,0.63,0.8,0.841,
TCGA-CN-5366-01A,0.0,0.0,0.004,0.027,0.002,0.0,0.0,0.059,0.12,0.009,0.039,0.0,0.0,0.006,0.0,0.733,0.733,HNSC,0.7801,0.26,0.632,0.8,0.6571,
TCGA-CQ-6223-01A,0.0,0.0,0.012,0.006,0.006,0.0,0.005,0.033,0.011,0.0,0.03,0.0,0.0,0.015,0.0,0.882,0.882,HNSC,0.8655,0.51,0.6862,0.75,0.7286,
TCGA-F7-7848-01A,0.012,0.0,0.035,0.011,0.023,0.0,0.034,0.078,0.07,0.003,0.028,0.0,0.001,0.015,0.008,0.68,0.68,HNSC,0.7935,0.57,0.3663,0.725,0.6357,
TCGA-CV-A6JM-01A,0.013,0.0,0.012,0.009,0.005,0.0,0.0,0.012,0.04,0.001,0.043,0.0,0.0,0.0,0.001,0.865,0.865,HNSC,0.8738,,0.6426,0.65,0.8391,
TCGA-CN-5359-01A,0.0,0.0,0.051,0.028,0.028,0.0,0.027,0.067,0.19,0.012,0.099,0.001,0.001,0.03,0.02,0.446,0.446,HNSC,0.5299,0.19,0.5122,0.8,0.4169,
TCGA-P3-A5QA-01A,0.0,0.0,0.001,0.003,0.0,0.0,0.005,0.027,0.302,0.014,0.005,0.0,0.001,0.002,0.0,0.639,0.639,HNSC,0.8654,,0.654,0.6,0.6573,
TCGA-CN-4734-01A,0.0,0.0,0.012,0.042,0.0,0.0,0.025,0.053,0.051,0.002,0.044,0.0,0.0,0.009,0.005,0.758,0.758,HNSC,0.7051,0.51,0.5705,0.85,0.6282,
TCGA-CV-6441-01A,0.0,0.0,0.0,0.002,0.0,0.0,0.008,0.014,0.001,0.004,0.007,0.0,0.0,0.001,0.0,0.964,0.964,HNSC,0.9704,0.7,0.8564,0.8,0.8463,
TCGA-CV-A6JY-01A,0.0,0.0,0.007,0.003,0.001,0.004,0.006,0.062,0.007,0.001,0.008,0.0,0.0,0.006,0.002,0.891,0.891,HNSC,0.9397,,0.5541,0.92,0.7466,
TCGA-D6-6825-01A,0.0,0.0,0.049,0.051,0.016,0.0,0.042,0.076,0.077,0.009,0.098,0.001,0.001,0.035,0.001,0.544,0.544,HNSC,0.642,0.42,0.5255,0.65,0.5428,
TCGA-CR-5247-01A,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.02,0.266,0.0,0.017,0.0,0.001,0.0,0.0,0.692,0.692,HNSC,0.8715,0.68,0.6286,0.75,0.8218,
TCGA-CV-7410-01A,0.005,0.148,0.094,0.014,0.017,0.009,0.057,0.084,0.101,0.02,0.067,0.002,0.002,0.024,0.001,0.354,0.354,HNSC,0.5422,0.24,0.355,0.67,0.3888,
TCGA-CV-7091-01A,0.0,0.0,0.03,0.008,0.004,0.0,0.017,0.05,0.095,0.0,0.02,0.0,0.0,0.006,0.0,0.768,0.768,HNSC,0.8205,0.45,0.5088,0.8,0.6458,
TCGA-BA-5153-01A,0.014,0.0,0.039,0.092,0.001,0.0,0.043,0.073,0.04,0.007,0.041,0.0,0.0,0.026,0.0,0.623,0.623,HNSC,0.7827,0.78,0.7504,0.8,0.8111,
TCGA-CV-7428-01A,0.0,0.0,0.016,0.045,0.01,0.0,0.02,0.06,0.057,0.011,0.04,0.0,0.0,0.01,0.0,0.729,0.729,HNSC,0.7823,0.62,0.4317,0.8,0.7328,
TCGA-CX-7086-01A,0.0,0.0,0.015,0.019,0.009,0.0,0.011,0.057,0.009,0.001,0.008,0.0,0.0,0.014,0.009,0.849,0.849,HNSC,0.9269,0.69,0.6398,0.8,0.8171,
TCGA-CN-5364-01A,0.0,0.0,0.011,0.013,0.0,0.0,0.018,0.058,0.074,0.004,0.059,0.0,0.0,0.007,0.0,0.755,0.755,HNSC,0.8141,0.42,0.6385,0.75,0.6783,
