,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.003,0.0,0.006,0.0,0.0,0.015,0.0,0.013,0.141,0.0,0.0,0.004,0.0,0.817,0.817,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.008,0.0,0.025,0.002,0.001,0.068,0.038,0.04,0.211,0.001,0.001,0.004,0.001,0.6,0.6,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.079,0.009,0.04,0.078,0.0,0.0,0.006,0.0,0.783,0.783,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.017,0.0,0.003,0.0,0.0,0.031,0.257,0.001,0.168,0.0,0.0,0.0,0.0,0.523,0.523,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.0,0.003,0.001,0.007,0.0,0.0,0.056,0.033,0.026,0.082,0.0,0.0,0.013,0.001,0.778,0.778,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.021,0.003,0.014,0.101,0.0,0.0,0.006,0.0,0.849,0.849,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.002,0.0,0.003,0.0,0.0,0.06,0.007,0.032,0.052,0.0,0.0,0.007,0.0,0.836,0.836,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.046,0.002,0.021,0.12,0.0,0.0,0.004,0.0,0.805,0.805,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.004,0.0,0.004,0.0,0.0,0.021,0.179,0.005,0.176,0.0,0.0,0.002,0.0,0.608,0.608,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.047,0.017,0.034,0.119,0.0,0.0,0.004,0.0,0.774,0.774,GBM,0.8824,0.75,,0.925,0.8508,
TCGA-06-5856-01A,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.047,0.014,0.022,0.139,0.0,0.0,0.003,0.0,0.771,0.771,GBM,0.8253,0.76,0.8303,0.85,0.8356,
TCGA-28-1753-01A,0.0,0.0,0.002,0.0,0.006,0.0,0.001,0.071,0.081,0.04,0.25,0.0,0.0,0.002,0.0,0.547,0.547,GBM,0.6715,0.62,,0.9,0.7508,
TCGA-28-5218-01A,0.0,0.0,0.032,0.0,0.006,0.0,0.0,0.083,0.513,0.003,0.149,0.0,0.0,0.003,0.0,0.21,0.21,GBM,0.5645,0.6,0.6162,0.8,0.6578,
TCGA-32-1970-01A,0.0,0.0,0.001,0.0,0.005,0.0,0.0,0.057,0.005,0.018,0.081,0.0,0.0,0.007,0.0,0.827,0.827,GBM,0.9012,0.87,,0.875,0.8763,
TCGA-28-5204-01A,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.055,0.005,0.022,0.096,0.0,0.0,0.004,0.0,0.815,0.815,GBM,0.8696,0.89,0.9436,0.85,0.9022,
TCGA-12-3653-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.032,0.0,0.003,0.104,0.0,0.0,0.005,0.0,0.853,0.853,GBM,0.8653,0.92,,0.85,0.8276,
TCGA-06-0187-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.034,0.006,0.02,0.139,0.0,0.0,0.007,0.0,0.791,0.791,GBM,0.8154,0.87,,1.0,0.9253,
TCGA-19-2624-01A,0.0,0.0,0.001,0.006,0.0,0.0,0.0,0.061,0.0,0.024,0.047,0.0,0.0,0.005,0.0,0.855,0.855,GBM,0.9757,0.94,,0.85,0.9775,
TCGA-12-3652-01A,0.003,0.0,0.001,0.0,0.002,0.0,0.0,0.017,0.0,0.008,0.035,0.0,0.0,0.0,0.0,0.934,0.934,GBM,0.9378,0.92,,0.85,0.926,
TCGA-12-5299-01A,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.022,0.005,0.019,0.129,0.0,0.0,0.002,0.0,0.816,0.816,GBM,0.8403,0.91,1.0,0.8,0.9716,
TCGA-06-0749-01A,0.0,0.0,0.0,0.0,0.013,0.001,0.003,0.035,0.008,0.019,0.218,0.003,0.0,0.002,0.0,0.695,0.695,GBM,0.8034,0.57,,0.825,0.7436,
TCGA-06-0158-01A,0.0,0.0,0.001,0.0,0.008,0.0,0.001,0.054,0.011,0.031,0.156,0.0,0.0,0.007,0.0,0.729,0.729,GBM,0.8152,0.79,,0.975,0.7596,
TCGA-19-1390-01A,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.025,0.0,0.015,0.073,0.0,0.0,0.011,0.0,0.872,0.872,GBM,0.9535,0.91,,1.0,0.9474,
TCGA-28-2510-01A,0.0,0.0,0.005,0.001,0.009,0.008,0.001,0.079,0.035,0.067,0.108,0.004,0.0,0.006,0.0,0.676,0.676,GBM,0.8812,0.3,0.7176,0.35,0.5752,
TCGA-32-2615-01A,0.0,0.0,0.005,0.0,0.006,0.0,0.001,0.027,0.054,0.024,0.154,0.0,0.0,0.007,0.0,0.722,0.722,GBM,0.7857,0.84,,0.85,0.836,
TCGA-76-4929-01A,0.0,0.0,0.006,0.0,0.003,0.0,0.0,0.025,0.016,0.017,0.12,0.0,0.0,0.004,0.0,0.808,0.808,GBM,0.8822,0.8,0.8239,0.8,0.8391,
TCGA-06-0178-01A,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.013,0.0,0.011,0.163,0.0,0.005,0.0,0.0,0.801,0.801,GBM,0.823,,,1.0,0.8589,
TCGA-41-5651-01A,0.0,0.004,0.0,0.003,0.0,0.001,0.0,0.056,0.008,0.02,0.053,0.0,0.0,0.005,0.0,0.848,0.848,GBM,0.9559,0.96,0.9819,0.8,0.9753,
TCGA-14-2554-01A,0.0,0.0,0.004,0.0,0.002,0.0,0.0,0.029,0.001,0.02,0.157,0.0,0.0,0.0,0.0,0.787,0.787,GBM,0.7828,0.81,,0.825,0.7913,
TCGA-06-2559-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.048,0.02,0.035,0.101,0.0,0.0,0.006,0.0,0.788,0.788,GBM,0.8675,0.9,,0.85,0.8305,
TCGA-14-0787-01A,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.023,0.01,0.012,0.141,0.0,0.0,0.002,0.0,0.808,0.808,GBM,0.853,0.85,,0.95,0.9253,
TCGA-12-0618-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.028,0.003,0.02,0.06,0.0,0.0,0.007,0.0,0.877,0.877,GBM,0.9509,0.96,,1.0,0.9439,
TCGA-14-1034-01A,0.0,0.0,0.007,0.0,0.004,0.0,0.0,0.031,0.021,0.013,0.193,0.0,0.0,0.003,0.0,0.726,0.726,GBM,0.7664,0.54,,1.0,0.6932,
TCGA-06-0743-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.002,0.03,0.013,0.025,0.096,0.0,0.0,0.002,0.0,0.826,0.826,GBM,0.8568,0.85,,1.0,0.8161,
TCGA-16-1045-01B,0.0,0.0,0.007,0.0,0.004,0.0,0.0,0.051,0.043,0.031,0.291,0.0,0.0,0.006,0.0,0.566,0.566,GBM,0.6134,0.65,,0.95,0.7792,
TCGA-76-4927-01A,0.0,0.0,0.006,0.0,0.002,0.0,0.0,0.061,0.045,0.044,0.171,0.0,0.0,0.003,0.0,0.667,0.667,GBM,0.7695,,0.8049,0.7,0.8055,
TCGA-32-2638-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.051,0.031,0.046,0.18,0.0,0.0,0.002,0.0,0.685,0.685,GBM,0.7381,0.83,,0.825,0.836,
TCGA-14-1825-01A,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.038,0.0,0.02,0.078,0.0,0.0,0.003,0.0,0.854,0.854,GBM,0.9402,0.88,,0.95,0.9293,
TCGA-32-2632-01A,0.0,0.0,0.015,0.0,0.01,0.0,0.0,0.054,0.055,0.019,0.2,0.0,0.0,0.003,0.0,0.643,0.643,GBM,0.7208,0.5,,0.85,0.637,
TCGA-14-1823-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.001,0.009,0.216,0.0,0.0,0.0,0.0,0.757,0.757,GBM,0.7168,0.64,,0.95,0.7697,
TCGA-12-3650-01A,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.036,0.0,0.02,0.111,0.0,0.0,0.002,0.0,0.827,0.827,GBM,0.8979,0.88,,0.85,0.8719,
TCGA-06-0238-01A,0.0,0.0,0.006,0.0,0.001,0.001,0.001,0.022,0.006,0.016,0.197,0.001,0.0,0.001,0.0,0.748,0.748,GBM,0.7992,0.78,,1.0,0.8806,
TCGA-06-0184-01A,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.041,0.015,0.022,0.271,0.0,0.0,0.002,0.0,0.644,0.644,GBM,0.6865,,,0.95,0.7439,
TCGA-76-4925-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.023,0.0,0.018,0.06,0.0,0.0,0.004,0.0,0.892,0.892,GBM,0.9449,0.94,0.9783,0.8,0.985,
TCGA-12-0616-01A,0.0,0.0,0.004,0.007,0.001,0.0,0.001,0.022,0.01,0.014,0.098,0.0,0.0,0.001,0.0,0.841,0.841,GBM,0.8645,0.88,,1.0,0.8265,
TCGA-26-5132-01A,0.0,0.0,0.001,0.0,0.006,0.0,0.0,0.032,0.002,0.044,0.11,0.0,0.0,0.002,0.0,0.803,0.803,GBM,0.863,0.89,0.8893,0.8,0.9374,
TCGA-02-0055-01A,0.0,0.0,0.017,0.0,0.004,0.0,0.0,0.018,0.427,0.007,0.194,0.0,0.0,0.006,0.0,0.326,0.326,GBM,0.5571,0.53,,0.95,0.6655,
TCGA-06-0132-01A,0.0,0.0,0.006,0.0,0.021,0.001,0.001,0.046,0.039,0.025,0.315,0.0,0.0,0.002,0.0,0.542,0.542,GBM,0.6252,0.27,,1.0,0.5015,
TCGA-02-2486-01A,0.0,0.0,0.005,0.0,0.009,0.0,0.0,0.007,0.01,0.01,0.279,0.0,0.0,0.002,0.0,0.678,0.678,GBM,0.6492,0.73,,0.8,0.7913,
TCGA-19-1787-01B,0.0,0.0,0.001,0.001,0.003,0.0,0.0,0.033,0.04,0.025,0.16,0.0,0.0,0.004,0.0,0.733,0.733,GBM,0.8265,0.86,,0.85,0.836,
TCGA-06-0211-01B,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.047,0.0,0.019,0.086,0.0,0.0,0.003,0.0,0.842,0.842,GBM,0.8958,0.86,,0.925,0.9236,
