,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-CV-5442-01A,0.0,0.0,0.0,0.002,0.0,0.0,0.005,0.013,0.0,0.0,0.0,0.0,0.0,0.011,0.002,0.967,0.967,HNSC,0.9748,0.85,0.7133,0.45,0.8333,
TCGA-CR-7392-01A,0.046,0.004,0.061,0.003,0.045,0.001,0.024,0.077,0.198,0.029,0.066,0.001,0.001,0.03,0.007,0.407,0.407,HNSC,0.5745,0.18,0.3944,0.6,0.3832,
TCGA-CN-A642-01A,0.0,0.0,0.006,0.036,0.0,0.0,0.006,0.022,0.022,0.024,0.04,0.0,0.0,0.0,0.0,0.843,0.843,HNSC,0.8051,,0.7098,0.9,0.7019,
TCGA-CV-A45U-01A,0.005,0.0,0.041,0.026,0.019,0.0,0.003,0.027,0.049,0.0,0.017,0.001,0.0,0.01,0.002,0.799,0.799,HNSC,0.9199,,0.6464,0.75,0.7913,
TCGA-CN-6012-01A,0.045,0.0,0.039,0.01,0.022,0.001,0.016,0.061,0.062,0.009,0.062,0.001,0.0,0.016,0.001,0.656,0.656,HNSC,0.795,0.61,0.6929,0.8,0.7367,
TCGA-CV-A45W-01A,0.114,0.009,0.038,0.014,0.042,0.001,0.012,0.055,0.077,0.019,0.083,0.001,0.002,0.007,0.005,0.522,0.522,HNSC,0.7351,,0.5873,0.8,0.6507,
TCGA-CV-A6K0-01B,0.0,0.0,0.067,0.001,0.039,0.001,0.095,0.08,0.179,0.029,0.037,0.0,0.001,0.013,0.002,0.456,0.456,HNSC,0.6557,,0.5425,0.7,0.543,
TCGA-QK-A6VB-01A,0.001,0.0,0.005,0.0,0.0,0.003,0.0,0.024,0.018,0.01,0.014,0.0,0.0,0.007,0.0,0.917,0.917,HNSC,0.947,,0.4643,0.8,0.7913,
TCGA-CV-6959-01A,0.001,0.0,0.021,0.013,0.004,0.0,0.014,0.093,0.066,0.039,0.045,0.001,0.001,0.031,0.019,0.652,0.652,HNSC,0.7764,0.4,0.6602,0.705,0.6355,
TCGA-HD-7832-01A,0.0,0.0,0.018,0.022,0.0,0.0,0.0,0.022,0.012,0.002,0.054,0.0,0.0,0.009,0.0,0.859,0.859,HNSC,0.855,0.73,0.7592,0.75,0.7827,
TCGA-CV-7255-01A,0.0,0.0,0.004,0.003,0.0,0.0,0.0,0.031,0.009,0.029,0.002,0.0,0.0,0.015,0.0,0.905,0.905,HNSC,0.9509,0.64,0.7071,0.85,0.7697,
TCGA-CR-5243-01A,0.028,0.001,0.06,0.022,0.038,0.0,0.022,0.065,0.135,0.024,0.024,0.001,0.0,0.019,0.0,0.561,0.561,HNSC,0.7756,0.81,0.6993,0.9,0.6936,
TCGA-P3-A6T5-01A,0.002,0.0,0.012,0.003,0.0,0.0,0.012,0.032,0.059,0.015,0.024,0.0,0.0,0.005,0.0,0.835,0.835,HNSC,0.8452,,0.7508,0.65,0.7419,
TCGA-CV-6952-01A,0.002,0.0,0.026,0.009,0.005,0.0,0.014,0.046,0.015,0.028,0.017,0.0,0.0,0.022,0.007,0.808,0.808,HNSC,0.8374,0.52,0.6229,0.55,0.7229,
TCGA-D6-A6ES-01A,0.003,0.0,0.002,0.0,0.0,0.0,0.003,0.009,0.0,0.002,0.03,0.0,0.0,0.0,0.006,0.946,0.946,HNSC,0.8752,,0.63,0.8,0.841,
TCGA-CN-5366-01A,0.0,0.0,0.008,0.014,0.008,0.0,0.001,0.044,0.115,0.031,0.042,0.0,0.0,0.013,0.0,0.725,0.725,HNSC,0.7801,0.26,0.632,0.8,0.6571,
TCGA-CQ-6223-01A,0.002,0.0,0.009,0.003,0.006,0.0,0.004,0.032,0.006,0.0,0.029,0.0,0.0,0.044,0.001,0.864,0.864,HNSC,0.8655,0.51,0.6862,0.75,0.7286,
TCGA-F7-7848-01A,0.016,0.002,0.049,0.002,0.034,0.001,0.028,0.066,0.075,0.017,0.032,0.001,0.001,0.023,0.012,0.642,0.642,HNSC,0.7935,0.57,0.3663,0.725,0.6357,
TCGA-CV-A6JM-01A,0.018,0.0,0.016,0.001,0.0,0.0,0.0,0.011,0.032,0.006,0.043,0.0,0.0,0.0,0.007,0.865,0.865,HNSC,0.8738,,0.6426,0.65,0.8391,
TCGA-CN-5359-01A,0.001,0.001,0.053,0.017,0.039,0.003,0.024,0.06,0.198,0.011,0.097,0.001,0.001,0.044,0.025,0.425,0.425,HNSC,0.5299,0.19,0.5122,0.8,0.4169,
TCGA-P3-A5QA-01A,0.0,0.0,0.009,0.006,0.0,0.0,0.007,0.028,0.285,0.05,0.002,0.0,0.0,0.003,0.0,0.611,0.611,HNSC,0.8654,,0.654,0.6,0.6573,
TCGA-CN-4734-01A,0.0,0.0,0.024,0.045,0.0,0.0,0.022,0.037,0.039,0.012,0.054,0.0,0.0,0.027,0.001,0.738,0.738,HNSC,0.7051,0.51,0.5705,0.85,0.6282,
TCGA-CV-6441-01A,0.0,0.0,0.002,0.003,0.0,0.0,0.006,0.015,0.0,0.011,0.006,0.0,0.0,0.002,0.0,0.955,0.955,HNSC,0.9704,0.7,0.8564,0.8,0.8463,
