,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.004,0.0,0.002,0.0,0.0,0.024,0.0,0.013,0.168,0.0,0.0,0.0,0.0,0.79,0.79,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.01,0.0,0.012,0.003,0.0,0.075,0.015,0.034,0.279,0.001,0.004,0.0,0.0,0.566,0.566,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.082,0.0,0.026,0.089,0.0,0.0,0.001,0.0,0.798,0.798,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.018,0.0,0.002,0.0,0.0,0.064,0.182,0.012,0.181,0.002,0.0,0.0,0.0,0.539,0.539,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.051,0.005,0.004,0.083,0.002,0.002,0.013,0.002,0.834,0.834,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.009,0.109,0.003,0.004,0.0,0.0,0.859,0.859,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.062,0.003,0.022,0.061,0.0,0.0,0.002,0.002,0.844,0.844,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.011,0.011,0.168,0.001,0.001,0.0,0.0,0.737,0.737,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.034,0.072,0.002,0.226,0.0,0.0,0.0,0.0,0.656,0.656,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.03,0.143,0.001,0.001,0.0,0.0,0.769,0.769,GBM,0.8824,0.75,,0.925,0.8508,
