,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-DU-6406-01A,4.678,285.325,36.415,1.148,5.267,221.451,516.786,1.0,1.0,27.417,3.984,8.327,1.171,3746,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.002,0.0,0.813,0.001,0.08,0.0,0.009,0.088,0.0,0.0,0.005,0.0,0.0,0.002,0.009
TCGA-DU-A7TA-01A,3.79,73.933,45.387,1.0,12.922,105.434,758.378,1.0,1.0,24.187,7.28,11.172,14.966,3747,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.781,0.008,0.066,0.0,0.008,0.132,0.0,0.003,0.002,0.0,0.0,0.0,0.008
TCGA-QH-A6X4-01A,3.028,44.617,17.047,1.0,3.809,55.486,241.515,1.0,1.0,14.6,2.207,5.137,1.0,3748,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.876,0.0,0.046,0.0,0.012,0.059,0.0,0.003,0.001,0.0,0.0,0.0,0.012
TCGA-TQ-A7RR-01A,2.123,36.296,38.615,1.0,9.003,60.967,586.444,1.0,1.0,25.358,2.783,14.491,1.0,3749,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.751,0.0,0.062,0.002,0.03,0.143,0.0,0.006,0.003,0.0,0.0,0.002,0.032
TCGA-HT-8104-01A,2.923,149.756,24.383,1.985,5.383,152.323,382.419,1.0,1.0,41.112,3.07,6.362,1.173,3750,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.007,0.0,0.735,0.0,0.102,0.022,0.028,0.097,0.0,0.003,0.002,0.0,0.0,0.007,0.05
TCGA-HT-A74K-01A,2.258,97.38,19.766,1.0,2.442,282.055,544.869,29.529,1.0,74.706,2.901,1.936,1.581,3751,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.0,0.0,0.813,0.0,0.055,0.0,0.046,0.078,0.0,0.003,0.001,0.0,0.0,0.0,0.046
TCGA-DB-A64X-01A,1.368,13.597,12.753,1.0,4.318,59.616,225.363,1.0,1.0,33.544,1.297,2.598,1.0,3752,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.0,0.052,0.0,0.03,0.047,0.0,0.002,0.0,0.0,0.0,0.0,0.03
TCGA-HT-8107-01A,3.059,5.228,8.051,2.683,3.425,43.735,90.401,1.0,1.0,25.95,2.311,2.611,2.24,3753,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.016,0.001,0.725,0.0,0.141,0.003,0.04,0.058,0.001,0.001,0.009,0.0,0.0,0.016,0.043000000000000003
TCGA-FG-A710-01A,2.73,65.149,56.969,1.0,15.793,93.895,886.202,1.0,2.745,30.002,14.234,8.065,1.782,3754,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.003,0.001,0.698,0.002,0.076,0.009,0.025,0.181,0.0,0.001,0.001,0.0,0.0,0.003,0.034
TCGA-QH-A6CX-01A,1.842,101.492,21.286,1.0,5.677,60.496,397.552,1.0,1.0,42.834,4.353,8.493,1.0,3755,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.774,0.0,0.025,0.017,0.024,0.155,0.0,0.003,0.0,0.0,0.001,0.0,0.041
TCGA-CS-6666-01A,1.806,47.946,31.733,1.0,6.818,175.35,317.69,1.0,1.31,55.097,7.83,4.812,1.0,3756,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.766,0.0,0.105,0.0,0.044,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.044
TCGA-TM-A7CA-01A,1.96,35.891,20.541,1.0,7.395,43.269,212.912,1.0,1.0,11.352,1.0,4.359,2.728,3757,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.868,0.0,0.044,0.0,0.01,0.076,0.0,0.0,0.002,0.0,0.0,0.0,0.01
TCGA-HW-7486-01A,1.261,71.185,24.769,1.0,7.865,46.456,344.296,1.0,1.0,33.138,1.89,4.251,1.521,3758,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.793,0.0,0.067,0.0,0.011,0.124,0.0,0.001,0.001,0.0,0.0,0.0,0.011
TCGA-QH-A6X8-01A,2.345,29.097,24.203,1.0,8.545,70.627,330.741,1.248,1.0,41.539,3.936,6.047,1.204,3759,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.836,0.0,0.056,0.0,0.01,0.092,0.0,0.003,0.001,0.0,0.0,0.0,0.01
TCGA-DU-A76K-01A,2.654,29.809,6.629,1.318,1.0,64.164,48.029,1.0,1.0,29.103,3.624,1.657,2.437,3760,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.009,0.0,0.86,0.0,0.056,0.015,0.032,0.024,0.0,0.002,0.001,0.0,0.0,0.009,0.047
TCGA-DB-A4XD-01A,1.303,49.654,26.017,1.0,4.479,46.002,339.885,1.0,1.0,16.917,1.67,6.191,1.0,3761,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.843,0.0,0.044,0.0,0.015,0.093,0.0,0.0,0.003,0.0,0.001,0.0,0.015
TCGA-DH-A669-01A,4.123,29.632,31.823,1.0,3.55,81.746,680.206,1.389,1.0,20.031,8.051,4.911,2.993,3762,LGG,simu_bulk_2ds_ref,0.0,0.002,0.006,0.0,0.0,0.0,0.886,0.0,0.031,0.0,0.006,0.068,0.0,0.001,0.0,0.0,0.002,0.0,0.006
TCGA-WY-A858-01A,1.772,44.606,56.038,1.0,6.688,141.928,671.457,1.0,1.0,33.744,3.118,9.117,1.0,3763,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.603,0.0,0.102,0.0,0.023,0.269,0.0,0.002,0.0,0.0,0.001,0.0,0.023
TCGA-DU-7294-01A,1.42,66.632,15.638,1.0,2.638,44.054,177.988,1.0,1.0,19.995,3.051,4.125,1.0,3764,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.0,0.041,0.0,0.015,0.049,0.0,0.001,0.002,0.0,0.0,0.0,0.015
TCGA-TM-A7C3-01A,4.649,588.754,16.611,1.319,1.964,90.607,162.822,1.0,1.0,27.114,10.667,4.624,1.062,3765,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.006,0.0,0.82,0.0,0.087,0.017,0.026,0.038,0.0,0.002,0.0,0.0,0.0,0.006,0.043
TCGA-WY-A85E-01A,2.53,60.656,9.669,1.0,1.717,43.576,125.609,1.0,1.0,14.806,2.712,3.209,1.173,3766,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.89,0.0,0.049,0.0,0.012,0.043,0.0,0.002,0.001,0.0,0.0,0.002,0.012
TCGA-FG-A6J1-01A,3.279,56.873,21.004,1.0,5.756,225.037,398.062,1.0,1.273,69.772,13.151,7.01,1.125,3767,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.001,0.847,0.0,0.05,0.0,0.022,0.066,0.0,0.005,0.003,0.0,0.0,0.0,0.022
TCGA-QH-A65Z-01A,2.175,22.262,11.817,1.0,3.113,62.909,83.805,1.06,1.0,14.724,3.674,2.59,3.52,3768,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.003,0.0,0.882,0.0,0.057,0.0,0.007,0.047,0.0,0.002,0.0,0.0,0.0,0.003,0.007
TCGA-VM-A8CD-01A,3.648,33.018,34.526,1.211,6.772,89.852,798.932,1.0,1.0,70.054,9.464,5.499,1.498,3769,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.003,0.0,0.777,0.0,0.048,0.015,0.016,0.138,0.0,0.0,0.002,0.0,0.0,0.003,0.031
TCGA-HT-8019-01A,2.213,3.232,6.137,2.2,1.158,39.319,57.385,1.0,1.0,24.692,1.263,1.554,2.028,3770,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.014,0.001,0.796,0.0,0.088,0.005,0.043,0.045,0.001,0.002,0.002,0.001,0.0,0.014,0.047999999999999994
TCGA-QH-A6CV-01A,4.268,139.198,49.999,1.006,6.991,157.263,959.96,1.0,1.0,64.88,9.846,15.9,1.484,3771,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.003,0.0,0.752,0.001,0.053,0.0,0.007,0.178,0.0,0.004,0.001,0.0,0.0,0.003,0.007
TCGA-FG-A6IZ-01A,2.194,53.451,16.417,1.0,3.157,123.433,401.136,1.0,1.0,24.386,6.075,2.972,1.625,3772,LGG,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.0,0.0,0.907,0.0,0.018,0.0,0.006,0.06,0.0,0.002,0.001,0.0,0.0,0.0,0.006
TCGA-P5-A5F1-01A,1.653,31.531,21.208,1.812,6.519,66.234,532.964,1.0,1.0,33.662,7.891,5.088,1.315,3773,LGG,simu_bulk_2ds_ref,0.001,0.0,0.001,0.0,0.0,0.0,0.813,0.0,0.045,0.0,0.035,0.102,0.0,0.003,0.0,0.0,0.001,0.0,0.035
TCGA-P5-A72U-01A,6.912,231.268,48.258,2.705,4.257,230.435,420.998,23.868,1.0,115.371,19.78,9.19,2.106,3774,LGG,simu_bulk_2ds_ref,0.0,0.002,0.006,0.0,0.004,0.0,0.614,0.0,0.102,0.088,0.053,0.126,0.0,0.004,0.0,0.0,0.002,0.004,0.141
TCGA-CS-4943-01A,1.065,46.954,44.9,1.0,13.909,68.133,656.7,1.0,1.626,16.864,4.461,6.797,1.0,3775,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.831,0.0,0.034,0.0,0.008,0.125,0.0,0.001,0.001,0.0,0.0,0.0,0.008
TCGA-P5-A5EW-01A,1.104,31.112,44.335,1.0,18.412,35.945,419.145,1.0,1.0,11.084,1.846,6.959,1.0,3776,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.799,0.0,0.046,0.0,0.004,0.147,0.0,0.0,0.002,0.0,0.001,0.0,0.004
TCGA-E1-5322-01A,1.957,135.875,44.325,1.0,17.329,42.718,1284.211,1.0,1.0,9.662,4.239,11.449,1.0,3777,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.049,0.0,0.003,0.22,0.0,0.001,0.003,0.0,0.0,0.0,0.003
TCGA-HT-A4DS-01A,6.205,66.984,41.338,1.904,5.586,108.941,1361.346,1.0,1.0,42.38,13.429,11.428,3.472,3778,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.002,0.0,0.769,0.002,0.018,0.015,0.005,0.18,0.0,0.005,0.001,0.0,0.0,0.002,0.02
TCGA-FG-7634-01A,2.313,109.12,70.212,1.0,10.445,172.028,628.347,1.0,1.736,38.417,9.354,9.648,1.121,3779,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.0,0.652,0.0,0.097,0.011,0.057,0.168,0.0,0.004,0.006,0.0,0.0,0.0,0.068
TCGA-DU-7306-01A,1.0,18.25,22.253,1.0,2.747,53.779,481.347,8.092,1.0,23.829,2.603,3.344,1.0,3780,LGG,simu_bulk_2ds_ref,0.004,0.0,0.001,0.0,0.0,0.0,0.822,0.0,0.054,0.0,0.035,0.083,0.0,0.0,0.0,0.0,0.004,0.0,0.035
TCGA-FG-7636-01A,1.035,26.288,16.26,1.0,2.826,36.216,339.112,1.0,1.0,16.615,1.271,3.483,1.0,3781,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.879,0.0,0.03,0.0,0.009,0.08,0.0,0.002,0.0,0.0,0.0,0.0,0.009
TCGA-S9-A7J3-01A,2.188,15.187,21.792,1.0,7.595,91.066,235.743,1.0,1.0,27.628,3.393,8.098,2.663,3782,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.001,0.0,0.775,0.0,0.103,0.0,0.03,0.08,0.0,0.002,0.006,0.0,0.0,0.001,0.03
TCGA-DU-A6S7-01A,2.311,34.343,68.565,1.0,11.597,79.724,720.234,1.0,1.0,28.887,2.842,12.622,1.0,3783,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.745,0.0,0.041,0.0,0.025,0.184,0.0,0.001,0.002,0.0,0.0,0.0,0.025
TCGA-DU-6396-01A,2.169,65.08,114.74,2.963,27.134,96.623,2905.898,1.0,1.0,18.154,15.105,24.516,1.0,3784,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.579,0.0,0.07,0.0,0.016,0.314,0.0,0.007,0.01,0.0,0.0,0.0,0.016
TCGA-S9-A7QW-01A,1.745,75.071,10.516,1.0,2.173,29.305,114.79,1.0,1.0,8.165,1.002,2.072,1.0,3785,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.926,0.0,0.018,0.0,0.005,0.049,0.0,0.001,0.0,0.0,0.001,0.0,0.005
TCGA-FG-7643-01A,2.721,36.868,18.024,1.932,1.833,62.124,147.444,1.0,1.0,29.114,6.813,4.071,4.597,3786,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.013,0.0,0.743,0.0,0.109,0.018,0.039,0.068,0.001,0.002,0.003,0.0,0.0,0.013,0.056999999999999995
TCGA-S9-A7R4-01A,1.0,43.4,40.564,1.0,5.961,146.474,336.906,1.0,1.0,52.482,1.0,6.782,1.0,3787,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.642,0.0,0.138,0.0,0.066,0.152,0.0,0.0,0.001,0.0,0.0,0.0,0.066
TCGA-DU-A6S8-01A,2.786,21.335,12.972,1.0,2.46,55.985,133.339,1.0,1.0,11.919,5.072,2.946,1.0,3788,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.904,0.0,0.035,0.0,0.014,0.043,0.0,0.002,0.001,0.0,0.0,0.001,0.014
TCGA-HT-7601-01A,1.643,70.774,125.949,4.504,17.941,49.797,2515.547,1.0,1.0,25.104,16.835,10.542,1.0,3789,LGG,simu_bulk_2ds_ref,0.0,0.0,0.006,0.0,0.006,0.0,0.596,0.0,0.084,0.001,0.022,0.276,0.0,0.004,0.004,0.0,0.0,0.006,0.023
TCGA-HT-7854-01A,2.043,48.247,42.353,1.494,13.447,64.121,501.55,1.0,1.0,43.278,3.499,20.599,3.568,3790,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.003,0.0,0.624,0.0,0.085,0.017,0.031,0.229,0.002,0.001,0.008,0.0,0.0,0.003,0.048
TCGA-QH-A6X3-01A,1.378,23.43,23.331,1.0,11.337,35.076,364.435,1.939,1.0,13.306,1.0,2.271,1.0,3791,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.002,0.038,0.0,0.016,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.016
TCGA-P5-A5F0-01A,2.307,43.322,7.9,1.75,2.343,36.56,40.085,1.0,1.0,12.189,5.839,3.196,2.134,3792,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.01,0.0,0.856,0.0,0.077,0.0,0.014,0.032,0.0,0.004,0.003,0.001,0.0,0.01,0.014
TCGA-CS-5395-01A,1.014,119.232,25.609,1.0,8.532,61.263,213.06,1.0,1.0,48.743,7.778,4.164,1.506,3793,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.006,0.0,0.813,0.0,0.06,0.016,0.019,0.081,0.0,0.001,0.002,0.0,0.0,0.006,0.035
TCGA-DU-6402-01A,2.927,54.588,51.673,7.699,4.14,109.315,1073.672,1.0,1.0,25.587,19.077,9.959,1.107,3794,LGG,simu_bulk_2ds_ref,0.0,0.0,0.007,0.0,0.007,0.0,0.721,0.0,0.056,0.071,0.001,0.133,0.0,0.001,0.0,0.0,0.0,0.007,0.072
TCGA-VM-A8CE-01A,2.096,60.816,18.603,1.0,8.058,69.543,216.403,1.0,1.0,22.654,1.839,5.228,1.0,3795,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.089,0.0,0.035,0.076,0.0,0.002,0.001,0.0,0.0,0.0,0.035
TCGA-HT-7467-01A,1.377,20.578,13.612,1.253,2.644,63.764,140.823,1.0,1.0,30.699,4.196,3.474,1.489,3796,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.006,0.0,0.789,0.0,0.099,0.0,0.035,0.061,0.0,0.004,0.003,0.0,0.0,0.006,0.035
TCGA-DB-A4XC-01A,2.74,34.119,40.622,1.565,6.662,55.252,505.826,1.0,1.0,38.611,5.011,12.198,1.321,3797,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.004,0.0,0.718,0.0,0.074,0.001,0.047,0.144,0.0,0.002,0.008,0.0,0.0,0.004,0.048
TCGA-RY-A83X-01A,2.274,35.569,15.867,1.0,2.096,70.404,183.297,1.0,1.0,24.653,1.909,3.959,1.0,3798,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.86,0.0,0.059,0.0,0.031,0.046,0.0,0.001,0.001,0.0,0.0,0.0,0.031
TCGA-HT-A5R9-01A,1.935,75.87,8.382,1.0,2.085,65.918,70.693,1.0,1.571,121.121,8.743,5.734,1.536,3799,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.002,0.0,0.002,0.895,0.0,0.046,0.0,0.028,0.018,0.0,0.0,0.002,0.006,0.0,0.002,0.028
TCGA-S9-A6WD-01A,2.236,34.241,16.384,1.0,2.415,57.325,166.776,1.0,1.0,13.181,2.133,2.109,11.598,3800,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.9,0.0,0.034,0.0,0.01,0.052,0.0,0.002,0.0,0.0,0.0,0.0,0.01
TCGA-F6-A8O4-01A,1.37,13.529,13.175,1.0,4.043,45.404,156.974,1.0,1.0,21.108,4.136,2.68,1.131,3801,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.004,0.0,0.891,0.0,0.037,0.0,0.011,0.055,0.0,0.002,0.001,0.0,0.0,0.004,0.011
TCGA-TQ-A7RV-01A,2.445,54.477,20.22,1.0,5.03,75.727,254.223,1.0,1.0,16.201,2.792,6.07,1.0,3802,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.843,0.0,0.06,0.0,0.019,0.072,0.0,0.002,0.002,0.0,0.0,0.001,0.019
TCGA-FG-7637-01A,2.591,137.094,19.199,1.0,2.694,67.81,204.75,1.0,1.0,58.889,3.865,1.66,1.522,3803,LGG,simu_bulk_2ds_ref,0.0,0.001,0.001,0.0,0.0,0.0,0.854,0.0,0.071,0.0,0.046,0.025,0.0,0.0,0.001,0.0,0.001,0.0,0.046
TCGA-FG-6689-01A,1.647,22.121,41.074,1.043,8.271,49.183,487.414,1.0,1.0,17.781,3.27,8.64,1.0,3804,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.004,0.0,0.768,0.0,0.068,0.0,0.014,0.138,0.0,0.003,0.002,0.0,0.0,0.004,0.014
TCGA-E1-A7YO-01A,1.478,48.898,12.274,1.0,2.682,82.24,123.519,1.0,1.0,24.034,2.939,2.497,2.209,3805,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.002,0.0,0.804,0.0,0.115,0.001,0.041,0.031,0.0,0.001,0.004,0.0,0.0,0.002,0.042
TCGA-FG-7638-01B,1.0,31.603,10.892,1.0,2.461,53.133,120.253,1.599,1.0,19.688,3.696,1.685,1.0,3806,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.845,0.0,0.076,0.0,0.021,0.053,0.0,0.002,0.0,0.0,0.0,0.002,0.021
TCGA-S9-A7QZ-01A,2.536,51.751,10.279,1.0,1.433,116.352,88.653,3.181,1.0,28.241,2.476,1.578,10.784,3807,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.005,0.0,0.831,0.0,0.093,0.001,0.039,0.026,0.0,0.002,0.002,0.0,0.0,0.005,0.04
TCGA-P5-A5F2-01A,1.634,10.668,8.226,1.0,2.569,34.521,152.87,1.0,1.0,14.234,1.592,4.301,5.638,3808,LGG,simu_bulk_2ds_ref,0.002,0.0,0.001,0.0,0.003,0.0,0.851,0.0,0.061,0.0,0.026,0.052,0.0,0.002,0.001,0.0,0.002,0.003,0.026
TCGA-R8-A6YH-01A,2.975,70.974,29.355,1.0,6.982,46.722,445.029,1.0,1.0,14.012,2.821,5.964,1.0,3809,LGG,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.878,0.0,0.034,0.0,0.009,0.075,0.0,0.001,0.002,0.0,0.001,0.0,0.009
TCGA-E1-A7YS-01A,2.294,42.026,10.096,1.0,1.357,47.657,100.959,1.0,1.0,7.856,4.901,2.88,1.0,3810,LGG,simu_bulk_2ds_ref,0.003,0.0,0.001,0.0,0.001,0.0,0.939,0.0,0.027,0.0,0.007,0.018,0.0,0.0,0.004,0.0,0.003,0.001,0.007
TCGA-HT-7880-01A,1.939,14.238,13.528,1.648,3.769,77.582,144.621,1.0,1.0,22.123,5.743,6.768,2.102,3811,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.01,0.0,0.778,0.0,0.088,0.003,0.038,0.072,0.0,0.005,0.003,0.0,0.0,0.01,0.041
TCGA-DU-5852-01A,2.089,310.861,44.385,1.632,7.87,149.334,575.762,1.0,1.0,51.616,6.342,13.238,2.11,3812,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.005,0.0,0.689,0.0,0.08,0.016,0.048,0.154,0.0,0.002,0.003,0.0,0.0,0.005,0.064
TCGA-E1-A7Z4-01A,1.517,40.675,45.383,1.0,6.507,68.672,569.74,1.0,1.0,15.927,1.641,10.025,1.0,3813,LGG,simu_bulk_2ds_ref,0.002,0.0,0.001,0.0,0.0,0.0,0.801,0.0,0.028,0.0,0.008,0.159,0.0,0.001,0.0,0.0,0.002,0.0,0.008
TCGA-DU-7298-01A,1.536,52.251,36.875,1.0,17.902,53.61,481.19,1.0,1.0,20.005,1.263,8.336,1.0,3814,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.769,0.0,0.066,0.0,0.011,0.147,0.0,0.002,0.003,0.0,0.0,0.001,0.011
TCGA-HT-7478-01A,1.477,61.186,83.738,3.121,11.092,55.783,1186.996,1.0,3.062,27.866,31.641,23.113,1.0,3815,LGG,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.006,0.0,0.602,0.0,0.072,0.008,0.026,0.268,0.0,0.007,0.007,0.0,0.0,0.006,0.034
TCGA-DU-A5TU-01A,1.935,36.429,28.506,1.0,13.73,63.757,1392.723,1.0,1.0,22.981,5.846,16.518,4.295,3816,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.735,0.0,0.051,0.015,0.014,0.175,0.0,0.006,0.003,0.0,0.0,0.0,0.028999999999999998
TCGA-DU-6399-01A,1.289,93.059,63.776,1.0,7.772,83.38,656.759,1.0,1.0,36.583,4.676,8.526,1.0,3817,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.76,0.0,0.061,0.0,0.012,0.163,0.0,0.0,0.002,0.0,0.0,0.0,0.012
TCGA-RY-A83Y-01A,2.093,28.59,22.652,1.093,4.034,134.703,442.402,1.0,1.0,21.882,9.6,2.543,1.0,3818,LGG,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.001,0.0,0.844,0.0,0.042,0.0,0.024,0.085,0.0,0.002,0.0,0.0,0.0,0.001,0.024
TCGA-DU-7300-01A,1.32,49.925,20.738,2.392,4.106,59.034,283.687,1.0,1.0,76.719,5.062,2.265,2.668,3819,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.015,0.0,0.753,0.0,0.078,0.012,0.043,0.095,0.0,0.001,0.001,0.0,0.0,0.015,0.05499999999999999
TCGA-S9-A7IX-01A,3.125,124.792,46.834,1.551,10.55,105.969,476.893,1.0,1.0,47.966,7.676,12.369,2.973,3820,LGG,simu_bulk_2ds_ref,0.0,0.001,0.004,0.0,0.01,0.0,0.666,0.001,0.09,0.048,0.024,0.147,0.0,0.004,0.004,0.0,0.001,0.01,0.07200000000000001
TCGA-HT-8558-01A,2.445,4.773,11.972,3.129,1.188,48.374,67.969,1.0,1.0,27.853,1.0,2.902,1.967,3821,LGG,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.014,0.001,0.771,0.0,0.101,0.007,0.036,0.055,0.004,0.003,0.003,0.001,0.0,0.014,0.043
TCGA-S9-A7IY-01A,1.977,45.299,37.163,1.563,14.945,88.381,316.433,1.0,1.0,19.438,3.208,17.572,1.613,3822,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.0,0.0,0.771,0.0,0.064,0.0,0.013,0.143,0.0,0.002,0.003,0.0,0.0,0.0,0.013
TCGA-DB-A64W-01A,2.98,90.595,5.923,1.479,1.0,78.909,53.251,1.0,1.0,16.785,1.0,1.0,1.717,3823,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.006,0.001,0.862,0.0,0.079,0.0,0.023,0.023,0.0,0.003,0.002,0.0,0.0,0.006,0.023
TCGA-S9-A7IZ-01A,1.446,23.787,32.332,1.0,4.401,82.976,309.813,1.0,1.0,13.676,3.5,8.024,1.144,3824,LGG,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.769,0.0,0.066,0.0,0.024,0.134,0.0,0.003,0.001,0.0,0.0,0.0,0.024
TCGA-DU-6410-01A,2.44,47.391,6.725,1.0,1.0,58.948,42.824,1.0,1.0,13.905,1.395,1.0,1.283,3825,LGG,simu_bulk_2ds_ref,0.001,0.001,0.0,0.0,0.004,0.0,0.94,0.0,0.038,0.0,0.007,0.008,0.0,0.0,0.001,0.0,0.002,0.004,0.007
TCGA-R8-A6MO-01A,2.27,32.543,22.923,1.487,2.112,145.421,376.651,1.0,1.0,25.727,7.465,5.015,3.656,3826,LGG,simu_bulk_2ds_ref,0.001,0.0,0.001,0.0,0.001,0.0,0.822,0.0,0.068,0.0,0.028,0.077,0.0,0.002,0.0,0.0,0.001,0.001,0.028
TCGA-P5-A780-01A,1.035,22.949,23.072,1.0,6.76,61.428,438.086,2.612,1.0,21.655,2.61,3.862,1.0,3827,LGG,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.092,0.0,0.041,0.114,0.0,0.002,0.0,0.0,0.0,0.0,0.041
TCGA-QH-A6XC-01A,3.468,59.602,20.254,1.0,4.045,77.645,412.738,1.104,1.0,51.512,3.667,5.141,1.293,3828,LGG,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.007,0.0,0.787,0.0,0.073,0.005,0.035,0.082,0.0,0.005,0.002,0.0,0.0,0.007,0.04
