,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-C5-A7UI-01A,0.053,0.0,0.046,0.037,0.0,0.0,0.013,0.031,0.005,0.015,0.014,0.0,0.001,0.009,0.001,0.776,0.776,CESC,0.7915,,0.5655,0.95,0.7274,
TCGA-C5-A902-01A,0.0,0.0,0.001,0.11,0.0,0.0,0.018,0.039,0.001,0.005,0.015,0.0,0.008,0.004,0.0,0.798,0.798,CESC,0.8685,,0.8329,0.8,0.8319,
TCGA-DS-A1OB-01A,0.003,0.0,0.009,0.004,0.0,0.0,0.001,0.024,0.0,0.003,0.05,0.0,0.0,0.004,0.0,0.902,0.902,CESC,0.8806,,0.6592,0.8,0.7913,
TCGA-Q1-A6DW-01A,0.0,0.0,0.001,0.037,0.0,0.0,0.021,0.051,0.001,0.005,0.003,0.0,0.001,0.009,0.0,0.871,0.871,CESC,0.9053,,0.7831,0.6,0.7799,
TCGA-EK-A2R7-01A,0.025,0.0,0.02,0.032,0.0,0.0,0.018,0.03,0.027,0.006,0.021,0.0,0.0,0.001,0.0,0.821,0.821,CESC,0.8788,,0.711,0.88,0.846,
TCGA-C5-A7X8-01A,0.045,0.0,0.011,0.012,0.005,0.0,0.011,0.053,0.206,0.009,0.019,0.001,0.0,0.002,0.0,0.625,0.625,CESC,0.8011,,0.9431,0.8,0.836,
TCGA-Q1-A5R3-01A,0.001,0.0,0.011,0.013,0.003,0.0,0.01,0.009,0.001,0.002,0.008,0.001,0.001,0.005,0.0,0.935,0.935,CESC,0.8815,,0.6336,0.8,0.6126,
TCGA-C5-A7X5-01A,0.0,0.0,0.004,0.005,0.0,0.0,0.0,0.026,0.001,0.0,0.009,0.0,0.0,0.002,0.0,0.954,0.954,CESC,0.9609,,0.9416,0.8,0.9574,
TCGA-ZJ-A8QR-01A,0.009,0.0,0.0,0.011,0.0,0.0,0.01,0.041,0.006,0.006,0.011,0.0,0.001,0.041,0.0,0.862,0.862,CESC,0.9299,,0.6225,0.8,0.7019,
TCGA-HM-A3JK-01A,0.01,0.0,0.017,0.007,0.005,0.0,0.047,0.073,0.216,0.023,0.029,0.001,0.003,0.003,0.0,0.565,0.565,CESC,0.7204,,0.7654,0.65,0.7591,
TCGA-EA-A556-01A,0.0,0.0,0.006,0.015,0.001,0.0,0.0,0.02,0.123,0.018,0.014,0.0,0.0,0.001,0.0,0.802,0.802,CESC,0.9119,,0.8019,0.75,0.802,
TCGA-VS-A9V4-01A,0.003,0.0,0.0,0.012,0.0,0.0,0.0,0.013,0.002,0.014,0.003,0.0,0.0,0.011,0.0,0.94,0.94,CESC,0.9719,,,0.6,0.7925,
TCGA-IR-A3L7-01A,0.0,0.0,0.0,0.007,0.0,0.0,0.005,0.011,0.033,0.002,0.004,0.0,0.0,0.002,0.0,0.936,0.936,CESC,0.9646,,0.8362,0.6,0.8422,
TCGA-EK-A2RL-01A,0.0,0.0,0.0,0.022,0.0,0.0,0.001,0.02,0.008,0.0,0.011,0.0,0.0,0.0,0.0,0.938,0.938,CESC,0.9655,,0.9434,0.7,0.9637,
TCGA-VS-A94X-01A,0.0,0.0,0.01,0.021,0.0,0.0,0.002,0.018,0.0,0.002,0.019,0.0,0.0,0.008,0.0,0.92,0.92,CESC,0.9396,,0.6282,0.7,0.6126,
