,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.005,0.0,0.002,0.0,0.0,0.018,0.004,0.015,0.124,0.0,0.0,0.005,0.0,0.827,0.827,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.006,0.001,0.021,0.004,0.0,0.089,0.043,0.045,0.205,0.002,0.001,0.006,0.0,0.577,0.577,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.0,0.0,0.003,0.0,0.004,0.089,0.007,0.038,0.066,0.0,0.0,0.008,0.0,0.785,0.785,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.016,0.005,0.003,0.0,0.0,0.039,0.248,0.0,0.171,0.0,0.0,0.001,0.0,0.517,0.517,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.001,0.001,0.013,0.001,0.0,0.001,0.069,0.034,0.022,0.074,0.0,0.0,0.015,0.0,0.767,0.767,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.002,0.006,0.0,0.0,0.031,0.002,0.013,0.091,0.0,0.0,0.005,0.0,0.849,0.849,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.072,0.006,0.038,0.041,0.0,0.0,0.006,0.0,0.833,0.833,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.056,0.014,0.018,0.1,0.0,0.0,0.004,0.0,0.796,0.796,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.013,0.004,0.001,0.0,0.009,0.03,0.187,0.003,0.163,0.0,0.001,0.003,0.0,0.585,0.585,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.009,0.057,0.006,0.038,0.103,0.0,0.0,0.004,0.0,0.78,0.78,GBM,0.8824,0.75,,0.925,0.8508,
TCGA-06-5856-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.01,0.027,0.128,0.0,0.0,0.005,0.0,0.767,0.767,GBM,0.8253,0.76,0.8303,0.85,0.8356,
TCGA-28-1753-01A,0.0,0.0,0.001,0.0,0.005,0.0,0.006,0.083,0.062,0.05,0.254,0.0,0.0,0.004,0.0,0.535,0.535,GBM,0.6715,0.62,,0.9,0.7508,
