,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-KO-8406-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.055,0.0,0.029,0.084,0.0,0.0,0.0,0.0,KICH,0.9583,,0.9111,0.9,0.9303,
TCGA-KM-8438-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.759,0.0,0.109,0.0,0.039,0.092,0.0,0.0,0.0,0.0,KICH,0.9097,,0.8516,0.85,0.8806,
TCGA-KN-8418-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.854,0.0,0.048,0.0,0.033,0.062,0.0,0.0,0.002,0.0,KICH,0.9664,,0.9333,0.95,0.9564,
TCGA-KL-8335-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.868,0.0,0.022,0.0,0.048,0.06,0.0,0.0,0.0,0.0,KICH,0.9389,,0.893,0.9,0.909,
TCGA-KL-8345-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.846,0.0,0.049,0.0,0.03,0.072,0.001,0.0,0.0,0.0,KICH,0.949,,0.8981,0.9,0.915,
TCGA-KO-8407-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.704,0.0,0.121,0.0,0.043,0.123,0.007,0.0,0.001,0.0,KICH,0.8961,,0.8358,0.9,0.8695,
TCGA-KN-8421-01A,0.006,0.0,0.0,0.0,0.0,0.0,0.961,0.0,0.0,0.0,0.014,0.018,0.0,0.0,0.0,0.0,KICH,0.9926,,0.9469,0.925,0.9723,
TCGA-KO-8415-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.825,0.0,0.024,0.0,0.018,0.128,0.001,0.002,0.0,0.0,KICH,0.8849,,0.7737,0.9,0.8541,
TCGA-KM-8476-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.048,0.0,0.049,0.123,0.001,0.0,0.0,0.0,KICH,0.9371,,0.866,0.9,0.9251,
TCGA-KO-8408-01A,0.001,0.0,0.001,0.0,0.0,0.0,0.807,0.0,0.044,0.0,0.079,0.068,0.001,0.0,0.0,0.0,KICH,0.9309,,0.9126,0.9,0.9253,
