,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.006,0.0,0.003,0.0,0.0,0.026,0.0,0.012,0.168,0.0,0.002,0.0,0.0,0.782,0.782,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.012,0.0,0.013,0.0,0.003,0.082,0.019,0.05,0.259,0.0,0.005,0.0,0.0,0.557,0.557,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.0,0.001,0.004,0.0,0.003,0.085,0.0,0.041,0.092,0.0,0.001,0.002,0.0,0.77,0.77,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.016,0.0,0.004,0.0,0.0,0.053,0.202,0.001,0.194,0.001,0.0,0.0,0.0,0.528,0.528,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.0,0.006,0.0,0.001,0.0,0.002,0.054,0.003,0.006,0.083,0.0,0.003,0.016,0.0,0.826,0.826,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.016,0.101,0.0,0.004,0.0,0.0,0.856,0.856,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.057,0.002,0.026,0.071,0.001,0.0,0.007,0.0,0.835,0.835,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.069,0.008,0.009,0.155,0.0,0.003,0.0,0.0,0.753,0.753,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.005,0.0,0.009,0.0,0.0,0.035,0.077,0.002,0.238,0.0,0.001,0.001,0.005,0.626,0.626,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.004,0.066,0.001,0.035,0.127,0.0,0.002,0.0,0.0,0.763,0.763,GBM,0.8824,0.75,,0.925,0.8508,
