,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-94-7943-01A,0.007,0.001,0.017,0.0,0.016,0.0,0.01,0.025,0.039,0.015,0.083,0.002,0.0,0.005,0.001,0.779,0.779,LUSC,0.8805,0.58,0.77,0.85,0.7667,
TCGA-68-8251-01A,0.008,0.015,0.034,0.008,0.015,0.0,0.015,0.045,0.185,0.002,0.086,0.0,0.0,0.009,0.001,0.577,0.577,LUSC,0.7167,0.33,0.5632,0.7,0.5736,
TCGA-33-A5GW-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.025,0.0,0.006,0.011,0.0,0.0,0.001,0.006,0.949,0.949,LUSC,0.9734,,0.883,0.8,0.9358,
TCGA-85-8070-01A,0.026,0.0,0.002,0.0,0.003,0.0,0.0,0.009,0.012,0.008,0.011,0.0,0.0,0.006,0.0,0.923,0.923,LUSC,0.9862,0.95,0.8116,0.85,0.9026,
TCGA-85-8479-01A,0.0,0.0,0.0,0.0,0.003,0.0,0.003,0.024,0.021,0.012,0.001,0.0,0.0,0.007,0.0,0.928,0.928,LUSC,0.9507,,0.6701,0.725,0.7019,
TCGA-22-5482-01A,0.007,0.0,0.004,0.0,0.001,0.0,0.005,0.02,0.11,0.002,0.037,0.0,0.003,0.002,0.0,0.81,0.81,LUSC,0.8912,0.66,0.7648,0.8,0.7887,
TCGA-21-1077-01A,0.037,0.004,0.023,0.0,0.006,0.0,0.014,0.033,0.119,0.014,0.074,0.001,0.0,0.009,0.004,0.66,0.66,LUSC,0.8133,0.34,,0.825,0.6037,
TCGA-43-6773-01A,0.118,0.028,0.028,0.004,0.031,0.001,0.005,0.093,0.197,0.034,0.121,0.001,0.0,0.012,0.001,0.327,0.327,LUSC,0.4898,0.93,0.3418,0.6,0.5098,
TCGA-34-8455-01A,0.019,0.0,0.012,0.0,0.006,0.0,0.0,0.06,0.131,0.03,0.035,0.0,0.0,0.016,0.0,0.69,0.69,LUSC,0.8395,,0.6482,0.725,0.6573,
TCGA-85-7950-01A,0.004,0.014,0.073,0.006,0.039,0.0,0.012,0.053,0.213,0.001,0.074,0.001,0.0,0.017,0.002,0.491,0.491,LUSC,0.6839,0.52,0.5851,0.75,0.5969,
