,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-24-1104-01A,0.006,0.0,0.002,0.012,0.002,0.0,0.013,0.008,0.027,0.012,0.056,0.001,0.005,0.007,0.0,0.849,0.849,OV,,0.72,,0.85,0.8631,
TCGA-25-1320-01A,0.008,0.0,0.006,0.0,0.002,0.001,0.01,0.028,0.251,0.004,0.07,0.005,0.0,0.003,0.0,0.612,0.612,OV,,0.57,,0.9,0.8143,
TCGA-24-1850-01A,0.011,0.0,0.01,0.001,0.009,0.0,0.001,0.01,0.105,0.011,0.104,0.004,0.003,0.0,0.0,0.733,0.733,OV,0.8327,0.77,,0.95,0.8382,
TCGA-61-2101-01A,0.006,0.0,0.004,0.0,0.0,0.0,0.006,0.024,0.149,0.013,0.031,0.001,0.0,0.0,0.0,0.765,0.765,OV,,0.82,,0.9,0.9404,
TCGA-23-1111-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.002,0.015,0.093,0.013,0.008,0.001,0.0,0.0,0.0,0.864,0.864,OV,0.9671,0.83,,0.95,0.9499,
TCGA-25-2396-01A,0.009,0.002,0.006,0.008,0.009,0.0,0.0,0.009,0.078,0.01,0.043,0.0,0.0,0.0,0.0,0.826,0.826,OV,0.8446,0.87,,0.9,0.961,
TCGA-30-1714-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.021,0.003,0.011,0.0,0.0,0.0,0.0,0.959,0.959,OV,,0.89,,0.85,0.9403,
TCGA-04-1347-01A,0.0,0.001,0.004,0.0,0.0,0.0,0.006,0.003,0.057,0.012,0.004,0.0,0.001,0.0,0.0,0.912,0.912,OV,,0.94,,0.845,0.918,
TCGA-59-2351-01A,0.033,0.0,0.01,0.0,0.0,0.0,0.002,0.017,0.087,0.021,0.107,0.001,0.001,0.0,0.0,0.722,0.722,OV,0.7807,0.5,,0.8,0.6749,
TCGA-09-1659-01B,0.0,0.0,0.0,0.005,0.0,0.0,0.012,0.008,0.04,0.002,0.031,0.0,0.001,0.0,0.0,0.902,0.902,OV,,0.87,,0.85,0.9878,
TCGA-24-1431-01A,0.0,0.0,0.0,0.001,0.0,0.0,0.011,0.006,0.026,0.004,0.047,0.0,0.001,0.0,0.0,0.903,0.903,OV,,0.88,,0.925,0.9613,
TCGA-31-1951-01A,0.007,0.0,0.009,0.004,0.004,0.001,0.004,0.029,0.15,0.017,0.105,0.002,0.005,0.003,0.0,0.66,0.66,OV,0.7556,0.8,,0.925,0.903,
TCGA-29-1769-01A,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.006,0.083,0.01,0.041,0.0,0.0,0.001,0.0,0.848,0.848,OV,,0.79,,0.85,0.8293,
TCGA-13-0916-01A,0.003,0.001,0.012,0.0,0.029,0.0,0.013,0.023,0.021,0.019,0.034,0.0,0.0,0.0,0.0,0.845,0.845,OV,0.9123,0.91,,0.98,0.903,
TCGA-61-1721-01A,0.0,0.002,0.0,0.0,0.004,0.001,0.009,0.149,0.352,0.149,0.089,0.013,0.001,0.0,0.0,0.23,0.23,OV,0.6472,,,0.8,0.639,
TCGA-20-1687-01A,0.0,0.001,0.004,0.002,0.0,0.0,0.035,0.009,0.096,0.006,0.036,0.0,0.0,0.001,0.0,0.81,0.81,OV,0.8333,0.76,,0.875,0.7913,
TCGA-29-2414-01A,0.002,0.0,0.003,0.0,0.001,0.0,0.009,0.012,0.219,0.009,0.022,0.001,0.0,0.0,0.0,0.722,0.722,OV,0.9112,0.86,,0.73,0.903,
TCGA-13-1411-01A,0.008,0.0,0.009,0.006,0.008,0.0,0.022,0.02,0.181,0.008,0.198,0.0,0.005,0.004,0.0,0.529,0.529,OV,,0.39,,0.9,0.729,
TCGA-24-1928-01A,0.009,0.0,0.006,0.001,0.008,0.0,0.005,0.033,0.153,0.021,0.071,0.002,0.0,0.003,0.0,0.687,0.687,OV,,0.66,,0.8,0.7887,
TCGA-31-1959-01A,0.008,0.001,0.012,0.0,0.004,0.0,0.019,0.027,0.213,0.025,0.1,0.003,0.001,0.015,0.0,0.571,0.571,OV,,0.66,,0.725,0.857,
TCGA-57-1586-01A,0.013,0.001,0.003,0.001,0.0,0.0,0.012,0.01,0.022,0.009,0.041,0.0,0.0,0.002,0.0,0.884,0.884,OV,,0.84,,0.925,0.92,
TCGA-09-2044-01B,0.001,0.0,0.01,0.0,0.003,0.0,0.0,0.011,0.021,0.011,0.121,0.002,0.0,0.0,0.0,0.819,0.819,OV,0.845,0.89,,0.925,0.9,
TCGA-13-1506-01A,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.008,0.028,0.002,0.019,0.001,0.0,0.002,0.0,0.931,0.931,OV,0.9559,0.94,,0.99,0.9506,
TCGA-25-1870-01A,0.001,0.007,0.002,0.0,0.0,0.0,0.019,0.015,0.091,0.011,0.077,0.001,0.002,0.013,0.0,0.762,0.762,OV,0.8943,0.86,,0.9,0.8806,
TCGA-09-0366-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.01,0.003,0.0,0.268,0.002,0.005,0.014,0.0,0.693,0.693,OV,0.749,0.68,,0.98,0.7387,
TCGA-30-1892-01A,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.01,0.238,0.015,0.033,0.0,0.0,0.0,0.0,0.699,0.699,OV,,0.64,,0.85,0.7697,
