,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.001,0.004,0.0,0.004,0.0,0.0,0.021,0.0,0.012,0.159,0.0,0.0,0.0,0.0,0.797,0.797,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.004,0.007,0.0,0.01,0.0,0.001,0.077,0.02,0.032,0.253,0.004,0.002,0.0,0.0,0.592,0.592,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.006,0.001,0.0,0.002,0.0,0.001,0.067,0.0,0.025,0.079,0.003,0.0,0.001,0.0,0.813,0.813,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.001,0.015,0.0,0.002,0.0,0.0,0.054,0.179,0.0,0.176,0.002,0.0,0.0,0.0,0.571,0.571,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.008,0.001,0.0,0.002,0.001,0.005,0.053,0.001,0.01,0.067,0.005,0.0,0.014,0.002,0.831,0.831,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.003,0.001,0.0,0.002,0.0,0.002,0.018,0.0,0.002,0.091,0.002,0.001,0.0,0.0,0.877,0.877,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.061,0.007,0.019,0.061,0.002,0.0,0.003,0.0,0.843,0.843,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.001,0.002,0.0,0.0,0.0,0.005,0.048,0.012,0.002,0.146,0.002,0.0,0.0,0.0,0.781,0.781,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.005,0.0,0.006,0.0,0.0,0.033,0.065,0.001,0.21,0.001,0.0,0.0,0.0,0.677,0.677,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.003,0.004,0.0,0.001,0.0,0.005,0.051,0.002,0.021,0.122,0.001,0.0,0.0,0.0,0.79,0.79,GBM,0.8824,0.75,,0.925,0.8508,
TCGA-06-5856-01A,0.0,0.001,0.002,0.0,0.001,0.0,0.0,0.054,0.015,0.013,0.138,0.0,0.0,0.001,0.0,0.776,0.776,GBM,0.8253,0.76,0.8303,0.85,0.8356,
TCGA-28-1753-01A,0.0,0.003,0.003,0.0,0.003,0.0,0.014,0.077,0.06,0.02,0.268,0.002,0.0,0.0,0.0,0.549,0.549,GBM,0.6715,0.62,,0.9,0.7508,
TCGA-28-5218-01A,0.002,0.001,0.035,0.0,0.017,0.0,0.0,0.092,0.523,0.001,0.144,0.0,0.0,0.001,0.002,0.182,0.182,GBM,0.5645,0.6,0.6162,0.8,0.6578,
TCGA-32-1970-01A,0.0,0.006,0.001,0.0,0.003,0.0,0.0,0.049,0.0,0.006,0.079,0.002,0.0,0.0,0.0,0.851,0.851,GBM,0.9012,0.87,,0.875,0.8763,
TCGA-28-5204-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.066,0.006,0.006,0.113,0.001,0.0,0.0,0.0,0.806,0.806,GBM,0.8696,0.89,0.9436,0.85,0.9022,
TCGA-12-3653-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.141,0.001,0.0,0.0,0.0,0.81,0.81,GBM,0.8653,0.92,,0.85,0.8276,
