,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-55-8508-01A,0.142,0.001,0.027,0.008,0.0,0.0,0.607,0.003,0.047,0.082,0.015,0.05,0.001,0.004,0.012,0.0,LUAD,0.7656,,0.5561,0.65,0.6026,
TCGA-67-3771-01A,0.044,0.002,0.016,0.01,0.013,0.0,0.597,0.008,0.039,0.082,0.019,0.165,0.001,0.0,0.003,0.001,LUAD,0.6957,0.46,,0.75,0.5991,
TCGA-55-A4DG-01A,0.057,0.041,0.018,0.015,0.028,0.0,0.654,0.028,0.019,0.056,0.014,0.066,0.001,0.0,0.001,0.001,LUAD,0.7884,,0.6738,0.65,0.7232,
TCGA-91-7771-01A,0.038,0.012,0.037,0.012,0.026,0.0,0.487,0.041,0.073,0.104,0.029,0.134,0.004,0.0,0.001,0.001,LUAD,0.5901,0.59,0.6828,0.61,0.6621,
TCGA-91-6849-01A,0.073,0.004,0.009,0.0,0.009,0.0,0.652,0.026,0.069,0.029,0.007,0.117,0.0,0.0,0.003,0.001,LUAD,0.7161,0.59,0.7258,0.775,0.6688,
TCGA-64-5781-01A,0.056,0.0,0.013,0.05,0.0,0.0,0.691,0.004,0.026,0.103,0.011,0.041,0.002,0.0,0.002,0.0,LUAD,0.6918,0.38,0.5397,0.75,0.5576,
TCGA-44-6146-01B,0.005,0.003,0.013,0.02,0.004,0.016,0.694,0.012,0.002,0.211,0.007,0.0,0.01,0.0,0.004,0.0,LUAD,,,0.7245,0.8,0.711,
TCGA-97-7552-01A,0.049,0.046,0.049,0.033,0.029,0.0,0.452,0.049,0.068,0.089,0.017,0.107,0.008,0.001,0.002,0.001,LUAD,0.5542,0.17,0.4952,0.55,0.4233,
TCGA-80-5608-01A,0.023,0.0,0.015,0.009,0.0,0.0,0.814,0.015,0.032,0.015,0.026,0.044,0.0,0.001,0.005,0.0,LUAD,0.8656,0.49,0.6594,0.9,0.6345,
TCGA-91-6829-01A,0.008,0.0,0.016,0.009,0.003,0.0,0.485,0.0,0.07,0.278,0.016,0.106,0.007,0.0,0.0,0.0,LUAD,0.682,0.49,0.7059,0.75,0.6335,
TCGA-49-AARE-01A,0.026,0.002,0.008,0.011,0.0,0.0,0.79,0.024,0.017,0.037,0.013,0.065,0.001,0.001,0.005,0.0,LUAD,0.8013,,,0.6,0.7406,
TCGA-97-A4M1-01A,0.007,0.0,0.014,0.0,0.016,0.0,0.547,0.068,0.13,0.039,0.03,0.13,0.009,0.006,0.002,0.001,LUAD,0.7218,,0.7556,0.65,0.7475,
TCGA-83-5908-01A,0.002,0.001,0.029,0.108,0.009,0.0,0.576,0.041,0.051,0.077,0.01,0.091,0.003,0.0,0.001,0.0,LUAD,0.6178,0.33,0.5273,0.6,0.4854,
TCGA-97-8179-01A,0.001,0.0,0.008,0.007,0.0,0.0,0.721,0.028,0.064,0.029,0.046,0.093,0.003,0.0,0.001,0.0,LUAD,0.8196,0.65,0.77,0.8,0.765,
TCGA-64-1680-01A,0.018,0.0,0.005,0.001,0.0,0.0,0.823,0.058,0.018,0.016,0.009,0.044,0.007,0.0,0.001,0.0,LUAD,0.8758,0.62,,0.9,0.7508,
TCGA-73-4670-01A,0.025,0.0,0.002,0.003,0.0,0.0,0.816,0.0,0.026,0.056,0.015,0.052,0.0,0.0,0.004,0.001,LUAD,0.8099,0.62,,0.9,0.7508,
TCGA-44-3396-01A,0.051,0.001,0.037,0.003,0.016,0.0,0.45,0.037,0.056,0.183,0.01,0.141,0.003,0.0,0.012,0.001,LUAD,0.4991,0.25,,0.675,0.4,
TCGA-80-5611-01A,0.004,0.0,0.019,0.018,0.0,0.0,0.646,0.002,0.01,0.024,0.003,0.272,0.001,0.0,0.001,0.0,LUAD,0.7087,0.51,0.6308,0.8,0.6307,
TCGA-53-7624-01A,0.007,0.0,0.029,0.021,0.002,0.0,0.772,0.002,0.029,0.029,0.011,0.091,0.001,0.001,0.005,0.0,LUAD,0.8854,0.69,0.8373,0.75,0.8436,
TCGA-91-6835-01A,0.009,0.049,0.049,0.016,0.048,0.0,0.398,0.05,0.076,0.1,0.018,0.177,0.006,0.0,0.003,0.001,LUAD,0.4666,0.21,0.4663,0.7,0.3848,
TCGA-L9-A50W-01A,0.027,0.0,0.024,0.005,0.0,0.0,0.698,0.073,0.051,0.046,0.007,0.062,0.006,0.0,0.001,0.0,LUAD,0.8028,,0.7215,1.0,0.7251,
TCGA-86-7713-01A,0.026,0.0,0.01,0.008,0.0,0.0,0.861,0.003,0.022,0.013,0.028,0.025,0.0,0.0,0.002,0.0,LUAD,0.9367,0.65,0.7667,0.7,0.7792,
TCGA-50-5044-01A,0.033,0.0,0.042,0.003,0.0,0.0,0.595,0.04,0.107,0.087,0.016,0.072,0.003,0.0,0.0,0.0,LUAD,0.7143,0.22,0.5642,0.8,0.5726,
TCGA-97-7941-01A,0.007,0.002,0.026,0.002,0.009,0.0,0.646,0.039,0.071,0.087,0.021,0.078,0.008,0.001,0.001,0.001,LUAD,0.7595,0.36,0.7279,0.8,0.6706,
TCGA-86-7714-01A,0.001,0.0,0.012,0.002,0.0,0.0,0.676,0.133,0.011,0.078,0.001,0.079,0.005,0.0,0.001,0.0,LUAD,0.7498,0.67,0.7611,0.8,0.7124,
