,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.002,0.0,0.014,0.0,0.001,0.022,0.0,0.01,0.171,0.0,0.0,0.0,0.0,0.779,0.779,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.014,0.003,0.022,0.0,0.007,0.095,0.003,0.039,0.248,0.003,0.004,0.0,0.001,0.559,0.559,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.003,0.003,0.01,0.0,0.013,0.088,0.0,0.019,0.073,0.001,0.001,0.0,0.0,0.789,0.789,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.019,0.003,0.005,0.0,0.0,0.083,0.192,0.0,0.176,0.003,0.0,0.0,0.0,0.517,0.517,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.0,0.005,0.002,0.021,0.0,0.011,0.044,0.007,0.011,0.075,0.0,0.001,0.002,0.001,0.819,0.819,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.001,0.002,0.004,0.0,0.004,0.028,0.0,0.007,0.095,0.001,0.003,0.0,0.0,0.855,0.855,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.003,0.0,0.008,0.0,0.001,0.063,0.001,0.029,0.064,0.002,0.0,0.001,0.0,0.828,0.828,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.004,0.001,0.0,0.0,0.028,0.075,0.001,0.01,0.15,0.001,0.001,0.0,0.0,0.727,0.727,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.011,0.008,0.007,0.0,0.015,0.033,0.095,0.001,0.23,0.0,0.0,0.0,0.0,0.599,0.599,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.003,0.0,0.004,0.0,0.018,0.078,0.0,0.031,0.122,0.001,0.0,0.0,0.0,0.74,0.74,GBM,0.8824,0.75,,0.925,0.8508,
