,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-CV-5442-01A,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.982,0.982,HNSC,0.9748,0.85,0.7133,0.45,0.8333,
TCGA-CR-7392-01A,0.04,0.009,0.049,0.002,0.031,0.0,0.026,0.087,0.194,0.035,0.068,0.001,0.0,0.03,0.016,0.412,0.412,HNSC,0.5745,0.18,0.3944,0.6,0.3832,
TCGA-CN-A642-01A,0.0,0.0,0.004,0.013,0.0,0.0,0.009,0.017,0.051,0.009,0.036,0.0,0.0,0.0,0.0,0.861,0.861,HNSC,0.8051,,0.7098,0.9,0.7019,
TCGA-CV-A45U-01A,0.001,0.0,0.026,0.005,0.015,0.0,0.006,0.039,0.053,0.001,0.016,0.0,0.0,0.008,0.006,0.823,0.823,HNSC,0.9199,,0.6464,0.75,0.7913,
TCGA-CN-6012-01A,0.035,0.0,0.027,0.001,0.019,0.0,0.014,0.066,0.067,0.004,0.064,0.0,0.0,0.015,0.002,0.684,0.684,HNSC,0.795,0.61,0.6929,0.8,0.7367,
TCGA-CV-A45W-01A,0.105,0.017,0.028,0.002,0.031,0.0,0.015,0.06,0.075,0.017,0.086,0.001,0.001,0.009,0.002,0.551,0.551,HNSC,0.7351,,0.5873,0.8,0.6507,
TCGA-CV-A6K0-01B,0.0,0.002,0.052,0.001,0.021,0.0,0.089,0.078,0.175,0.029,0.038,0.0,0.0,0.015,0.005,0.496,0.496,HNSC,0.6557,,0.5425,0.7,0.543,
TCGA-QK-A6VB-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.018,0.02,0.009,0.014,0.0,0.002,0.005,0.001,0.931,0.931,HNSC,0.947,,0.4643,0.8,0.7913,
TCGA-CV-6959-01A,0.001,0.0,0.018,0.0,0.004,0.0,0.015,0.098,0.081,0.032,0.043,0.0,0.0,0.024,0.02,0.662,0.662,HNSC,0.7764,0.4,0.6602,0.705,0.6355,
TCGA-HD-7832-01A,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.019,0.02,0.003,0.048,0.0,0.0,0.007,0.0,0.887,0.887,HNSC,0.855,0.73,0.7592,0.75,0.7827,
TCGA-CV-7255-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.031,0.046,0.007,0.002,0.0,0.0,0.009,0.006,0.896,0.896,HNSC,0.9509,0.64,0.7071,0.85,0.7697,
TCGA-CR-5243-01A,0.025,0.001,0.044,0.009,0.026,0.0,0.027,0.075,0.133,0.023,0.019,0.0,0.0,0.027,0.001,0.589,0.589,HNSC,0.7756,0.81,0.6993,0.9,0.6936,
TCGA-P3-A6T5-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.012,0.024,0.069,0.005,0.023,0.0,0.0,0.002,0.001,0.859,0.859,HNSC,0.8452,,0.7508,0.65,0.7419,
TCGA-CV-6952-01A,0.001,0.0,0.01,0.001,0.007,0.0,0.012,0.039,0.021,0.011,0.019,0.0,0.0,0.009,0.027,0.845,0.845,HNSC,0.8374,0.52,0.6229,0.55,0.7229,
TCGA-D6-A6ES-01A,0.001,0.0,0.003,0.0,0.0,0.0,0.001,0.01,0.0,0.0,0.033,0.0,0.0,0.001,0.003,0.948,0.948,HNSC,0.8752,,0.63,0.8,0.841,
TCGA-CN-5366-01A,0.0,0.0,0.005,0.002,0.009,0.0,0.0,0.052,0.127,0.013,0.045,0.0,0.0,0.007,0.003,0.737,0.737,HNSC,0.7801,0.26,0.632,0.8,0.6571,
TCGA-CQ-6223-01A,0.001,0.0,0.006,0.0,0.01,0.0,0.004,0.025,0.006,0.0,0.031,0.001,0.0,0.015,0.004,0.896,0.896,HNSC,0.8655,0.51,0.6862,0.75,0.7286,
TCGA-F7-7848-01A,0.013,0.005,0.037,0.001,0.022,0.0,0.028,0.067,0.075,0.009,0.032,0.001,0.0,0.022,0.018,0.671,0.671,HNSC,0.7935,0.57,0.3663,0.725,0.6357,
TCGA-CV-A6JM-01A,0.022,0.0,0.006,0.0,0.001,0.0,0.0,0.013,0.033,0.007,0.04,0.0,0.0,0.0,0.003,0.876,0.876,HNSC,0.8738,,0.6426,0.65,0.8391,
TCGA-CN-5359-01A,0.001,0.001,0.048,0.007,0.035,0.001,0.026,0.066,0.197,0.011,0.104,0.001,0.0,0.033,0.019,0.451,0.451,HNSC,0.5299,0.19,0.5122,0.8,0.4169,
TCGA-P3-A5QA-01A,0.001,0.0,0.003,0.001,0.0,0.0,0.004,0.028,0.319,0.016,0.0,0.0,0.0,0.001,0.002,0.625,0.625,HNSC,0.8654,,0.654,0.6,0.6573,
TCGA-CN-4734-01A,0.0,0.0,0.016,0.023,0.006,0.0,0.02,0.035,0.071,0.005,0.049,0.0,0.0,0.013,0.012,0.749,0.749,HNSC,0.7051,0.51,0.5705,0.85,0.6282,
TCGA-CV-6441-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.01,0.0,0.009,0.006,0.0,0.0,0.0,0.001,0.967,0.967,HNSC,0.9704,0.7,0.8564,0.8,0.8463,
TCGA-CV-A6JY-01A,0.004,0.0,0.003,0.0,0.001,0.0,0.005,0.039,0.004,0.004,0.006,0.002,0.0,0.009,0.01,0.912,0.912,HNSC,0.9397,,0.5541,0.92,0.7466,
TCGA-D6-6825-01A,0.0,0.0,0.058,0.005,0.043,0.0,0.042,0.074,0.091,0.009,0.095,0.001,0.0,0.028,0.02,0.533,0.533,HNSC,0.642,0.42,0.5255,0.65,0.5428,
TCGA-CR-5247-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.017,0.266,0.001,0.013,0.0,0.0,0.0,0.0,0.7,0.7,HNSC,0.8715,0.68,0.6286,0.75,0.8218,
TCGA-CV-7410-01A,0.004,0.151,0.091,0.004,0.033,0.009,0.062,0.086,0.119,0.018,0.065,0.001,0.0,0.024,0.001,0.331,0.331,HNSC,0.5422,0.24,0.355,0.67,0.3888,
TCGA-CV-7091-01A,0.0,0.0,0.017,0.003,0.003,0.0,0.02,0.039,0.102,0.006,0.022,0.0,0.0,0.009,0.0,0.78,0.78,HNSC,0.8205,0.45,0.5088,0.8,0.6458,
TCGA-BA-5153-01A,0.019,0.005,0.053,0.059,0.03,0.0,0.036,0.077,0.052,0.011,0.042,0.0,0.0,0.023,0.001,0.591,0.591,HNSC,0.7827,0.78,0.7504,0.8,0.8111,
