,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-BP-4766-01A,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.245,0.0,0.133,0.163,0.0,0.008,0.014,0.0,0.434,0.434,KIRC,0.7186,0.66,,0.96,0.7085,
TCGA-A3-3352-01A,0.007,0.001,0.006,0.0,0.0,0.008,0.003,0.273,0.0,0.094,0.142,0.0,0.021,0.009,0.0,0.435,0.435,KIRC,0.6852,0.49,,0.85,0.6275,
TCGA-G6-A8L7-01A,0.025,0.0,0.002,0.0,0.004,0.0,0.0,0.064,0.0,0.119,0.043,0.0,0.007,0.0,0.0,0.734,0.734,KIRC,0.8096,,0.5863,0.85,0.6503,
TCGA-A3-A6NN-01A,0.0,0.0,0.01,0.0,0.001,0.001,0.004,0.34,0.069,0.101,0.137,0.0,0.03,0.01,0.0,0.296,0.296,KIRC,0.6198,,0.6968,0.85,0.5863,
TCGA-T7-A92I-01A,0.002,0.0,0.002,0.0,0.002,0.0,0.0,0.034,0.001,0.134,0.186,0.0,0.0,0.0,0.0,0.639,0.639,KIRC,0.8726,,0.7372,0.85,0.7913,
TCGA-B0-5713-01A,0.001,0.0,0.002,0.0,0.009,0.0,0.0,0.406,0.0,0.155,0.098,0.0,0.008,0.005,0.0,0.316,0.316,KIRC,0.7071,0.59,0.7159,0.85,0.7009,
TCGA-CZ-4860-01A,0.0,0.001,0.003,0.0,0.006,0.0,0.0,0.023,0.154,0.007,0.18,0.0,0.0,0.0,0.0,0.625,0.625,KIRC,0.7022,0.75,,0.85,0.74,
TCGA-A3-3351-01A,0.001,0.005,0.027,0.003,0.065,0.0,0.031,0.205,0.018,0.152,0.198,0.007,0.001,0.024,0.001,0.262,0.262,KIRC,0.534,0.57,,0.7375,0.7034,
TCGA-B8-4148-01A,0.007,0.001,0.019,0.016,0.087,0.0,0.023,0.251,0.0,0.134,0.157,0.001,0.008,0.018,0.001,0.277,0.277,KIRC,0.5708,0.55,,0.9,0.6844,
TCGA-BP-4345-01A,0.0,0.0,0.017,0.001,0.015,0.0,0.009,0.244,0.199,0.307,0.163,0.0,0.005,0.002,0.0,0.037,0.037,KIRC,0.4398,,,0.8,0.2497,
TCGA-BP-5010-01A,0.0,0.0,0.002,0.0,0.009,0.0,0.001,0.239,0.196,0.347,0.053,0.0,0.004,0.001,0.0,0.147,0.147,KIRC,0.6006,0.41,0.6457,0.775,0.5517,
TCGA-BP-4325-01A,0.001,0.001,0.0,0.0,0.039,0.0,0.0,0.162,0.0,0.083,0.195,0.0,0.004,0.009,0.0,0.505,0.505,KIRC,0.6697,0.73,,0.9,0.7085,
TCGA-B0-5102-01A,0.011,0.0,0.0,0.0,0.006,0.0,0.0,0.154,0.0,0.087,0.125,0.0,0.004,0.0,0.0,0.612,0.612,KIRC,0.7821,0.63,0.7919,0.8,0.7603,
TCGA-BP-5185-01A,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.131,0.001,0.187,0.058,0.0,0.0,0.0,0.0,0.622,0.622,KIRC,0.7494,0.71,0.8599,0.9,0.8361,
TCGA-CZ-5986-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.244,0.0,0.128,0.17,0.008,0.005,0.013,0.0,0.426,0.426,KIRC,0.7348,0.68,0.8197,0.85,0.7995,
TCGA-CW-5590-01A,0.0,0.0,0.009,0.002,0.006,0.0,0.002,0.276,0.058,0.144,0.122,0.0,0.006,0.002,0.0,0.37,0.37,KIRC,0.6244,,0.687,0.85,0.5837,
TCGA-CJ-4904-01A,0.0,0.0,0.002,0.0,0.019,0.0,0.01,0.396,0.001,0.197,0.113,0.001,0.003,0.005,0.0,0.251,0.251,KIRC,0.6491,0.5,0.7353,0.85,0.6804,
TCGA-BP-4987-01A,0.0,0.001,0.0,0.0,0.021,0.0,0.0,0.31,0.0,0.162,0.129,0.001,0.011,0.01,0.0,0.353,0.353,KIRC,0.6728,0.68,,0.825,0.7913,
TCGA-B0-4849-01A,0.001,0.0,0.005,0.0,0.005,0.0,0.004,0.301,0.0,0.236,0.105,0.003,0.008,0.009,0.007,0.314,0.314,KIRC,0.6734,0.6,0.7849,0.9,0.7569,
TCGA-BP-4329-01A,0.001,0.0,0.001,0.0,0.0,0.001,0.006,0.26,0.077,0.2,0.133,0.0,0.005,0.001,0.0,0.313,0.313,KIRC,0.5967,0.56,,0.9,0.6939,
TCGA-A3-3328-01A,0.01,0.0,0.001,0.0,0.0,0.0,0.0,0.018,0.0,0.017,0.017,0.0,0.001,0.0,0.0,0.934,0.934,KIRC,0.9656,,,0.9,0.8999,
TCGA-CJ-5672-01A,0.016,0.0,0.019,0.003,0.049,0.0,0.027,0.176,0.001,0.089,0.247,0.0,0.001,0.0,0.0,0.372,0.372,KIRC,0.5119,0.58,0.6441,0.8,0.6647,
TCGA-B0-5104-01A,0.006,0.0,0.001,0.0,0.0,0.0,0.001,0.246,0.0,0.148,0.106,0.0,0.001,0.012,0.006,0.472,0.472,KIRC,0.7531,0.55,0.7612,0.85,0.7193,
TCGA-CW-6097-01A,0.008,0.036,0.03,0.002,0.042,0.006,0.038,0.155,0.141,0.118,0.161,0.002,0.001,0.015,0.001,0.244,0.244,KIRC,0.4578,0.38,0.4791,0.8,0.4729,
TCGA-B0-4700-01A,0.012,0.001,0.032,0.004,0.058,0.0,0.012,0.16,0.18,0.159,0.172,0.0,0.004,0.003,0.001,0.201,0.201,KIRC,0.3956,,0.3856,0.675,0.2512,
TCGA-B0-5095-01A,0.002,0.005,0.013,0.001,0.021,0.001,0.004,0.216,0.202,0.256,0.083,0.001,0.01,0.016,0.0,0.17,0.17,KIRC,0.5722,0.23,0.687,0.85,0.4295,
TCGA-B0-4810-01A,0.008,0.0,0.021,0.006,0.035,0.0,0.001,0.224,0.076,0.206,0.142,0.001,0.011,0.006,0.0,0.262,0.262,KIRC,0.5204,,0.6217,0.8,0.5901,
TCGA-CJ-4901-01A,0.033,0.001,0.023,0.023,0.057,0.0,0.007,0.161,0.093,0.096,0.221,0.0,0.015,0.008,0.001,0.26,0.26,KIRC,0.4312,0.81,0.4896,0.85,0.4349,
TCGA-CJ-4643-01A,0.004,0.0,0.012,0.001,0.015,0.0,0.011,0.312,0.003,0.261,0.132,0.001,0.006,0.015,0.0,0.227,0.227,KIRC,0.5909,0.53,,0.85,0.6655,
TCGA-B8-A54H-01A,0.001,0.0,0.005,0.0,0.034,0.0,0.0,0.344,0.001,0.132,0.088,0.0,0.007,0.005,0.0,0.381,0.381,KIRC,0.703,,0.6836,0.95,0.663,
TCGA-AK-3429-01A,0.006,0.0,0.01,0.0,0.063,0.0,0.021,0.194,0.0,0.089,0.142,0.0,0.0,0.0,0.0,0.474,0.474,KIRC,0.5949,0.47,,0.7875,0.5345,
TCGA-B0-4834-01A,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.096,0.015,0.0,0.0,0.0,0.0,0.693,0.693,KIRC,0.9224,0.79,,0.875,0.9051,
TCGA-B0-4843-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.004,0.261,0.1,0.336,0.059,0.0,0.006,0.0,0.0,0.23,0.23,KIRC,0.6622,0.31,0.6172,0.9,0.5683,
TCGA-A3-3382-01A,0.0,0.0,0.012,0.001,0.02,0.0,0.0,0.177,0.053,0.086,0.174,0.0,0.008,0.011,0.0,0.459,0.459,KIRC,0.6774,0.63,,0.75,0.7603,
TCGA-BP-4338-01A,0.007,0.0,0.002,0.0,0.0,0.0,0.0,0.032,0.002,0.048,0.196,0.0,0.001,0.0,0.0,0.713,0.713,KIRC,0.7457,,,0.8,0.6652,
TCGA-B4-5832-01A,0.004,0.0,0.0,0.0,0.01,0.0,0.0,0.143,0.253,0.065,0.175,0.001,0.0,0.009,0.001,0.34,0.34,KIRC,0.5993,0.3,0.5968,0.9,0.4663,
TCGA-CW-6088-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.002,0.392,0.019,0.158,0.097,0.007,0.009,0.017,0.0,0.293,0.293,KIRC,0.7212,0.58,0.8032,0.8,0.7521,
TCGA-A3-A6NJ-01A,0.009,0.0,0.012,0.002,0.054,0.0,0.004,0.324,0.007,0.066,0.182,0.0,0.004,0.011,0.0,0.323,0.323,KIRC,0.5835,,0.5668,0.85,0.4853,
TCGA-B0-5088-01A,0.001,0.001,0.007,0.0,0.009,0.002,0.002,0.225,0.004,0.208,0.236,0.003,0.009,0.001,0.0,0.292,0.292,KIRC,0.5543,0.54,,0.75,0.6749,
TCGA-A3-3308-01A,0.001,0.0,0.009,0.0,0.003,0.0,0.003,0.275,0.092,0.191,0.122,0.0,0.009,0.011,0.0,0.282,0.282,KIRC,0.6237,0.38,,0.8,0.5233,
TCGA-CW-5589-01A,0.004,0.0,0.01,0.0,0.0,0.002,0.009,0.293,0.016,0.153,0.157,0.004,0.011,0.004,0.0,0.336,0.336,KIRC,0.6396,,0.7682,0.85,0.7624,
TCGA-B0-5702-01A,0.017,0.0,0.01,0.0,0.0,0.0,0.0,0.135,0.076,0.107,0.104,0.0,0.008,0.002,0.0,0.538,0.538,KIRC,0.6098,,0.687,0.8,0.5738,
