,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-EL-A3D0-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.099,0.135,0.04,0.01,0.0,0.001,0.0,0.0,0.712,0.712,THCA,0.8697,,0.9955,0.65,0.8336,
TCGA-J8-A4HY-01A,0.002,0.0,0.003,0.0,0.0,0.0,0.002,0.089,0.002,0.036,0.047,0.0,0.001,0.0,0.0,0.817,0.817,THCA,0.902,,0.9423,0.95,0.8775,
TCGA-L6-A4ET-01A,0.002,0.0,0.001,0.0,0.001,0.0,0.001,0.093,0.008,0.024,0.006,0.0,0.002,0.002,0.0,0.858,0.858,THCA,0.9602,,1.0,0.99,0.97,
TCGA-DE-A4MC-01A,0.0,0.0,0.024,0.004,0.0,0.0,0.046,0.065,0.014,0.007,0.019,0.0,0.0,0.0,0.0,0.821,0.821,THCA,0.8296,,0.8248,1.0,0.7913,
TCGA-ET-A25K-01A,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.198,0.063,0.054,0.024,0.004,0.0,0.004,0.0,0.648,0.648,THCA,0.888,,0.9205,0.85,0.8584,
TCGA-DJ-A3UU-01A,0.018,0.004,0.017,0.001,0.005,0.0,0.022,0.119,0.124,0.034,0.06,0.0,0.001,0.003,0.0,0.591,0.591,THCA,0.8013,,0.9295,0.8,0.7913,
TCGA-EM-A1YA-01A,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.081,0.036,0.0,0.001,0.001,0.0,0.722,0.722,THCA,0.9461,,0.8892,0.9,0.9046,
TCGA-CE-A483-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.11,0.001,0.014,0.025,0.0,0.001,0.0,0.0,0.848,0.848,THCA,0.9403,,1.0,1.0,0.9294,
TCGA-DJ-A3VD-01A,0.033,0.069,0.052,0.002,0.014,0.0,0.063,0.101,0.162,0.015,0.102,0.0,0.001,0.009,0.001,0.375,0.375,THCA,0.5967,,0.6114,0.75,0.4628,
TCGA-BJ-A28S-01A,0.008,0.0,0.0,0.0,0.001,0.0,0.0,0.157,0.002,0.078,0.018,0.0,0.004,0.005,0.0,0.726,0.726,THCA,0.9475,,1.0,0.9,0.9392,
TCGA-FY-A3R9-01A,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.052,0.003,0.0,0.0,0.0,0.0,0.823,0.823,THCA,0.9384,,0.9456,0.88,0.9269,
