,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-C5-A7UI-01A,0.05,0.003,0.04,0.041,0.001,0.0,0.009,0.041,0.013,0.008,0.01,0.0,0.0,0.011,0.001,0.77,0.77,CESC,0.7915,,0.5655,0.95,0.7274,
TCGA-C5-A902-01A,0.0,0.0,0.001,0.115,0.001,0.0,0.013,0.053,0.001,0.0,0.01,0.0,0.007,0.011,0.0,0.787,0.787,CESC,0.8685,,0.8329,0.8,0.8319,
TCGA-DS-A1OB-01A,0.0,0.0,0.01,0.003,0.0,0.0,0.001,0.031,0.0,0.001,0.039,0.0,0.0,0.011,0.0,0.903,0.903,CESC,0.8806,,0.6592,0.8,0.7913,
TCGA-Q1-A6DW-01A,0.002,0.0,0.001,0.037,0.0,0.0,0.014,0.081,0.006,0.003,0.001,0.001,0.0,0.024,0.0,0.83,0.83,CESC,0.9053,,0.7831,0.6,0.7799,
TCGA-EK-A2R7-01A,0.029,0.0,0.019,0.022,0.003,0.0,0.021,0.034,0.027,0.001,0.023,0.001,0.0,0.0,0.0,0.82,0.82,CESC,0.8788,,0.711,0.88,0.846,
TCGA-C5-A7X8-01A,0.043,0.0,0.008,0.007,0.008,0.0,0.009,0.052,0.186,0.003,0.012,0.004,0.0,0.003,0.0,0.665,0.665,CESC,0.8011,,0.9431,0.8,0.836,
TCGA-Q1-A5R3-01A,0.0,0.001,0.015,0.015,0.007,0.0,0.004,0.025,0.002,0.0,0.002,0.002,0.0,0.002,0.0,0.925,0.925,CESC,0.8815,,0.6336,0.8,0.6126,
TCGA-C5-A7X5-01A,0.0,0.0,0.005,0.002,0.0,0.0,0.0,0.025,0.005,0.0,0.002,0.0,0.0,0.007,0.0,0.954,0.954,CESC,0.9609,,0.9416,0.8,0.9574,
TCGA-ZJ-A8QR-01A,0.006,0.001,0.001,0.008,0.0,0.0,0.011,0.069,0.023,0.002,0.008,0.004,0.0,0.026,0.001,0.841,0.841,CESC,0.9299,,0.6225,0.8,0.7019,
TCGA-HM-A3JK-01A,0.011,0.0,0.017,0.002,0.005,0.0,0.038,0.086,0.202,0.023,0.029,0.006,0.0,0.007,0.0,0.575,0.575,CESC,0.7204,,0.7654,0.65,0.7591,
TCGA-EA-A556-01A,0.001,0.0,0.003,0.004,0.009,0.0,0.004,0.022,0.111,0.008,0.005,0.002,0.0,0.0,0.0,0.83,0.83,CESC,0.9119,,0.8019,0.75,0.802,
TCGA-VS-A9V4-01A,0.001,0.0,0.001,0.005,0.0,0.001,0.007,0.012,0.004,0.006,0.003,0.002,0.0,0.004,0.0,0.954,0.954,CESC,0.9719,,,0.6,0.7925,
TCGA-IR-A3L7-01A,0.0,0.0,0.0,0.014,0.0,0.0,0.005,0.023,0.033,0.0,0.001,0.001,0.0,0.011,0.004,0.906,0.906,CESC,0.9646,,0.8362,0.6,0.8422,
TCGA-EK-A2RL-01A,0.0,0.0,0.0,0.026,0.0,0.0,0.002,0.016,0.019,0.0,0.007,0.0,0.0,0.0,0.0,0.93,0.93,CESC,0.9655,,0.9434,0.7,0.9637,
TCGA-VS-A94X-01A,0.002,0.003,0.007,0.009,0.008,0.0,0.004,0.017,0.0,0.0,0.012,0.001,0.0,0.016,0.0,0.921,0.921,CESC,0.9396,,0.6282,0.7,0.6126,
TCGA-VS-A9V3-01A,0.006,0.001,0.014,0.034,0.009,0.0,0.01,0.069,0.004,0.002,0.03,0.004,0.0,0.039,0.0,0.776,0.776,CESC,0.8613,,,0.8,0.8067,
TCGA-EK-A2RO-01A,0.0,0.0,0.001,0.016,0.0,0.0,0.008,0.049,0.081,0.001,0.002,0.0,0.0,0.005,0.0,0.836,0.836,CESC,0.8676,,0.8662,0.65,0.8307,
TCGA-JW-A5VJ-01A,0.004,0.001,0.003,0.012,0.012,0.0,0.005,0.038,0.0,0.0,0.015,0.002,0.0,0.023,0.001,0.884,0.884,CESC,0.9328,,0.6619,0.9,0.8806,
TCGA-MA-AA42-01A,0.023,0.008,0.062,0.037,0.054,0.0,0.041,0.029,0.0,0.001,0.144,0.0,0.001,0.028,0.001,0.57,0.57,CESC,0.6233,,0.602,0.75,0.5671,
TCGA-C5-A1MK-01A,0.0,0.002,0.017,0.008,0.0,0.0,0.004,0.054,0.078,0.001,0.018,0.004,0.0,0.02,0.003,0.79,0.79,CESC,0.8156,,0.6067,0.8,0.76,
TCGA-VS-A9UH-01A,0.03,0.001,0.046,0.041,0.028,0.0,0.007,0.066,0.045,0.005,0.125,0.001,0.0,0.011,0.001,0.592,0.592,CESC,0.6039,,,0.9,0.5426,
TCGA-4J-AA1J-01A,0.0,0.001,0.011,0.005,0.0,0.0,0.006,0.064,0.052,0.024,0.001,0.005,0.0,0.014,0.006,0.811,0.811,CESC,0.9101,,0.6553,0.7,0.7913,
TCGA-C5-A1ME-01A,0.004,0.0,0.004,0.012,0.013,0.0,0.015,0.024,0.016,0.0,0.013,0.004,0.0,0.004,0.002,0.889,0.889,CESC,0.8946,,0.8535,0.6,0.8627,
TCGA-C5-A8YR-01A,0.0,0.0,0.008,0.055,0.0,0.0,0.0,0.054,0.032,0.0,0.124,0.0,0.0,0.0,0.0,0.726,0.726,CESC,0.8052,,0.7462,0.6,0.7365,
TCGA-EA-A5FO-01A,0.0,0.0,0.001,0.01,0.0,0.0,0.007,0.016,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.96,0.96,CESC,0.9915,,0.8918,0.6,0.9076,
TCGA-MA-AA3Z-01A,0.002,0.001,0.021,0.06,0.005,0.0,0.037,0.041,0.0,0.0,0.011,0.001,0.0,0.018,0.0,0.801,0.801,CESC,0.8979,,0.6659,0.8,0.7913,
TCGA-C5-A8XJ-01A,0.008,0.003,0.018,0.015,0.016,0.0,0.007,0.066,0.06,0.017,0.015,0.003,0.0,0.006,0.0,0.765,0.765,CESC,0.8639,,0.8393,0.7,0.8257,
TCGA-R2-A69V-01A,0.007,0.003,0.026,0.063,0.022,0.0,0.051,0.038,0.021,0.001,0.155,0.002,0.0,0.026,0.002,0.583,0.583,CESC,0.5152,,0.4214,0.6,0.3548,
TCGA-C5-A1BM-01A,0.011,0.003,0.015,0.027,0.0,0.0,0.032,0.035,0.0,0.001,0.098,0.0,0.0,0.042,0.0,0.735,0.735,CESC,0.7503,,0.5925,0.8,0.6715,
TCGA-ZJ-AAXD-01A,0.003,0.001,0.003,0.018,0.002,0.001,0.005,0.038,0.069,0.022,0.0,0.002,0.0,0.018,0.001,0.818,0.818,CESC,0.894,,,0.7,0.8289,
TCGA-HM-A4S6-01A,0.001,0.0,0.015,0.05,0.001,0.0,0.033,0.057,0.018,0.007,0.057,0.002,0.0,0.04,0.0,0.719,0.719,CESC,0.758,,0.5352,0.75,0.6126,
