,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-94-7943-01A,0.007,0.0,0.021,0.001,0.02,0.0,0.009,0.023,0.045,0.01,0.072,0.002,0.0,0.005,0.0,0.785,0.785,LUSC,0.8805,0.58,0.77,0.85,0.7667,
TCGA-68-8251-01A,0.005,0.01,0.023,0.023,0.003,0.0,0.015,0.043,0.178,0.001,0.075,0.0,0.001,0.008,0.0,0.615,0.615,LUSC,0.7167,0.33,0.5632,0.7,0.5736,
TCGA-33-A5GW-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.035,0.004,0.001,0.011,0.0,0.0,0.002,0.0,0.947,0.947,LUSC,0.9734,,0.883,0.8,0.9358,
TCGA-85-8070-01A,0.021,0.0,0.002,0.005,0.0,0.0,0.0,0.013,0.012,0.001,0.01,0.0,0.0,0.005,0.0,0.93,0.93,LUSC,0.9862,0.95,0.8116,0.85,0.9026,
TCGA-85-8479-01A,0.0,0.0,0.002,0.0,0.004,0.0,0.005,0.04,0.015,0.006,0.004,0.0,0.0,0.005,0.0,0.918,0.918,LUSC,0.9507,,0.6701,0.725,0.7019,
TCGA-22-5482-01A,0.002,0.0,0.007,0.005,0.001,0.0,0.006,0.024,0.108,0.0,0.033,0.0,0.001,0.001,0.0,0.811,0.811,LUSC,0.8912,0.66,0.7648,0.8,0.7887,
TCGA-21-1077-01A,0.037,0.0,0.02,0.001,0.002,0.0,0.013,0.039,0.119,0.005,0.069,0.003,0.0,0.007,0.001,0.685,0.685,LUSC,0.8133,0.34,,0.825,0.6037,
TCGA-43-6773-01A,0.119,0.021,0.026,0.021,0.024,0.0,0.004,0.089,0.204,0.032,0.113,0.001,0.001,0.007,0.001,0.337,0.337,LUSC,0.4898,0.93,0.3418,0.6,0.5098,
TCGA-34-8455-01A,0.014,0.0,0.012,0.011,0.001,0.0,0.0,0.066,0.141,0.018,0.03,0.0,0.0,0.012,0.0,0.695,0.695,LUSC,0.8395,,0.6482,0.725,0.6573,
TCGA-85-7950-01A,0.003,0.009,0.087,0.027,0.029,0.0,0.014,0.059,0.217,0.003,0.054,0.001,0.001,0.012,0.001,0.483,0.483,LUSC,0.6839,0.52,0.5851,0.75,0.5969,
TCGA-60-2715-01A,0.014,0.001,0.053,0.012,0.017,0.001,0.039,0.114,0.223,0.037,0.157,0.006,0.001,0.011,0.002,0.314,0.314,LUSC,0.4902,0.19,,0.725,0.3431,
TCGA-85-A5B5-01A,0.006,0.0,0.008,0.001,0.0,0.0,0.002,0.021,0.088,0.0,0.031,0.0,0.0,0.004,0.0,0.837,0.837,LUSC,0.9185,,0.9178,0.65,0.919,
TCGA-33-4583-01A,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.016,0.007,0.0,0.018,0.0,0.0,0.001,0.001,0.933,0.933,LUSC,0.9079,0.52,0.7171,0.8,0.7022,
