,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-KL-8325-01A,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.019,0.0,0.006,0.046,0.003,0.0,0.0,0.0,0.921,0.921,KICH,0.9584,,0.8851,0.9,0.8997,
TCGA-KO-8411-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.064,0.0,0.012,0.04,0.006,0.0,0.0,0.0,0.875,0.875,KICH,0.9495,,0.8649,0.9,0.909,
TCGA-KL-8331-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.02,0.0,0.013,0.029,0.003,0.0,0.0,0.0,0.932,0.932,KICH,0.9669,,0.9046,0.9,0.9227,
TCGA-KO-8409-01A,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.021,0.0,0.015,0.071,0.002,0.001,0.0,0.0,0.886,0.886,KICH,0.9246,,0.8742,0.9,0.8975,
TCGA-KM-8439-01A,0.0,0.0,0.002,0.001,0.0,0.0,0.007,0.063,0.0,0.023,0.162,0.005,0.001,0.0,0.0,0.737,0.737,KICH,0.9285,,0.8488,0.85,0.8853,
TCGA-KN-8423-01A,0.0,0.004,0.003,0.0,0.0,0.0,0.001,0.065,0.0,0.051,0.084,0.0,0.001,0.0,0.0,0.791,0.791,KICH,0.9087,,0.8412,0.925,0.8865,
TCGA-KL-8339-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.899,0.899,KICH,0.9544,,1.0,0.9,0.9486,
TCGA-KN-8434-01A,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.109,0.0,0.07,0.136,0.012,0.002,0.0,0.0,0.666,0.666,KICH,0.8623,,0.8609,0.9,0.8475,
TCGA-KL-8342-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.077,0.0,0.034,0.11,0.001,0.002,0.0,0.0,0.771,0.771,KICH,0.8709,,0.8524,0.95,0.8482,
TCGA-KN-8428-01A,0.019,0.001,0.002,0.003,0.0,0.001,0.002,0.022,0.001,0.036,0.037,0.004,0.0,0.0,0.0,0.874,0.874,KICH,0.9468,,0.8406,0.85,0.8929,
TCGA-KO-8416-01A,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.031,0.0,0.038,0.09,0.005,0.0,0.0,0.0,0.83,0.83,KICH,0.9039,,0.9159,0.9,0.908,
TCGA-KL-8344-01A,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.208,0.0,0.131,0.073,0.004,0.0,0.0,0.0,0.58,0.58,KICH,0.8692,,0.8934,0.9,0.8712,
TCGA-KM-8441-01A,0.0,0.0,0.003,0.001,0.0,0.0,0.01,0.104,0.0,0.05,0.124,0.0,0.0,0.0,0.0,0.706,0.706,KICH,0.8751,,0.7068,0.85,0.7655,
TCGA-KM-8442-01A,0.0,0.0,0.002,0.001,0.0,0.0,0.003,0.05,0.0,0.03,0.061,0.001,0.0,0.0,0.0,0.852,0.852,KICH,0.9359,,0.9347,0.9,0.9253,
TCGA-KL-8346-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.017,0.0,0.013,0.003,0.001,0.0,0.0,0.0,0.962,0.962,KICH,0.9849,,0.9466,0.925,0.981,
TCGA-KL-8341-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.024,0.0,0.017,0.022,0.001,0.0,0.0,0.0,0.934,0.934,KICH,0.9841,,0.9607,0.95,0.9887,
TCGA-KL-8330-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.026,0.0,0.021,0.032,0.0,0.0,0.0,0.0,0.918,0.918,KICH,0.9838,,1.0,0.95,0.9943,
TCGA-KN-8431-01A,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.078,0.0,0.038,0.073,0.001,0.0,0.0,0.0,0.807,0.807,KICH,0.9402,,0.877,0.95,0.8902,
TCGA-KO-8403-01A,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.073,0.0,0.033,0.173,0.004,0.001,0.0,0.0,0.706,0.706,KICH,0.8475,,0.7143,0.875,0.8034,
TCGA-KO-8405-01A,0.0,0.0,0.007,0.003,0.0,0.0,0.005,0.057,0.003,0.039,0.34,0.001,0.001,0.0,0.0,0.543,0.543,KICH,0.6554,,0.6439,0.875,0.6163,
TCGA-KN-8435-01A,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.043,0.0,0.027,0.025,0.0,0.0,0.0,0.0,0.902,0.902,KICH,0.9713,,0.9998,0.95,0.9716,
TCGA-KN-8419-01A,0.0,0.001,0.008,0.0,0.0,0.0,0.001,0.089,0.0,0.04,0.102,0.0,0.0,0.0,0.0,0.759,0.759,KICH,0.8808,,0.6321,0.95,0.7256,
TCGA-KL-8337-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.039,0.0,0.016,0.024,0.002,0.0,0.0,0.0,0.917,0.917,KICH,0.9735,,0.9681,0.95,0.9745,
TCGA-KL-8332-01A,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.163,0.0,0.072,0.096,0.0,0.0,0.0,0.0,0.662,0.662,KICH,0.8631,,0.813,0.925,0.8198,
TCGA-KO-8413-01A,0.002,0.001,0.007,0.002,0.0,0.0,0.001,0.107,0.0,0.077,0.164,0.005,0.003,0.0,0.0,0.629,0.629,KICH,0.8014,,0.7841,0.875,0.7811,
TCGA-KM-8443-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.001,0.005,0.004,0.0,0.0,0.0,0.97,0.97,KICH,0.9891,,0.9164,0.9,0.9661,
TCGA-KL-8333-01A,0.027,0.024,0.007,0.0,0.001,0.005,0.002,0.216,0.022,0.103,0.104,0.003,0.0,0.0,0.001,0.484,0.484,KICH,0.7333,,0.6393,0.85,0.6484,
TCGA-KL-8334-01A,0.0,0.001,0.006,0.0,0.0,0.001,0.0,0.048,0.0,0.043,0.108,0.007,0.002,0.0,0.0,0.785,0.785,KICH,0.8982,,0.8271,0.875,0.8519,
TCGA-KN-8427-01A,0.0,0.0,0.009,0.009,0.004,0.0,0.0,0.06,0.161,0.001,0.053,0.001,0.0,0.0,0.0,0.701,0.701,KICH,0.8593,,0.5282,0.9,0.8194,
TCGA-KL-8338-01A,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.028,0.0,0.031,0.066,0.007,0.0,0.0,0.0,0.861,0.861,KICH,0.9497,,0.8128,0.95,0.8785,
TCGA-KN-8432-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.058,0.075,0.006,0.005,0.0,0.0,0.764,0.764,KICH,0.9144,,0.9195,0.95,0.9172,
TCGA-KO-8410-01A,0.003,0.009,0.005,0.0,0.001,0.001,0.001,0.079,0.0,0.05,0.144,0.0,0.0,0.0,0.0,0.707,0.707,KICH,0.9004,,0.8525,0.9,0.8753,
TCGA-KN-8437-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.088,0.0,0.04,0.133,0.001,0.0,0.0,0.0,0.735,0.735,KICH,0.9183,,0.8362,0.95,0.8423,
TCGA-KN-8430-01A,0.002,0.001,0.006,0.003,0.001,0.0,0.0,0.091,0.0,0.043,0.134,0.0,0.0,0.0,0.0,0.719,0.719,KICH,0.8422,,0.7952,0.95,0.7951,
TCGA-KM-8477-01A,0.0,0.0,0.002,0.002,0.0,0.0,0.001,0.042,0.0,0.048,0.087,0.006,0.0,0.0,0.0,0.813,0.813,KICH,0.9005,,0.8571,0.92,0.8711,
TCGA-KO-8414-01A,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0.031,0.0,0.028,0.068,0.0,0.006,0.0,0.0,0.862,0.862,KICH,0.9251,,0.9247,0.9,0.9275,
TCGA-KL-8323-01A,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.057,0.0,0.012,0.045,0.007,0.0,0.0,0.0,0.872,0.872,KICH,0.9473,,0.906,0.9,0.9243,
TCGA-KL-8328-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.013,0.0,0.018,0.022,0.003,0.0,0.0,0.0,0.941,0.941,KICH,0.9859,,0.9826,0.9,0.9957,
TCGA-KN-8426-01A,0.0,0.0,0.006,0.004,0.0,0.0,0.003,0.042,0.0,0.026,0.103,0.0,0.001,0.0,0.0,0.815,0.815,KICH,0.9123,,0.8535,0.95,0.877,
TCGA-KL-8336-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.056,0.0,0.031,0.155,0.001,0.0,0.0,0.0,0.755,0.755,KICH,0.8924,,0.8519,0.8,0.8626,
TCGA-KL-8329-01A,0.0,0.002,0.011,0.001,0.0,0.0,0.0,0.035,0.0,0.035,0.184,0.009,0.0,0.0,0.0,0.721,0.721,KICH,0.8629,,0.8365,0.875,0.8427,
TCGA-KN-8429-01A,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.034,0.125,0.004,0.001,0.0,0.0,0.78,0.78,KICH,0.9252,,0.9007,0.9,0.9089,
TCGA-KL-8326-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.021,0.0,0.035,0.023,0.002,0.0,0.0,0.0,0.917,0.917,KICH,0.9698,,0.8902,0.9,0.9376,
TCGA-KN-8425-01A,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.061,0.0,0.033,0.185,0.004,0.002,0.0,0.0,0.71,0.71,KICH,0.8688,,0.8114,0.8,0.8323,
TCGA-KL-8327-01A,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.016,0.0,0.031,0.03,0.006,0.0,0.0,0.0,0.913,0.913,KICH,0.94,,0.8337,0.9,0.8806,
TCGA-KL-8343-01A,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.065,0.0,0.045,0.041,0.001,0.0,0.0,0.0,0.846,0.846,KICH,0.9339,,0.8387,0.9,0.8452,
TCGA-KL-8324-01A,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.056,0.0,0.049,0.069,0.001,0.002,0.0,0.0,0.815,0.815,KICH,0.937,,0.954,0.9,0.9528,
TCGA-KN-8433-01A,0.0,0.001,0.008,0.001,0.001,0.0,0.0,0.04,0.0,0.075,0.157,0.0,0.0,0.0,0.0,0.716,0.716,KICH,0.8605,,0.7569,0.925,0.821,
TCGA-KO-8417-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.029,0.024,0.005,0.0,0.0,0.0,0.896,0.896,KICH,0.9727,,0.933,0.9,0.956,
TCGA-KM-8639-01A,0.002,0.001,0.006,0.0,0.003,0.0,0.005,0.089,0.0,0.015,0.13,0.015,0.0,0.0,0.0,0.734,0.734,KICH,0.9394,,0.7932,0.9,0.86,
TCGA-KL-8340-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.056,0.0,0.068,0.091,0.001,0.001,0.0,0.0,0.779,0.779,KICH,0.9317,,0.8861,0.95,0.9093,
TCGA-KO-8404-01A,0.0,0.0,0.011,0.0,0.005,0.0,0.0,0.021,0.294,0.0,0.35,0.001,0.0,0.0,0.0,0.319,0.319,KICH,0.5813,,0.5659,0.85,0.5247,
TCGA-KM-8440-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.039,0.0,0.016,0.058,0.005,0.0,0.0,0.0,0.881,0.881,KICH,0.9686,,0.9808,0.85,0.9679,
TCGA-KN-8436-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.045,0.0,0.002,0.009,0.002,0.0,0.0,0.0,0.941,0.941,KICH,0.9634,,0.982,0.95,0.9609,
TCGA-KN-8424-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.087,0.0,0.029,0.167,0.007,0.001,0.0,0.0,0.703,0.703,KICH,0.8467,,0.8117,0.9,0.8079,
TCGA-KO-8406-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.055,0.0,0.021,0.048,0.001,0.0,0.0,0.0,0.874,0.874,KICH,0.9583,,0.9111,0.9,0.9303,
TCGA-KM-8438-01A,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.094,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.803,0.803,KICH,0.9097,,0.8516,0.85,0.8806,
TCGA-KN-8418-01A,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.042,0.0,0.027,0.045,0.006,0.0,0.0,0.0,0.878,0.878,KICH,0.9664,,0.9333,0.95,0.9564,
TCGA-KL-8335-01A,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.015,0.0,0.03,0.053,0.0,0.0,0.0,0.0,0.898,0.898,KICH,0.9389,,0.893,0.9,0.909,
TCGA-KL-8345-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.042,0.0,0.038,0.029,0.007,0.0,0.0,0.0,0.88,0.88,KICH,0.949,,0.8981,0.9,0.915,
TCGA-KO-8407-01A,0.0,0.0,0.002,0.002,0.001,0.0,0.001,0.095,0.0,0.039,0.093,0.013,0.0,0.0,0.0,0.752,0.752,KICH,0.8961,,0.8358,0.9,0.8695,
TCGA-KN-8421-01A,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.966,0.966,KICH,0.9926,,0.9469,0.925,0.9723,
TCGA-KO-8415-01A,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.018,0.0,0.021,0.12,0.0,0.002,0.0,0.0,0.831,0.831,KICH,0.8849,,0.7737,0.9,0.8541,
