,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-BA-5556-01A,21.903,177.812,73.902,42.681,29.762,97.325,406.61,26.315,4.73,32.512,203.191,1.539,119.373,164,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.052,0.054,0.02,0.0,0.606,0.077,0.089,0.019,0.001,0.043,0.001,0.0,0.03,0.006,0.0,0.074,0.02
TCGA-CV-7245-01A,3.726,253.508,21.141,3.592,2.081,70.193,50.921,40.773,2.201,160.103,13.322,1.0,313.196,165,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.016,0.001,0.006,0.0,0.791,0.005,0.039,0.089,0.021,0.011,0.001,0.0,0.016,0.005,0.0,0.007,0.11
TCGA-UF-A7JV-01A,6.173,66.308,81.598,8.123,11.204,44.507,707.342,3.721,14.232,247.55,49.127,4.738,1755.511,166,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.02,0.005,0.0,0.0,0.681,0.01,0.019,0.094,0.035,0.127,0.0,0.0,0.007,0.001,0.0,0.005,0.129
TCGA-CV-5440-01A,5.185,108.985,7.353,1.454,2.917,59.013,88.193,9.783,1.0,74.981,9.423,1.0,330.479,167,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.006,0.0,0.001,0.001,0.821,0.001,0.036,0.052,0.051,0.019,0.0,0.002,0.008,0.0,0.0,0.001,0.103
TCGA-UF-A7JO-01A,5.575,149.831,87.511,24.431,21.835,45.635,1065.984,1.637,2.482,39.811,102.2,3.48,249.688,168,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.053,0.033,0.015,0.0,0.623,0.048,0.019,0.038,0.0,0.163,0.0,0.0,0.005,0.0,0.0,0.048,0.038
TCGA-CV-A45V-01A,7.587,308.257,17.338,6.061,6.305,67.675,190.922,70.291,2.421,49.782,41.475,3.86,36.216,169,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.02,0.006,0.003,0.001,0.762,0.011,0.066,0.059,0.013,0.026,0.0,0.0,0.019,0.013,0.001,0.009000000000000001,0.072
TCGA-H7-7774-01A,3.234,23.278,20.469,11.03,12.851,33.61,127.099,26.955,1.0,14.495,22.995,1.0,51.628,170,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.016,0.008,0.001,0.0,0.888,0.035,0.021,0.0,0.0,0.012,0.0,0.0,0.016,0.0,0.0,0.009000000000000001,0.0
TCGA-CQ-A4CG-01A,6.586,591.858,31.498,1.0,1.377,54.872,117.844,27.123,1.451,103.017,6.155,1.0,58.558,171,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.008,0.002,0.0,0.0,0.789,0.0,0.028,0.085,0.063,0.012,0.0,0.0,0.013,0.0,0.0,0.002,0.14800000000000002
TCGA-CV-5970-01A,24.245,284.61,33.927,3.091,5.155,67.47,163.458,17.225,2.016,84.742,10.893,2.884,80.878,172,HNSC,simu_bulk_2ds_ref,0.011,0.0,0.021,0.0,0.004,0.0,0.671,0.022,0.061,0.115,0.028,0.031,0.001,0.0,0.026,0.007,0.011,0.004,0.14300000000000002
TCGA-BB-4217-01A,237.919,251.833,136.285,15.987,40.245,156.835,167.16,30.956,4.54,75.845,59.814,1.951,1381.624,173,HNSC,simu_bulk_2ds_ref,0.039,0.13,0.069,0.009,0.007,0.067,0.438,0.027,0.086,0.075,0.017,0.016,0.001,0.001,0.009,0.009,0.169,0.016,0.092
TCGA-CR-5248-01A,171.378,43.286,89.487,58.205,24.11,66.539,1001.317,18.22,3.697,30.115,1304.818,3.114,133.211,174,HNSC,simu_bulk_2ds_ref,0.073,0.012,0.066,0.118,0.069,0.0,0.43,0.018,0.031,0.017,0.001,0.146,0.001,0.007,0.006,0.004,0.08499999999999999,0.187,0.018000000000000002
TCGA-CR-7394-01A,85.575,375.781,99.708,81.689,20.233,186.183,579.803,38.799,8.525,71.25,154.494,9.457,44.075,175,HNSC,simu_bulk_2ds_ref,0.044,0.001,0.058,0.041,0.037,0.0,0.388,0.047,0.102,0.116,0.021,0.087,0.002,0.001,0.041,0.013,0.045,0.078,0.137
TCGA-CV-7421-01A,4.173,1560.152,10.77,2.387,2.206,115.271,127.476,29.232,4.192,1048.422,12.756,3.046,1813.093,176,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.011,0.0,0.004,0.0,0.662,0.001,0.059,0.215,0.016,0.027,0.0,0.0,0.004,0.0,0.001,0.004,0.23099999999999998
TCGA-CN-4729-01A,25.263,317.01,44.453,2.678,5.833,96.448,57.99,115.734,4.349,93.52,10.374,4.367,288.616,177,HNSC,simu_bulk_2ds_ref,0.016,0.0,0.023,0.001,0.005,0.001,0.712,0.016,0.068,0.089,0.022,0.01,0.002,0.0,0.026,0.009,0.016,0.006,0.11099999999999999
TCGA-F7-A61V-01A,12.449,58.746,10.069,4.792,4.204,45.797,70.611,5.43,1.0,20.708,13.431,1.0,113.306,178,HNSC,simu_bulk_2ds_ref,0.003,0.0,0.013,0.006,0.001,0.0,0.896,0.014,0.026,0.01,0.021,0.006,0.0,0.0,0.001,0.002,0.003,0.007,0.031
TCGA-BA-A6D8-01A,18.711,213.436,16.11,1.0,3.539,104.408,150.878,69.826,15.433,335.721,19.678,1.472,3591.147,179,HNSC,simu_bulk_2ds_ref,0.015,0.0,0.02,0.0,0.005,0.001,0.786,0.01,0.028,0.078,0.016,0.031,0.0,0.002,0.002,0.007,0.015,0.005,0.094
TCGA-CV-5971-01A,20.285,991.372,62.734,11.776,21.842,253.266,304.84,105.842,14.159,279.847,58.228,5.195,20.19,180,HNSC,simu_bulk_2ds_ref,0.007,0.0,0.043,0.002,0.028,0.0,0.285,0.04,0.142,0.217,0.126,0.086,0.003,0.002,0.008,0.009,0.007,0.03,0.34299999999999997
TCGA-CQ-6220-01A,3.777,95.166,18.463,6.255,3.682,39.383,175.822,7.132,1.0,16.957,19.38,1.0,77.724,181,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.013,0.013,0.005,0.0,0.886,0.01,0.027,0.005,0.003,0.014,0.0,0.0,0.017,0.005,0.0,0.018,0.008
TCGA-IQ-A61J-01A,5.267,562.065,27.302,5.753,12.219,92.123,163.451,62.995,1.0,93.96,19.574,1.512,224.476,182,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.027,0.002,0.013,0.0,0.599,0.037,0.068,0.155,0.03,0.05,0.001,0.0,0.017,0.001,0.0,0.015,0.185
TCGA-BA-7269-01A,11.84,322.753,9.596,1.934,1.843,70.881,128.078,41.932,1.0,335.096,15.454,1.0,1103.861,183,HNSC,simu_bulk_2ds_ref,0.016,0.0,0.012,0.0,0.0,0.0,0.796,0.002,0.014,0.124,0.012,0.023,0.0,0.0,0.0,0.0,0.016,0.0,0.136
TCGA-CV-7178-01A,13.013,656.042,58.042,20.925,11.753,135.056,658.049,74.235,2.654,113.542,69.308,2.995,45.138,184,HNSC,simu_bulk_2ds_ref,0.002,0.0,0.032,0.007,0.033,0.0,0.519,0.021,0.051,0.196,0.028,0.103,0.001,0.0,0.007,0.0,0.002,0.04,0.224
TCGA-BB-A6UO-01A,4.024,210.596,20.592,1.514,1.087,98.963,142.36,3.901,4.063,134.577,16.222,1.268,90.303,185,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.003,0.003,0.0,0.0,0.845,0.0,0.037,0.074,0.016,0.017,0.001,0.0,0.0,0.004,0.0,0.003,0.09
TCGA-CV-A468-01A,32.491,545.841,47.19,42.766,20.163,63.595,494.08,29.515,1.593,112.499,113.239,2.126,78.542,186,HNSC,simu_bulk_2ds_ref,0.013,0.0,0.04,0.048,0.034,0.001,0.465,0.045,0.067,0.197,0.023,0.052,0.001,0.001,0.008,0.004,0.013,0.082,0.22
TCGA-CV-6960-01A,7.922,372.946,14.312,1.0,4.011,70.703,32.639,7.317,1.0,129.633,2.565,1.458,1109.982,187,HNSC,simu_bulk_2ds_ref,0.006,0.0,0.021,0.0,0.001,0.005,0.82,0.01,0.025,0.073,0.012,0.009,0.0,0.0,0.011,0.005,0.006,0.001,0.08499999999999999
TCGA-CV-7252-01A,11.427,319.712,28.087,3.83,4.087,160.457,253.616,6.406,1.247,78.081,24.116,1.737,80.563,188,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.013,0.001,0.002,0.0,0.771,0.008,0.065,0.058,0.022,0.041,0.0,0.0,0.016,0.001,0.001,0.003,0.08
TCGA-CV-A45X-01A,4.272,69.323,10.255,1.0,6.482,27.801,52.247,3.846,1.0,10.887,3.066,2.516,42.713,189,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.006,0.001,0.0,0.002,0.901,0.008,0.028,0.011,0.0,0.005,0.0,0.0,0.025,0.014,0.0,0.001,0.011
TCGA-CN-A6UY-01A,37.541,18.346,42.727,37.503,3.993,57.016,194.888,2.71,2.236,25.034,305.548,1.106,2185.574,190,HNSC,simu_bulk_2ds_ref,0.02,0.0,0.075,0.039,0.041,0.0,0.734,0.038,0.015,0.001,0.0,0.035,0.0,0.0,0.002,0.0,0.02,0.08,0.001
TCGA-CQ-6222-01A,3.602,94.751,52.968,17.92,16.023,49.957,585.968,11.903,4.288,65.917,74.474,4.111,19.379,191,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.029,0.002,0.042,0.0,0.564,0.032,0.05,0.029,0.049,0.184,0.001,0.0,0.009,0.009,0.0,0.044000000000000004,0.078
TCGA-MZ-A7D7-01A,4.137,34.398,14.917,1.0,2.584,5.545,26.803,4.792,1.0,9.904,3.064,1.0,46.565,192,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.003,0.001,0.0,0.001,0.983,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.001,0.002
TCGA-CQ-5329-01A,13.303,514.767,74.524,14.265,8.455,64.395,794.33,43.482,1.627,142.066,32.685,3.44,184.54,193,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.04,0.021,0.001,0.0,0.611,0.009,0.039,0.145,0.026,0.101,0.001,0.0,0.005,0.001,0.001,0.022000000000000002,0.17099999999999999
TCGA-CV-5973-01A,2.705,40.432,7.453,1.0,2.467,17.22,58.501,23.161,1.0,23.383,1.302,1.093,77.328,194,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.004,0.0,0.0,0.0,0.974,0.0,0.007,0.0,0.002,0.005,0.0,0.0,0.001,0.007,0.001,0.0,0.002
TCGA-BA-5555-01A,17.028,135.258,24.042,8.483,4.386,151.726,198.184,67.793,1.427,94.353,53.463,2.351,1065.542,195,HNSC,simu_bulk_2ds_ref,0.007,0.0,0.038,0.009,0.008,0.0,0.792,0.01,0.065,0.026,0.012,0.024,0.0,0.0,0.008,0.0,0.007,0.017,0.038
TCGA-UF-A7JS-01A,7.257,49.389,29.642,1.235,1.702,60.114,620.049,26.79,1.152,66.144,48.929,2.367,276.643,196,HNSC,simu_bulk_2ds_ref,0.007,0.0,0.014,0.01,0.0,0.0,0.84,0.009,0.021,0.013,0.016,0.049,0.0,0.008,0.002,0.01,0.007,0.01,0.028999999999999998
TCGA-CV-A45Q-01A,2.602,14.208,3.92,1.316,1.0,19.633,107.556,10.829,1.0,24.361,19.249,1.0,73.155,197,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.002,0.0,0.0,0.978,0.0,0.006,0.0,0.002,0.007,0.0,0.0,0.0,0.004,0.0,0.002,0.002
TCGA-QK-A6VC-01A,23.863,147.852,26.211,16.958,9.805,51.623,200.887,22.402,1.674,32.943,62.18,4.044,1575.994,198,HNSC,simu_bulk_2ds_ref,0.012,0.0,0.044,0.008,0.02,0.0,0.759,0.033,0.036,0.046,0.0,0.016,0.001,0.0,0.011,0.012,0.012,0.028,0.046
TCGA-BA-A6DL-01A,16.845,76.474,8.233,2.993,1.997,22.342,23.432,13.531,1.333,13.122,13.874,4.757,820.84,199,HNSC,simu_bulk_2ds_ref,0.006,0.0,0.017,0.004,0.001,0.004,0.919,0.003,0.023,0.003,0.002,0.0,0.0,0.001,0.008,0.009,0.006,0.005,0.005
TCGA-CR-7365-01A,6.281,740.837,35.254,2.159,2.45,71.447,126.682,19.042,3.975,67.778,6.852,1.33,413.528,200,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.007,0.003,0.0,0.0,0.733,0.001,0.042,0.139,0.026,0.019,0.001,0.0,0.016,0.012,0.0,0.003,0.165
TCGA-P3-A6SW-01A,152.672,144.341,34.301,27.886,4.451,63.458,434.121,133.611,1.0,50.848,92.254,1.993,421.58,201,HNSC,simu_bulk_2ds_ref,0.067,0.0,0.027,0.049,0.019,0.001,0.698,0.003,0.039,0.022,0.009,0.06,0.001,0.0,0.004,0.0,0.067,0.068,0.031
TCGA-HD-8314-01A,19.349,200.515,76.641,11.568,19.249,94.268,419.438,27.818,3.472,172.514,30.175,4.706,1874.44,202,HNSC,simu_bulk_2ds_ref,0.008,0.0,0.04,0.016,0.025,0.001,0.603,0.02,0.057,0.071,0.03,0.116,0.002,0.001,0.01,0.0,0.008,0.041,0.10099999999999999
TCGA-CN-4742-01A,33.35,832.101,54.721,2.549,5.952,91.172,280.462,23.559,2.944,148.029,10.813,3.205,38.44,203,HNSC,simu_bulk_2ds_ref,0.014,0.0,0.025,0.001,0.006,0.0,0.573,0.012,0.05,0.217,0.019,0.043,0.001,0.0,0.023,0.015,0.014,0.007,0.236
TCGA-IQ-A61H-01A,8.457,228.769,15.191,4.439,3.283,58.872,100.75,11.402,4.194,75.935,17.898,1.159,388.216,204,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.008,0.004,0.012,0.001,0.754,0.001,0.046,0.094,0.027,0.04,0.001,0.001,0.008,0.004,0.0,0.016,0.121
TCGA-CX-7085-01A,126.749,1134.223,120.636,28.981,28.974,171.067,479.552,48.17,43.155,161.162,83.379,39.041,48.755,205,HNSC,simu_bulk_2ds_ref,0.046,0.001,0.06,0.003,0.031,0.001,0.274,0.052,0.109,0.221,0.033,0.056,0.001,0.001,0.049,0.064,0.047,0.034,0.254
TCGA-CV-7235-01A,4.07,826.654,51.038,17.694,12.498,144.987,454.621,39.885,6.711,150.233,89.468,2.19,63.202,206,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.016,0.038,0.002,0.0,0.545,0.038,0.086,0.2,0.014,0.034,0.0,0.0,0.025,0.0,0.0,0.04,0.21400000000000002
TCGA-CV-7434-01A,3.967,109.982,39.688,6.598,1.786,42.795,367.589,3.016,5.909,20.373,33.909,1.125,92.041,207,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.015,0.0,0.0,0.892,0.0,0.029,0.008,0.0,0.027,0.0,0.0,0.025,0.004,0.0,0.015,0.008
TCGA-CR-6480-01A,31.222,50.69,25.581,10.992,5.811,74.579,103.009,17.798,1.0,36.016,44.335,1.0,3663.622,208,HNSC,simu_bulk_2ds_ref,0.017,0.0,0.044,0.023,0.006,0.0,0.796,0.011,0.05,0.002,0.005,0.012,0.0,0.0,0.032,0.0,0.017,0.028999999999999998,0.007
TCGA-CR-7385-01A,47.585,73.715,82.263,24.223,29.394,48.948,432.803,30.187,3.001,24.214,77.912,7.398,1596.009,209,HNSC,simu_bulk_2ds_ref,0.011,0.02,0.063,0.029,0.025,0.001,0.648,0.057,0.039,0.009,0.0,0.08,0.001,0.0,0.012,0.005,0.031,0.054000000000000006,0.009
TCGA-T2-A6WZ-01A,71.851,127.414,8.41,3.207,2.089,38.926,110.455,10.741,1.015,83.65,25.819,1.0,31.572,210,HNSC,simu_bulk_2ds_ref,0.046,0.0,0.021,0.003,0.001,0.001,0.85,0.008,0.019,0.035,0.002,0.012,0.0,0.0,0.001,0.001,0.046,0.004,0.037000000000000005
TCGA-CV-6436-01A,6.547,29.052,14.649,18.217,1.736,31.615,343.009,18.448,4.051,25.195,145.503,1.0,116.531,211,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.003,0.025,0.002,0.0,0.901,0.001,0.011,0.0,0.001,0.036,0.0,0.0,0.0,0.019,0.001,0.027000000000000003,0.001
TCGA-UF-A7JA-01A,8.168,599.534,27.842,3.739,3.186,60.224,46.331,3.177,2.357,138.834,11.398,2.486,266.752,212,HNSC,simu_bulk_2ds_ref,0.002,0.0,0.018,0.014,0.014,0.003,0.724,0.006,0.041,0.126,0.018,0.022,0.001,0.001,0.008,0.002,0.002,0.028,0.144
TCGA-CQ-A4CB-01A,9.872,689.72,107.328,3.002,11.485,108.045,251.991,18.335,8.27,85.474,12.015,9.781,671.751,213,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.026,0.012,0.0,0.0,0.609,0.014,0.083,0.177,0.002,0.046,0.001,0.0,0.015,0.013,0.0,0.012,0.179
TCGA-CX-7219-01A,23.71,553.128,80.757,13.842,7.676,106.558,516.088,10.19,7.733,114.886,36.059,7.913,106.416,214,HNSC,simu_bulk_2ds_ref,0.007,0.0,0.035,0.006,0.017,0.0,0.581,0.002,0.057,0.147,0.014,0.087,0.001,0.0,0.028,0.016,0.007,0.023,0.161
TCGA-IQ-A61G-01A,3.302,27.146,8.43,1.0,1.205,6.235,82.769,1.0,1.903,37.42,3.438,1.0,128.086,215,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.0,0.976,0.0,0.007,0.0,0.0,0.008,0.0,0.0,0.0,0.004,0.0,0.0,0.0
TCGA-CV-5434-01A,9.2,568.639,70.959,4.986,13.516,149.422,383.524,10.591,8.95,158.403,38.3,4.297,466.368,216,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.041,0.001,0.026,0.0,0.483,0.01,0.064,0.206,0.029,0.13,0.0,0.002,0.007,0.001,0.001,0.027,0.235
TCGA-DQ-5625-01A,3.893,149.095,46.786,51.299,12.67,57.006,631.401,6.614,1.0,53.003,155.771,1.0,22.666,217,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.013,0.093,0.002,0.0,0.645,0.043,0.047,0.022,0.06,0.063,0.0,0.0,0.011,0.0,0.0,0.095,0.08199999999999999
TCGA-BB-A6UM-01A,5.867,30.248,15.738,30.698,4.971,45.662,228.713,1.422,1.0,24.209,146.275,1.0,1482.946,218,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.06,0.046,0.005,0.0,0.842,0.006,0.021,0.0,0.0,0.013,0.0,0.0,0.005,0.0,0.001,0.051,0.0
TCGA-C9-A47Z-01A,3.07,168.114,12.216,2.963,1.896,27.472,58.401,3.552,2.514,20.26,9.673,1.204,30.455,219,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.009,0.003,0.0,0.0,0.895,0.002,0.027,0.002,0.018,0.006,0.0,0.0,0.025,0.012,0.0,0.003,0.019999999999999997
TCGA-P3-A6T7-01A,4.542,207.774,11.574,4.447,1.576,54.133,88.769,3.321,1.0,23.479,14.477,2.479,119.408,220,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.002,0.01,0.0,0.0,0.908,0.001,0.032,0.026,0.0,0.005,0.0,0.0,0.013,0.003,0.0,0.01,0.026
TCGA-CN-6998-01A,1.444,56.752,26.942,3.165,2.591,31.11,86.158,4.643,1.0,7.657,11.233,1.0,15.689,221,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.002,0.002,0.0,0.0,0.928,0.0,0.022,0.0,0.0,0.009,0.0,0.0,0.032,0.004,0.0,0.002,0.0
TCGA-MZ-A6I9-01A,93.571,123.584,8.476,4.304,7.169,106.383,71.554,44.354,1.0,46.098,25.644,1.193,5646.967,222,HNSC,simu_bulk_2ds_ref,0.036,0.003,0.024,0.009,0.008,0.001,0.811,0.014,0.054,0.01,0.009,0.011,0.0,0.0,0.003,0.005,0.039,0.017,0.019
TCGA-F7-A50I-01A,10.675,322.498,19.944,10.201,4.476,59.715,111.407,7.963,4.368,55.428,26.124,1.498,522.099,223,HNSC,simu_bulk_2ds_ref,0.001,0.0,0.011,0.001,0.003,0.0,0.843,0.017,0.033,0.07,0.003,0.008,0.0,0.0,0.01,0.0,0.001,0.004,0.07300000000000001
TCGA-T2-A6WX-01A,32.063,31.924,34.783,85.666,10.769,44.031,739.603,12.223,2.275,29.385,484.153,3.694,252.85,224,HNSC,simu_bulk_2ds_ref,0.005,0.0,0.063,0.056,0.059,0.0,0.666,0.019,0.03,0.004,0.001,0.091,0.001,0.0,0.004,0.001,0.005,0.11499999999999999,0.005
TCGA-CN-4741-01A,15.554,129.854,21.704,8.437,4.215,49.058,140.391,14.969,1.0,30.486,21.968,1.0,247.402,225,HNSC,simu_bulk_2ds_ref,0.004,0.0,0.025,0.011,0.018,0.001,0.79,0.015,0.047,0.037,0.002,0.025,0.001,0.0,0.022,0.001,0.004,0.028999999999999998,0.039
TCGA-CV-6948-01A,24.034,61.333,24.408,5.438,10.442,49.143,249.867,2.989,1.88,30.454,47.896,1.269,1998.831,226,HNSC,simu_bulk_2ds_ref,0.005,0.0,0.013,0.026,0.002,0.011,0.821,0.01,0.027,0.031,0.004,0.044,0.0,0.001,0.004,0.0,0.005,0.027999999999999997,0.035
TCGA-QK-A64Z-01A,2.614,284.568,34.357,4.476,2.152,31.133,157.731,23.898,1.136,41.313,19.191,2.129,45.905,227,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.004,0.01,0.0,0.0,0.874,0.0,0.03,0.033,0.023,0.013,0.0,0.0,0.011,0.0,0.0,0.01,0.056
TCGA-CQ-6228-01A,15.144,324.068,19.44,1.057,4.045,92.85,139.076,12.171,1.636,55.046,3.185,1.0,834.559,228,HNSC,simu_bulk_2ds_ref,0.006,0.002,0.007,0.0,0.0,0.0,0.847,0.0,0.022,0.072,0.007,0.03,0.0,0.0,0.004,0.0,0.008,0.0,0.079
TCGA-CN-6996-01A,24.176,342.637,120.758,14.54,20.103,91.707,816.798,72.337,10.452,37.608,58.407,4.686,33.061,229,HNSC,simu_bulk_2ds_ref,0.007,0.001,0.068,0.026,0.03,0.001,0.484,0.046,0.08,0.083,0.037,0.102,0.002,0.001,0.028,0.007,0.008,0.055999999999999994,0.12
TCGA-CN-4737-01A,5.516,788.705,38.011,1.697,9.339,95.418,110.005,41.502,4.727,145.207,7.076,3.969,137.203,230,HNSC,simu_bulk_2ds_ref,0.002,0.0,0.019,0.001,0.016,0.003,0.555,0.015,0.073,0.18,0.043,0.056,0.003,0.001,0.022,0.011,0.002,0.017,0.22299999999999998
TCGA-QK-A6V9-01A,46.13,28.855,30.372,35.61,11.766,39.288,178.018,7.913,1.0,19.914,141.558,1.09,1774.828,231,HNSC,simu_bulk_2ds_ref,0.007,0.024,0.049,0.053,0.023,0.0,0.747,0.026,0.029,0.004,0.0,0.025,0.0,0.0,0.012,0.0,0.031,0.076,0.004
TCGA-DQ-7591-01A,65.678,45.445,54.864,39.321,18.729,65.918,249.177,3.837,1.335,24.483,147.922,4.193,1325.309,232,HNSC,simu_bulk_2ds_ref,0.025,0.021,0.086,0.042,0.036,0.001,0.596,0.057,0.041,0.023,0.014,0.042,0.001,0.001,0.008,0.007,0.046,0.078,0.037
TCGA-CN-5358-01A,109.046,1576.578,147.829,37.57,39.426,208.835,622.648,113.893,23.119,157.565,108.405,17.773,33.617,233,HNSC,simu_bulk_2ds_ref,0.046,0.002,0.062,0.003,0.048,0.001,0.247,0.047,0.107,0.234,0.038,0.11,0.007,0.001,0.022,0.025,0.048,0.051000000000000004,0.272
TCGA-CV-6945-01A,3.653,334.994,14.498,1.0,1.0,13.878,60.723,7.0,1.0,76.362,3.634,1.0,150.948,234,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.001,0.0,0.919,0.0,0.006,0.053,0.005,0.008,0.0,0.0,0.003,0.001,0.0,0.001,0.057999999999999996
TCGA-CQ-6218-01A,8.53,258.319,47.102,4.824,3.636,56.839,198.465,29.835,3.286,49.387,19.536,3.816,129.367,235,HNSC,simu_bulk_2ds_ref,0.002,0.0,0.019,0.002,0.007,0.0,0.809,0.007,0.041,0.052,0.01,0.027,0.001,0.0,0.011,0.01,0.002,0.009000000000000001,0.062
TCGA-CV-7413-01A,5.549,673.927,36.74,3.271,6.415,44.329,425.493,16.211,1.0,133.158,15.147,10.444,87.819,236,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.041,0.0,0.009,0.0,0.662,0.017,0.026,0.167,0.003,0.065,0.0,0.0,0.007,0.001,0.0,0.009,0.17
TCGA-CR-7377-01A,40.22,1385.065,119.243,41.953,32.008,182.482,492.974,103.194,7.642,88.881,94.876,2.015,48.088,237,HNSC,simu_bulk_2ds_ref,0.001,0.001,0.061,0.004,0.037,0.0,0.402,0.074,0.095,0.22,0.024,0.066,0.001,0.001,0.011,0.001,0.002,0.040999999999999995,0.244
TCGA-D6-6823-01A,11.647,278.395,16.339,1.456,2.925,73.695,48.277,11.554,6.089,38.697,5.168,15.36,751.604,238,HNSC,simu_bulk_2ds_ref,0.002,0.0,0.019,0.005,0.008,0.001,0.834,0.008,0.042,0.03,0.018,0.009,0.001,0.0,0.015,0.008,0.002,0.013000000000000001,0.048
TCGA-CV-7253-01A,6.832,23.075,27.201,1.0,1.021,23.514,11.695,4.959,1.0,32.515,2.037,1.0,417.897,239,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.971,0.0,0.014,0.0,0.006,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.006
TCGA-CV-6942-01A,91.355,390.23,55.759,25.06,9.913,146.045,470.996,93.565,12.011,80.029,154.501,7.416,67.083,240,HNSC,simu_bulk_2ds_ref,0.06,0.001,0.044,0.05,0.003,0.001,0.49,0.016,0.087,0.121,0.024,0.088,0.001,0.001,0.008,0.007,0.061,0.053000000000000005,0.145
TCGA-BA-A6DA-01A,8.546,62.556,10.233,2.515,1.008,28.564,80.773,35.484,1.0,22.355,9.427,3.614,82.675,241,HNSC,simu_bulk_2ds_ref,0.007,0.0,0.005,0.001,0.002,0.0,0.945,0.0,0.01,0.003,0.003,0.011,0.0,0.0,0.003,0.01,0.007,0.003,0.006
TCGA-MT-A67D-01A,64.035,395.125,48.052,5.609,8.413,94.513,139.561,31.575,4.685,83.074,14.911,11.777,242.712,242,HNSC,simu_bulk_2ds_ref,0.035,0.001,0.029,0.001,0.019,0.001,0.673,0.015,0.051,0.102,0.02,0.029,0.001,0.0,0.007,0.016,0.036000000000000004,0.02,0.122
TCGA-CQ-5323-01A,55.025,165.166,25.475,12.894,4.441,93.598,160.188,22.793,2.898,41.612,47.456,2.129,299.036,243,HNSC,simu_bulk_2ds_ref,0.016,0.0,0.047,0.02,0.02,0.001,0.735,0.012,0.062,0.027,0.01,0.02,0.001,0.001,0.019,0.009,0.016,0.04,0.037
TCGA-CR-7390-01A,4.969,578.251,38.394,1.447,1.377,88.753,58.894,16.149,8.232,114.411,1.735,19.117,270.989,244,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.02,0.001,0.002,0.002,0.743,0.001,0.045,0.105,0.018,0.016,0.001,0.0,0.027,0.019,0.0,0.003,0.123
TCGA-UF-A7JK-01A,2.47,954.54,13.786,1.0,1.0,35.357,16.444,2.673,1.0,75.803,1.402,1.413,274.283,245,HNSC,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.0,0.91,0.0,0.026,0.028,0.027,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.055
