,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-OR-A5LO-01A,9.165,11.501,11.964,1.0,1.0,88.238,18.159,1.0,1.0,229.839,5.311,1.0,7.775,500,ACC,simu_bulk_2ds_ref,0.008,0.0,0.0,0.0,0.0,0.0,0.897,0.0,0.037,0.0,0.051,0.005,0.0,0.0,0.001,0.0,0.008,0.0,0.051
TCGA-P6-A5OG-01A,10.872,88.245,23.429,15.674,8.669,447.294,996.962,2.441,7.795,210.894,137.815,70.112,30.529,501,ACC,simu_bulk_2ds_ref,0.001,0.0,0.02,0.02,0.005,0.0,0.321,0.0,0.21,0.1,0.173,0.129,0.001,0.0,0.013,0.008,0.001,0.025,0.273
TCGA-OR-A5J6-01A,1.033,2.842,20.822,1.0,11.959,95.067,546.784,1.0,2.554,1043.332,11.308,1.449,70.154,502,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.758,0.0,0.095,0.0,0.009,0.135,0.001,0.0,0.0,0.0,0.002,0.0,0.009
TCGA-OR-A5LT-01A,1.937,5.171,21.914,1.0,1.0,24.828,66.614,1.0,1.0,391.27,3.228,1.0,20.964,503,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.0,0.0,0.019,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.019
TCGA-OR-A5JY-01A,12.58,2.246,8.789,1.0,1.0,150.721,257.685,1.0,1.0,380.298,5.246,1.553,20.963,504,ACC,simu_bulk_2ds_ref,0.0,0.0,0.002,0.002,0.0,0.0,0.897,0.0,0.046,0.0,0.009,0.041,0.0,0.0,0.003,0.0,0.0,0.002,0.009
TCGA-OR-A5JV-01A,1.204,29.725,102.698,2.046,9.038,93.155,856.771,1.0,1.116,707.327,8.401,8.595,14.615,505,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.003,0.0,0.574,0.0,0.037,0.0,0.024,0.354,0.001,0.0,0.005,0.0,0.0,0.003,0.024
TCGA-OR-A5JT-01A,1.775,5.185,29.333,1.0,1.0,93.651,57.507,1.566,1.0,956.338,18.489,1.0,5.582,506,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.896,0.0,0.042,0.001,0.039,0.021,0.0,0.0,0.0,0.0,0.0,0.001,0.04
TCGA-OR-A5KX-01A,4.321,23.168,8.26,1.0,1.0,125.947,94.536,5.502,3.49,1083.466,6.471,1.0,91.084,507,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.884,0.0,0.081,0.0,0.011,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.011
TCGA-OR-A5K3-01A,3.568,3.13,15.746,1.0,1.0,25.463,105.658,1.0,1.0,394.41,2.348,1.0,5.354,508,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.959,0.0,0.007,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.001,0.0,0.0
TCGA-OR-A5JZ-01A,3.046,10.531,23.804,1.368,2.933,86.441,120.64,1.512,1.0,1388.527,11.14,1.0,133.361,509,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.872,0.0,0.04,0.001,0.054,0.028,0.002,0.0,0.002,0.0,0.0,0.0,0.055
TCGA-OR-A5LC-01A,18.798,29.547,3.958,1.0,1.0,88.942,211.27,1.0,1.0,486.919,4.792,1.0,42.178,510,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.838,0.0,0.068,0.025,0.044,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.069
TCGA-OR-A5LH-01A,3.735,4.392,5.422,2.166,1.0,70.808,211.24,1.0,1.0,509.353,24.485,1.0,92.007,511,ACC,simu_bulk_2ds_ref,0.002,0.0,0.001,0.0,0.005,0.0,0.838,0.0,0.065,0.0,0.025,0.061,0.001,0.0,0.002,0.0,0.002,0.005,0.025
TCGA-OR-A5LM-01A,1.973,5.187,8.477,1.0,1.0,56.935,141.627,1.0,1.0,421.402,5.662,1.0,5.245,512,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.001,0.0,0.902,0.0,0.042,0.0,0.02,0.032,0.0,0.0,0.001,0.0,0.003,0.001,0.02
TCGA-OR-A5J5-01A,3.584,13.364,7.411,1.0,1.0,47.957,43.33,1.0,1.0,292.73,5.175,1.0,10.583,513,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.001,0.0,0.885,0.0,0.023,0.001,0.072,0.015,0.0,0.0,0.0,0.0,0.003,0.001,0.073
TCGA-P6-A5OF-01A,7.66,18.403,14.585,1.0,1.0,97.513,133.975,1.0,1.0,219.025,3.191,2.855,10.562,514,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.0,0.064,0.024,0.108,0.04,0.0,0.0,0.004,0.0,0.0,0.0,0.132
TCGA-OR-A5LD-01A,37.798,4.975,1.681,1.0,1.0,37.175,9.039,1.0,1.0,599.222,2.343,1.0,3.603,515,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.0,0.013,0.001,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
TCGA-OR-A5L3-01A,5.795,1.297,1.0,1.0,1.0,18.444,30.558,1.0,1.0,467.589,1.0,1.0,1.578,516,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.0,0.0,0.974,0.0,0.007,0.004,0.0,0.01,0.0,0.0,0.0,0.0,0.003,0.0,0.004
TCGA-OR-A5LK-01A,3.98,10.59,17.91,4.721,5.857,55.401,223.313,61.78,1.0,213.789,18.073,1.783,122.828,517,ACC,simu_bulk_2ds_ref,0.009,0.0,0.0,0.0,0.002,0.0,0.778,0.0,0.016,0.001,0.002,0.186,0.005,0.0,0.0,0.0,0.009,0.002,0.003
TCGA-OR-A5LG-01A,3.591,22.413,12.125,2.073,1.61,59.92,484.231,1.0,1.0,1113.748,9.085,1.25,60.155,518,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.823,0.0,0.041,0.001,0.061,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.062
TCGA-OR-A5KO-01A,8.435,12.258,13.242,1.0,1.0,77.443,20.544,1.0,1.0,544.778,1.963,1.0,18.35,519,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.881,0.0,0.042,0.001,0.062,0.01,0.0,0.0,0.003,0.0,0.0,0.0,0.063
TCGA-OR-A5JJ-01A,18.415,19.688,4.29,4.015,1.0,70.516,77.885,1.054,1.0,37.729,16.218,1.0,4.121,520,ACC,simu_bulk_2ds_ref,0.008,0.0,0.004,0.002,0.002,0.0,0.78,0.0,0.048,0.023,0.106,0.025,0.0,0.0,0.001,0.0,0.008,0.004,0.129
TCGA-OR-A5JL-01A,3.512,1.733,20.34,1.0,1.66,111.818,242.639,1.0,4.303,15.675,12.458,1.0,92.43,521,ACC,simu_bulk_2ds_ref,0.013,0.0,0.002,0.0,0.001,0.0,0.828,0.0,0.077,0.0,0.014,0.06,0.001,0.0,0.003,0.0,0.013,0.001,0.014
TCGA-OR-A5KV-01A,5.472,77.047,2.424,6.717,1.0,82.202,41.162,1.473,1.0,946.137,2.824,1.0,12.227,522,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.004,0.0,0.897,0.001,0.034,0.006,0.042,0.011,0.0,0.0,0.0,0.001,0.002,0.004,0.048
TCGA-OR-A5JE-01A,95.771,7.091,6.054,1.0,1.129,121.51,279.619,1.299,1.0,2185.962,2.6,1.07,13.63,523,ACC,simu_bulk_2ds_ref,0.003,0.0,0.002,0.0,0.0,0.0,0.874,0.0,0.052,0.002,0.001,0.066,0.0,0.0,0.0,0.0,0.003,0.0,0.003
TCGA-PK-A5HB-01A,2.797,13.464,86.832,1.0,1.0,383.498,65.112,3.188,1.0,2080.975,1.856,1.0,2.981,524,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.001,0.0,0.0,0.892,0.0,0.055,0.0,0.036,0.015,0.0,0.0,0.0,0.0,0.001,0.001,0.036
TCGA-OR-A5JM-01A,29.256,12.518,7.832,1.0,1.0,61.609,20.351,1.0,1.0,455.87,1.0,1.0,35.844,525,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.949,0.0,0.033,0.0,0.01,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.01
TCGA-OR-A5JD-01A,1.134,12.027,12.553,2.856,3.83,47.083,129.287,3.014,1.0,374.534,13.601,1.164,1.916,526,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.855,0.0,0.014,0.002,0.038,0.09,0.0,0.0,0.0,0.0,0.0,0.001,0.04
TCGA-OR-A5LN-01A,1.035,5.901,7.892,3.176,1.0,41.003,124.965,1.648,1.0,659.831,14.267,1.19,38.906,527,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.0,0.011,0.004,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.004
TCGA-OR-A5K6-01A,4.999,4.376,8.437,1.0,1.0,75.687,143.91,1.0,1.0,382.993,1.763,1.0,30.641,528,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.908,0.0,0.034,0.0,0.001,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.001
TCGA-OR-A5JR-01A,1.214,13.228,15.521,2.35,1.914,137.554,132.688,3.827,1.0,1109.755,18.492,1.421,12.409,529,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.887,0.0,0.023,0.0,0.032,0.055,0.0,0.0,0.0,0.0,0.0,0.002,0.032
TCGA-OR-A5L6-01A,4.781,9.158,13.43,1.0,1.0,46.875,58.516,1.234,1.0,627.231,17.387,1.0,33.796,530,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.001,0.0,0.0,0.925,0.0,0.031,0.001,0.022,0.018,0.001,0.0,0.0,0.0,0.002,0.001,0.023
TCGA-OR-A5JI-01A,1.216,18.77,6.373,2.03,1.575,78.298,63.976,1.544,1.0,524.504,7.863,1.0,4.152,531,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.65,0.0,0.038,0.027,0.256,0.027,0.0,0.0,0.0,0.0,0.0,0.001,0.28300000000000003
TCGA-OR-A5J2-01A,22.353,55.421,6.252,1.57,2.283,156.469,88.139,2.254,1.136,771.843,5.43,1.0,86.645,532,ACC,simu_bulk_2ds_ref,0.01,0.0,0.002,0.0,0.0,0.0,0.55,0.001,0.087,0.031,0.282,0.038,0.0,0.0,0.0,0.0,0.01,0.0,0.31299999999999994
TCGA-OR-A5LL-01A,4.651,13.063,25.465,1.0,1.0,29.525,71.492,1.0,1.0,990.821,8.264,67.974,37.653,533,ACC,simu_bulk_2ds_ref,0.004,0.0,0.0,0.0,0.0,0.0,0.768,0.0,0.032,0.001,0.166,0.022,0.0,0.0,0.006,0.0,0.004,0.0,0.167
TCGA-OR-A5K1-01A,2.144,13.549,11.846,1.0,1.914,192.583,84.025,2.502,1.492,1065.557,30.163,1.0,119.03,534,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.0,0.115,0.001,0.064,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.065
TCGA-PK-A5HA-01A,1.289,20.731,31.019,2.422,5.275,107.823,467.357,3.009,1.137,330.268,15.823,1.503,49.943,535,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.042,0.002,0.011,0.142,0.0,0.0,0.001,0.0,0.0,0.0,0.013
TCGA-OR-A5LR-01A,3.029,12.457,102.519,1.008,1.968,73.175,122.292,7.573,1.0,880.412,5.171,1.0,324.37,536,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.0,0.059,0.001,0.105,0.037,0.005,0.0,0.0,0.0,0.0,0.0,0.106
TCGA-OR-A5JX-01A,5.09,3.707,4.097,1.0,1.0,134.216,74.399,1.0,1.0,603.604,8.019,1.369,5.498,537,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.849,0.0,0.042,0.003,0.095,0.009,0.0,0.0,0.0,0.0,0.002,0.0,0.098
TCGA-OU-A5PI-01A,5.483,63.528,25.632,1.03,1.248,62.396,89.595,1.0,1.0,557.845,4.399,1.0,4.501,538,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.003,0.0,0.744,0.0,0.049,0.034,0.133,0.032,0.0,0.0,0.005,0.0,0.0,0.003,0.167
TCGA-OR-A5JA-01A,6.81,5.129,42.591,1.0,1.0,69.337,106.335,1.0,1.0,487.94,6.113,1.0,85.37,539,ACC,simu_bulk_2ds_ref,0.008,0.0,0.001,0.0,0.0,0.0,0.89,0.0,0.035,0.0,0.03,0.033,0.001,0.0,0.001,0.0,0.008,0.0,0.03
TCGA-OR-A5KY-01A,61.441,34.04,25.227,1.182,1.742,97.816,288.089,1.0,1.0,575.207,4.246,1.753,1.283,540,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.001,0.001,0.0,0.785,0.0,0.048,0.004,0.078,0.084,0.0,0.0,0.0,0.0,0.001,0.002,0.082
TCGA-OR-A5L9-01A,1.0,3.098,5.218,1.0,1.0,25.903,58.691,6.351,1.0,446.421,9.387,1.0,4.933,541,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.926,0.0,0.005,0.034,0.005,0.021,0.007,0.0,0.001,0.0,0.001,0.0,0.039
TCGA-PK-A5H9-01A,6.984,10.083,19.58,1.899,5.771,193.933,125.588,7.09,2.993,971.495,17.451,1.424,176.026,542,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.0,0.0,0.622,0.0,0.17,0.007,0.133,0.057,0.002,0.0,0.006,0.0,0.003,0.0,0.14
TCGA-OR-A5JK-01A,5.973,7.142,11.78,19.533,1.475,40.479,333.952,1.0,1.209,619.598,58.052,1.83,22.148,543,ACC,simu_bulk_2ds_ref,0.014,0.0,0.001,0.0,0.013,0.0,0.751,0.0,0.035,0.004,0.104,0.078,0.0,0.0,0.0,0.0,0.014,0.013,0.108
TCGA-OR-A5LJ-01A,16.441,18.564,6.712,8.331,1.0,44.04,93.945,1.0,1.0,582.972,16.206,1.0,37.448,544,ACC,simu_bulk_2ds_ref,0.001,0.0,0.001,0.001,0.001,0.0,0.861,0.002,0.042,0.0,0.069,0.022,0.0,0.0,0.0,0.0,0.001,0.002,0.069
TCGA-OR-A5K9-01A,7.696,20.331,17.648,1.0,1.0,85.008,58.6,1.0,1.0,636.319,1.0,1.0,2.398,545,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.001,0.0,0.0,0.886,0.0,0.03,0.001,0.057,0.023,0.0,0.0,0.0,0.0,0.001,0.001,0.058
TCGA-OR-A5LA-01A,1.877,8.533,14.729,1.241,2.197,94.457,246.554,132.92,1.0,646.799,18.963,1.0,31.143,546,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.853,0.0,0.038,0.003,0.033,0.061,0.011,0.0,0.0,0.0,0.001,0.0,0.036000000000000004
TCGA-OR-A5JP-01A,11.347,35.287,15.456,1.0,1.0,100.727,98.664,1.898,1.0,526.266,2.324,1.0,52.313,547,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.001,0.0,0.819,0.0,0.051,0.032,0.076,0.02,0.0,0.0,0.0,0.0,0.002,0.001,0.108
TCGA-OR-A5LE-01A,79.289,1.0,1.0,1.0,1.0,77.52,16.78,1.0,1.0,14.992,1.663,1.0,45.379,548,ACC,simu_bulk_2ds_ref,0.001,0.0,0.001,0.0,0.0,0.0,0.954,0.0,0.039,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.001,0.0,0.001
TCGA-OR-A5JB-01A,12.451,12.916,48.519,36.17,3.9,36.543,1720.052,4.617,1.527,138.375,200.26,6.031,209.89,549,ACC,simu_bulk_2ds_ref,0.002,0.0,0.002,0.052,0.0,0.0,0.727,0.0,0.012,0.001,0.104,0.099,0.0,0.0,0.001,0.0,0.002,0.052,0.105
TCGA-OR-A5J3-01A,34.356,9.738,15.168,1.0,1.0,93.811,45.677,1.734,1.0,188.985,12.12,1.0,47.125,550,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.0,0.0,0.913,0.0,0.027,0.0,0.046,0.011,0.0,0.0,0.0,0.0,0.003,0.0,0.046
TCGA-OR-A5JQ-01A,14.026,37.965,22.761,7.447,6.321,101.496,270.871,11.509,1.0,377.455,25.871,1.087,33.202,551,ACC,simu_bulk_2ds_ref,0.01,0.0,0.001,0.0,0.006,0.0,0.643,0.004,0.044,0.059,0.167,0.065,0.001,0.0,0.0,0.0,0.01,0.006,0.226
TCGA-OR-A5J7-01A,92.118,10.101,8.337,1.0,1.0,160.557,52.802,1.0,1.0,1059.29,3.281,1.0,28.683,552,ACC,simu_bulk_2ds_ref,0.002,0.0,0.002,0.0,0.001,0.0,0.847,0.0,0.091,0.0,0.033,0.024,0.0,0.0,0.0,0.0,0.002,0.001,0.033
TCGA-OR-A5KZ-01A,6.301,237.549,7.572,1.346,4.353,247.648,141.781,1.0,1.0,954.669,14.93,1.0,35.028,553,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.0,0.116,0.034,0.067,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.101
TCGA-OR-A5KW-01A,3.125,11.801,4.161,1.0,1.0,66.967,60.148,1.0,1.0,172.973,19.393,1.0,2.726,554,ACC,simu_bulk_2ds_ref,0.008,0.0,0.0,0.001,0.0,0.0,0.913,0.0,0.034,0.0,0.021,0.022,0.0,0.0,0.0,0.0,0.008,0.001,0.021
TCGA-PA-A5YG-01A,1.394,18.134,20.226,5.455,5.269,164.289,247.369,94.03,1.0,595.562,39.806,1.782,12.467,555,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.724,0.0,0.05,0.001,0.088,0.12,0.014,0.0,0.0,0.0,0.0,0.002,0.089
TCGA-OR-A5J9-01A,14.562,37.343,6.871,1.0,1.0,195.592,40.369,1.0,3.317,748.572,14.237,1.0,2.532,556,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.127,0.004,0.076,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.08
TCGA-OR-A5K4-01A,2.303,7.758,63.964,1.0,1.0,39.57,28.484,1.0,1.0,1699.184,8.392,1.0,44.951,557,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.002,0.0,0.92,0.0,0.023,0.0,0.04,0.01,0.0,0.0,0.003,0.0,0.0,0.002,0.04
TCGA-OR-A5K2-01A,179.343,3.924,7.619,1.0,1.25,113.629,210.449,1.0,1.0,1097.323,3.097,1.0,3.886,558,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.889,0.0,0.053,0.0,0.016,0.04,0.0,0.0,0.0,0.0,0.001,0.0,0.016
TCGA-OR-A5JO-01A,4.19,70.194,64.165,9.648,31.203,255.545,1484.636,186.181,8.223,1230.174,186.002,2.797,179.116,559,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.002,0.0,0.288,0.001,0.169,0.128,0.214,0.179,0.008,0.011,0.0,0.0,0.001,0.002,0.34199999999999997
TCGA-OR-A5KU-01A,19.941,14.98,4.153,1.0,1.0,47.684,44.562,1.11,1.0,399.181,4.791,1.0,3.829,560,ACC,simu_bulk_2ds_ref,0.006,0.0,0.0,0.0,0.0,0.0,0.643,0.0,0.025,0.02,0.297,0.007,0.0,0.0,0.001,0.0,0.006,0.0,0.317
TCGA-OR-A5LB-01A,12.022,6.163,3.938,1.0,1.0,144.783,34.869,1.0,1.0,22.532,2.352,1.0,7.248,561,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.884,0.0,0.074,0.0,0.027,0.013,0.0,0.0,0.0,0.0,0.002,0.0,0.027
TCGA-OR-A5L8-01A,21.886,175.924,6.048,1.0,1.0,37.215,43.908,1.0,1.0,284.789,5.137,1.0,20.023,562,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,0.056,0.007,0.297,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.304
TCGA-OR-A5J8-01A,11.489,1056.077,93.369,20.589,8.627,198.228,3725.47,9.731,2.497,48.516,94.084,4.492,1.0,563,ACC,simu_bulk_2ds_ref,0.005,0.0,0.029,0.001,0.02,0.0,0.102,0.0,0.062,0.509,0.005,0.264,0.0,0.0,0.003,0.0,0.005,0.021,0.514
TCGA-OR-A5LS-01A,34.327,12.336,17.769,1.0,1.0,38.421,114.992,2.497,1.0,529.175,7.363,1.0,25.736,564,ACC,simu_bulk_2ds_ref,0.005,0.0,0.0,0.0,0.001,0.0,0.926,0.0,0.049,0.0,0.003,0.013,0.0,0.0,0.002,0.0,0.005,0.001,0.003
TCGA-OR-A5JW-01A,3.11,7.59,109.374,1.0,1.017,95.56,78.037,2.925,1.0,494.112,1.859,1.471,1.187,565,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.001,0.0,0.0,0.871,0.0,0.077,0.0,0.021,0.027,0.0,0.0,0.003,0.0,0.0,0.001,0.021
TCGA-OR-A5JC-01A,3.752,9.94,11.253,1.0,2.279,67.473,142.27,1.691,1.0,797.325,12.629,1.0,57.455,566,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.864,0.001,0.063,0.001,0.046,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.047
TCGA-OR-A5LP-01A,1.66,45.51,22.862,1.387,1.909,88.658,400.134,16.104,1.0,646.805,13.874,1.545,23.872,567,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.0,0.067,0.0,0.092,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.092
TCGA-OR-A5J1-01A,3.41,6.911,6.565,1.0,1.834,45.066,178.562,1.61,1.0,677.652,6.143,1.371,2.537,568,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.0,0.027,0.003,0.048,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.051000000000000004
TCGA-OR-A5K0-01A,257.135,8.195,1.679,1.0,1.0,29.634,57.465,1.0,1.0,332.28,4.691,1.0,73.241,569,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.003,0.0,0.0,0.963,0.0,0.021,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.001,0.003,0.001
TCGA-OR-A5K8-01A,1.618,4.152,12.496,1.0,1.0,31.33,28.645,1.0,1.0,394.5,4.355,1.0,2.005,570,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.0,0.022,0.001,0.024,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.025
TCGA-OR-A5L5-01A,30.112,55.603,19.837,3.119,4.419,44.708,240.145,69.591,2.337,1079.698,33.085,1.135,186.705,571,ACC,simu_bulk_2ds_ref,0.006,0.0,0.0,0.0,0.001,0.0,0.617,0.0,0.044,0.053,0.18,0.092,0.008,0.0,0.0,0.0,0.006,0.001,0.23299999999999998
TCGA-OR-A5KT-01A,17.449,83.367,37.11,2.565,7.434,440.183,862.784,1.0,7.17,1577.408,26.823,6.19,10.924,572,ACC,simu_bulk_2ds_ref,0.012,0.0,0.006,0.0,0.001,0.0,0.546,0.0,0.148,0.074,0.056,0.146,0.001,0.0,0.009,0.0,0.012,0.001,0.13
TCGA-OR-A5JF-01A,8.751,5.839,48.418,1.0,1.0,61.848,29.591,1.0,1.0,662.529,2.698,1.0,11.742,573,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.064,0.0,0.121,0.012,0.0,0.0,0.0,0.0,0.002,0.0,0.121
TCGA-OR-A5L4-01A,1.7,5.662,21.176,1.0,1.0,154.953,98.85,1.0,1.0,656.052,5.423,1.0,6.667,574,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.112,0.0,0.027,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.027
TCGA-OR-A5JS-01A,45.614,3.43,4.467,1.188,1.0,75.12,37.671,1.0,1.0,977.882,12.189,1.0,17.934,575,ACC,simu_bulk_2ds_ref,0.01,0.0,0.0,0.001,0.0,0.0,0.809,0.0,0.056,0.0,0.109,0.012,0.0,0.0,0.001,0.0,0.01,0.001,0.109
TCGA-OR-A5K5-01A,117.694,3.971,1.726,1.0,1.0,95.339,97.442,1.0,1.0,808.434,4.608,1.0,34.519,576,ACC,simu_bulk_2ds_ref,0.008,0.0,0.001,0.0,0.0,0.0,0.925,0.0,0.034,0.001,0.004,0.026,0.0,0.0,0.0,0.0,0.008,0.0,0.005
TCGA-OR-A5JG-01A,4.336,10.114,54.461,1.0,1.0,80.354,145.427,3.724,1.0,661.96,2.76,1.0,1.0,577,ACC,simu_bulk_2ds_ref,0.003,0.0,0.0,0.0,0.0,0.0,0.926,0.0,0.033,0.0,0.001,0.037,0.0,0.0,0.0,0.0,0.003,0.0,0.001
TCGA-PK-A5H8-01A,1.669,5.56,18.832,1.0,1.0,75.891,227.521,1.0,1.774,1364.141,7.906,2.767,23.213,578,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.0,0.033,0.0,0.013,0.069,0.002,0.0,0.002,0.0,0.0,0.0,0.013
TCGA-HQ-A5NE-01A,5.369,567.179,22.747,1.836,3.487,99.538,96.702,14.072,6.587,142.636,8.992,4.193,2855.498,6348,BLCA,simu_bulk_2ds_ref,0.001,0.0,0.019,0.001,0.0,0.0,0.762,0.007,0.053,0.097,0.019,0.019,0.003,0.0,0.017,0.001,0.001,0.001,0.116
TCGA-FD-A5BT-01A,33.05,1542.632,50.866,23.785,12.801,91.903,2150.438,57.024,13.852,1006.377,204.48,2.683,4555.378,6349,BLCA,simu_bulk_2ds_ref,0.023,0.0,0.03,0.042,0.025,0.001,0.207,0.011,0.039,0.428,0.016,0.176,0.0,0.002,0.001,0.0,0.023,0.067,0.444
TCGA-DK-A3IQ-01A,16.046,3868.394,35.394,1.0,1.255,122.145,191.448,70.504,1.755,1560.723,4.659,1.081,1063.299,6350,BLCA,simu_bulk_2ds_ref,0.003,0.0,0.006,0.001,0.001,0.0,0.211,0.0,0.049,0.625,0.052,0.036,0.01,0.0,0.004,0.0,0.003,0.002,0.677
