,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-C8-A278-01A,0.057,0.006,0.027,0.002,0.023,0.0,0.001,0.044,0.141,0.004,0.147,0.01,0.0,0.001,0.001,0.536,0.536,BRCA,0.5981,0.25,0.5715,0.6,0.498,
TCGA-A7-A425-01A,0.001,0.0,0.007,0.0,0.007,0.0,0.015,0.085,0.179,0.034,0.095,0.002,0.005,0.005,0.0,0.564,0.564,BRCA,0.7181,,0.8115,0.85,0.8133,
TCGA-E2-A15H-01A,0.011,0.0,0.001,0.006,0.0,0.0,0.001,0.025,0.16,0.005,0.026,0.0,0.0,0.001,0.0,0.763,0.763,BRCA,0.8727,0.54,,0.75,0.6749,
TCGA-A8-A06N-01A,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.016,0.0,0.007,0.032,0.0,0.0,0.003,0.0,0.94,0.94,BRCA,0.9755,0.83,,0.875,0.9499,
TCGA-E2-A570-01A,0.003,0.0,0.006,0.001,0.003,0.0,0.0,0.045,0.3,0.014,0.038,0.004,0.0,0.002,0.0,0.584,0.584,BRCA,0.7985,,0.8867,0.7,0.7913,
TCGA-BH-A1FL-01A,0.001,0.012,0.007,0.0,0.011,0.0,0.0,0.069,0.145,0.017,0.035,0.007,0.0,0.008,0.0,0.69,0.69,BRCA,0.8689,0.83,0.9371,0.9,0.8912,
TCGA-E2-A56Z-01A,0.008,0.0,0.006,0.004,0.0,0.0,0.0,0.034,0.064,0.023,0.015,0.0,0.0,0.0,0.0,0.845,0.845,BRCA,0.9012,,0.9317,0.9,0.8763,
TCGA-E9-A1RI-01A,0.005,0.0,0.008,0.001,0.007,0.0,0.0,0.04,0.334,0.008,0.089,0.007,0.0,0.004,0.0,0.497,0.497,BRCA,0.7201,0.59,0.8568,0.9,0.6764,
TCGA-BH-A0DP-01A,0.005,0.003,0.016,0.001,0.017,0.0,0.02,0.065,0.275,0.009,0.085,0.005,0.0,0.005,0.0,0.492,0.492,BRCA,0.7037,0.42,0.8565,0.7,0.655,
TCGA-AR-A0U3-01A,0.001,0.0,0.009,0.007,0.0,0.0,0.009,0.034,0.05,0.004,0.044,0.0,0.0,0.003,0.0,0.838,0.838,BRCA,0.8954,0.79,0.943,0.775,0.8902,
TCGA-BH-A18L-01A,0.0,0.0,0.002,0.0,0.003,0.0,0.0,0.044,0.004,0.02,0.042,0.0,0.0,0.001,0.0,0.884,0.884,BRCA,0.927,0.81,,0.8,0.9113,
TCGA-A7-A3J1-01A,0.008,0.023,0.028,0.023,0.033,0.001,0.045,0.102,0.195,0.026,0.084,0.002,0.001,0.016,0.001,0.411,0.411,BRCA,0.6212,0.55,0.7271,0.9,0.6485,
TCGA-AC-A6IW-01A,0.0,0.01,0.038,0.003,0.016,0.0,0.1,0.022,0.031,0.003,0.189,0.0,0.0,0.0,0.0,0.587,0.587,BRCA,0.6552,,0.5345,0.6,0.5423,
TCGA-AC-A3YI-01A,0.001,0.0,0.006,0.0,0.012,0.0,0.018,0.119,0.347,0.02,0.035,0.006,0.0,0.011,0.007,0.418,0.418,BRCA,0.7028,,0.7162,0.8,0.607,
TCGA-D8-A1XG-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.024,0.137,0.04,0.066,0.0,0.0,0.008,0.0,0.721,0.721,BRCA,0.8763,0.83,0.9269,0.85,0.8957,
TCGA-A8-A082-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.033,0.126,0.012,0.111,0.001,0.0,0.001,0.0,0.712,0.712,BRCA,0.8146,0.82,,0.9,0.7587,
TCGA-OL-A5RU-01A,0.05,0.038,0.03,0.003,0.036,0.001,0.051,0.07,0.139,0.026,0.035,0.002,0.001,0.009,0.0,0.511,0.511,BRCA,0.702,,0.6242,0.65,0.6058,
TCGA-BH-A0HA-01A,0.012,0.0,0.032,0.001,0.011,0.0,0.025,0.074,0.29,0.019,0.048,0.003,0.0,0.001,0.0,0.483,0.483,BRCA,0.6418,0.74,0.9258,0.725,0.7386,
TCGA-A2-A3XS-01A,0.009,0.013,0.019,0.001,0.012,0.0,0.026,0.062,0.112,0.019,0.03,0.0,0.001,0.002,0.0,0.693,0.693,BRCA,0.8091,,0.7879,0.68,0.7855,
TCGA-A2-A0ES-01A,0.001,0.0,0.012,0.001,0.012,0.0,0.027,0.116,0.249,0.048,0.05,0.005,0.0,0.01,0.0,0.467,0.467,BRCA,0.7212,,,0.375,0.7674,
TCGA-B6-A0RN-01A,0.0,0.001,0.004,0.0,0.004,0.0,0.003,0.029,0.329,0.0,0.021,0.002,0.0,0.001,0.0,0.606,0.606,BRCA,0.8298,0.8,0.9681,0.85,0.8504,
TCGA-BH-A2L8-01A,0.008,0.017,0.047,0.02,0.039,0.0,0.055,0.042,0.231,0.009,0.1,0.007,0.001,0.003,0.001,0.422,0.422,BRCA,0.5823,,0.5942,0.75,0.5579,
TCGA-E2-A108-01A,0.01,0.012,0.04,0.01,0.057,0.001,0.047,0.127,0.251,0.048,0.157,0.01,0.001,0.012,0.002,0.216,0.216,BRCA,0.3444,0.2,0.5781,0.8,0.4458,
TCGA-AN-A046-01A,0.0,0.0,0.014,0.001,0.018,0.0,0.01,0.027,0.184,0.008,0.088,0.0,0.0,0.0,0.0,0.649,0.649,BRCA,0.6579,0.57,,0.86,0.7034,
TCGA-E2-A576-01A,0.013,0.0,0.005,0.006,0.005,0.0,0.002,0.038,0.088,0.017,0.018,0.001,0.0,0.0,0.0,0.807,0.807,BRCA,0.8697,,0.9499,0.7,0.9253,
TCGA-A2-A3XX-01A,0.016,0.014,0.02,0.001,0.012,0.0,0.012,0.047,0.091,0.027,0.048,0.0,0.001,0.002,0.0,0.708,0.708,BRCA,0.8138,,0.7889,0.88,0.7868,
TCGA-C8-A137-01A,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.027,0.133,0.0,0.019,0.0,0.0,0.0,0.0,0.817,0.817,BRCA,0.9048,0.75,,0.775,0.874,
TCGA-A7-A4SC-01A,0.006,0.001,0.009,0.001,0.022,0.0,0.018,0.101,0.236,0.034,0.046,0.007,0.0,0.01,0.0,0.508,0.508,BRCA,0.7525,,0.7981,0.6,0.7975,
TCGA-E2-A15M-01A,0.004,0.018,0.042,0.008,0.036,0.001,0.038,0.121,0.21,0.021,0.129,0.002,0.0,0.012,0.001,0.357,0.357,BRCA,0.4911,0.28,,0.8,0.4285,
TCGA-A8-A08I-01A,0.031,0.0,0.024,0.062,0.063,0.0,0.029,0.015,0.052,0.001,0.192,0.0,0.0,0.011,0.0,0.52,0.52,BRCA,0.6607,0.65,,0.825,0.7019,
TCGA-AC-A2FF-01A,0.019,0.014,0.026,0.003,0.026,0.001,0.037,0.132,0.292,0.044,0.07,0.009,0.0,0.007,0.001,0.321,0.321,BRCA,0.5705,,0.6868,0.8,0.6667,
