,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-OR-A5LO-01A,9.165,11.501,11.964,1.0,1.0,88.237,18.159,1.0,1.0,229.836,5.311,1.0,7.775,500,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.842,0.0,0.051,0.0,0.097,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.097
TCGA-P6-A5OG-01A,10.871,88.243,23.428,15.674,8.669,447.283,996.938,2.441,7.794,210.889,137.812,70.11,30.528,501,ACC,simu_bulk_2ds_ref,0.001,0.0,0.011,0.022,0.0,0.0,0.326,0.0,0.158,0.044,0.246,0.159,0.0,0.001,0.019,0.013,0.001,0.022,0.29
TCGA-OR-A5J6-01A,1.033,2.841,20.822,1.0,11.958,95.065,546.776,1.0,2.554,1043.316,11.308,1.448,70.153,502,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.199,0.0,0.033,0.414,0.026,0.0,0.0,0.0,0.0,0.0,0.033
TCGA-OR-A5LT-01A,1.937,5.172,21.914,1.0,1.0,24.829,66.615,1.0,1.0,391.273,3.228,1.0,20.964,503,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.017,0.0,0.005,0.056,0.002,0.0,0.0,0.0,0.0,0.0,0.005
TCGA-OR-A5JY-01A,12.58,2.246,8.789,1.0,1.0,150.721,257.685,1.0,1.0,380.299,5.246,1.553,20.963,504,ACC,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.814,0.0,0.058,0.001,0.029,0.087,0.008,0.0,0.0,0.0,0.0,0.0,0.030000000000000002
TCGA-OR-A5JV-01A,1.204,29.725,102.697,2.046,9.038,93.154,856.764,1.0,1.116,707.322,8.401,8.595,14.615,505,ACC,simu_bulk_2ds_ref,0.0,0.0,0.007,0.0,0.006,0.0,0.483,0.002,0.061,0.0,0.044,0.388,0.006,0.0,0.003,0.0,0.0,0.006,0.044
TCGA-OR-A5JT-01A,1.775,5.185,29.333,1.0,1.0,93.65,57.507,1.566,1.0,956.335,18.489,1.0,5.582,506,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.579,0.0,0.149,0.0,0.158,0.111,0.002,0.0,0.0,0.0,0.0,0.0,0.158
TCGA-OR-A5KX-01A,4.321,23.168,8.26,1.0,1.0,125.948,94.537,5.502,3.49,1083.47,6.471,1.0,91.085,507,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.767,0.0,0.091,0.0,0.063,0.076,0.003,0.0,0.0,0.0,0.0,0.0,0.063
TCGA-OR-A5K3-01A,3.568,3.13,15.746,1.0,1.0,25.463,105.658,1.0,1.0,394.41,2.348,1.0,5.354,508,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.749,0.0,0.032,0.0,0.024,0.194,0.001,0.0,0.0,0.0,0.0,0.0,0.024
TCGA-OR-A5JZ-01A,3.046,10.531,23.804,1.368,2.933,86.441,120.64,1.512,1.0,1388.522,11.14,1.0,133.36,509,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.546,0.0,0.192,0.0,0.03,0.174,0.057,0.0,0.0,0.0,0.0,0.0,0.03
TCGA-OR-A5LC-01A,18.798,29.547,3.958,1.0,1.0,88.941,211.267,1.0,1.0,486.913,4.792,1.0,42.178,510,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.109,0.019,0.156,0.052,0.003,0.0,0.0,0.0,0.0,0.0,0.175
TCGA-OR-A5LH-01A,3.735,4.392,5.422,2.166,1.0,70.808,211.24,1.0,1.0,509.353,24.485,1.0,92.007,511,ACC,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.009,0.0,0.739,0.0,0.077,0.0,0.047,0.122,0.002,0.0,0.001,0.0,0.0,0.009,0.047
TCGA-OR-A5LM-01A,1.973,5.187,8.477,1.0,1.0,56.935,141.626,1.0,1.0,421.398,5.662,1.0,5.245,512,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.817,0.0,0.067,0.0,0.043,0.061,0.011,0.0,0.0,0.0,0.0,0.0,0.043
TCGA-OR-A5J5-01A,3.584,13.364,7.411,1.0,1.0,47.957,43.33,1.0,1.0,292.728,5.175,1.0,10.583,513,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.815,0.0,0.033,0.0,0.131,0.017,0.0,0.0,0.0,0.0,0.0,0.002,0.131
TCGA-P6-A5OF-01A,7.66,18.402,14.584,1.0,1.0,97.512,133.972,1.0,1.0,219.021,3.191,2.855,10.561,514,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.807,0.0,0.08,0.01,0.04,0.061,0.001,0.0,0.0,0.0,0.0,0.0,0.05
TCGA-OR-A5LD-01A,37.798,4.975,1.681,1.0,1.0,37.175,9.039,1.0,1.0,599.218,2.343,1.0,3.603,515,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.166,0.0,0.764,0.027,0.002,0.001,0.0,0.0,0.0,0.0,0.764
TCGA-OR-A5L3-01A,5.795,1.297,1.0,1.0,1.0,18.444,30.558,1.0,1.0,467.588,1.0,1.0,1.578,516,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.085,0.0,0.288,0.353,0.004,0.001,0.002,0.0,0.001,0.0,0.288
TCGA-OR-A5LK-01A,3.98,10.59,17.91,4.721,5.857,55.401,223.313,61.78,1.0,213.789,18.073,1.783,122.828,517,ACC,simu_bulk_2ds_ref,0.015,0.0,0.0,0.0,0.01,0.0,0.448,0.053,0.052,0.0,0.022,0.379,0.019,0.0,0.001,0.0,0.015,0.01,0.022
TCGA-OR-A5LG-01A,3.591,22.413,12.125,2.073,1.61,59.92,484.233,1.0,1.0,1113.751,9.085,1.25,60.156,518,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.0,0.06,0.001,0.038,0.216,0.002,0.0,0.0,0.0,0.0,0.0,0.039
TCGA-OR-A5KO-01A,8.435,12.258,13.241,1.0,1.0,77.441,20.543,1.0,1.0,544.766,1.963,1.0,18.349,519,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.0,0.106,0.0,0.04,0.036,0.001,0.0,0.0,0.0,0.0,0.0,0.04
TCGA-OR-A5JJ-01A,18.415,19.688,4.29,4.015,1.0,70.516,77.885,1.054,1.0,37.729,16.218,1.0,4.121,520,ACC,simu_bulk_2ds_ref,0.001,0.0,0.005,0.004,0.002,0.0,0.875,0.0,0.036,0.003,0.048,0.023,0.002,0.0,0.0,0.0,0.001,0.006,0.051000000000000004
TCGA-OR-A5JL-01A,3.512,1.733,20.34,1.0,1.66,111.817,242.638,1.0,4.303,15.675,12.458,1.0,92.43,521,ACC,simu_bulk_2ds_ref,0.006,0.0,0.001,0.0,0.0,0.0,0.608,0.0,0.147,0.0,0.052,0.171,0.014,0.0,0.0,0.0,0.006,0.0,0.052
TCGA-OR-A5KV-01A,5.472,77.046,2.424,6.717,1.0,82.2,41.162,1.473,1.0,946.123,2.824,1.0,12.227,522,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.004,0.0,0.913,0.001,0.039,0.0,0.016,0.02,0.004,0.0,0.002,0.0,0.0,0.004,0.016
TCGA-OR-A5JE-01A,95.772,7.091,6.055,1.0,1.129,121.512,279.622,1.299,1.0,2185.987,2.6,1.07,13.63,523,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.747,0.0,0.075,0.005,0.023,0.14,0.008,0.0,0.0,0.0,0.0,0.0,0.028
TCGA-PK-A5HB-01A,2.797,13.464,86.828,1.0,1.0,383.48,65.109,3.188,1.0,2080.879,1.856,1.0,2.98,524,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.702,0.0,0.104,0.0,0.168,0.024,0.002,0.0,0.0,0.0,0.0,0.0,0.168
TCGA-OR-A5JM-01A,29.256,12.518,7.832,1.0,1.0,61.609,20.351,1.0,1.0,455.869,1.0,1.0,35.844,525,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.001,0.0,0.896,0.0,0.065,0.003,0.025,0.007,0.002,0.0,0.0,0.0,0.0,0.001,0.028
TCGA-OR-A5JD-01A,1.134,12.027,12.553,2.856,3.83,47.083,129.287,3.014,1.0,374.534,13.601,1.164,1.916,526,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.013,0.0,0.448,0.0,0.074,0.0,0.14,0.322,0.001,0.002,0.0,0.0,0.0,0.013,0.14
TCGA-OR-A5LN-01A,1.035,5.901,7.892,3.176,1.0,41.003,124.965,1.648,1.0,659.831,14.267,1.19,38.906,527,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.003,0.0,0.076,0.0,0.173,0.0,0.021,0.721,0.002,0.004,0.001,0.0,0.0,0.003,0.021
TCGA-OR-A5K6-01A,4.999,4.376,8.437,1.0,1.0,75.687,143.908,1.0,1.0,382.988,1.763,1.0,30.64,528,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.726,0.0,0.063,0.0,0.041,0.165,0.003,0.0,0.0,0.0,0.0,0.0,0.041
TCGA-OR-A5JR-01A,1.214,13.228,15.521,2.35,1.914,137.553,132.688,3.827,1.0,1109.75,18.491,1.421,12.409,529,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.005,0.004,0.0,0.691,0.001,0.074,0.0,0.092,0.127,0.004,0.002,0.0,0.0,0.0,0.009000000000000001,0.092
TCGA-OR-A5L6-01A,4.781,9.158,13.43,1.0,1.0,46.875,58.516,1.234,1.0,627.228,17.387,1.0,33.795,530,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.144,0.0,0.384,0.336,0.04,0.002,0.0,0.0,0.0,0.0,0.384
TCGA-OR-A5JI-01A,1.216,18.77,6.373,2.03,1.575,78.298,63.976,1.544,1.0,524.503,7.863,1.0,4.152,531,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.003,0.0,0.533,0.0,0.112,0.003,0.189,0.158,0.001,0.0,0.0,0.0,0.0,0.003,0.192
TCGA-OR-A5J2-01A,22.353,55.419,6.251,1.57,2.282,156.465,88.137,2.254,1.136,771.826,5.43,1.0,86.643,532,ACC,simu_bulk_2ds_ref,0.03,0.0,0.004,0.0,0.0,0.0,0.719,0.0,0.141,0.002,0.019,0.073,0.012,0.0,0.0,0.0,0.03,0.0,0.020999999999999998
TCGA-OR-A5LL-01A,4.651,13.063,25.465,1.0,1.0,29.524,71.491,1.0,1.0,990.811,8.264,67.974,37.652,533,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.07,0.0,0.037,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.037
TCGA-OR-A5K1-01A,2.144,13.549,11.846,1.0,1.913,192.582,84.024,2.502,1.492,1065.553,30.163,1.0,119.029,534,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.211,0.0,0.27,0.111,0.028,0.001,0.0,0.0,0.0,0.0,0.27
TCGA-PK-A5HA-01A,1.289,20.731,31.019,2.422,5.275,107.823,467.358,3.009,1.137,330.268,15.823,1.503,49.943,535,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.07,0.0,0.073,0.409,0.003,0.001,0.0,0.0,0.0,0.0,0.073
TCGA-OR-A5LR-01A,3.029,12.457,102.518,1.008,1.968,73.174,122.291,7.573,1.0,880.406,5.171,1.0,324.368,536,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.0,0.14,0.0,0.153,0.122,0.029,0.0,0.0,0.0,0.0,0.0,0.153
TCGA-OR-A5JX-01A,5.09,3.707,4.097,1.0,1.0,134.216,74.398,1.0,1.0,603.601,8.019,1.369,5.498,537,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.62,0.009,0.147,0.0,0.17,0.047,0.002,0.0,0.003,0.0,0.001,0.0,0.17
TCGA-OU-A5PI-01A,5.483,63.527,25.631,1.03,1.248,62.395,89.594,1.0,1.0,557.836,4.399,1.0,4.501,538,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.005,0.0,0.847,0.0,0.046,0.015,0.039,0.045,0.001,0.0,0.0,0.0,0.0,0.005,0.054
TCGA-OR-A5JA-01A,6.81,5.129,42.591,1.0,1.0,69.336,106.334,1.0,1.0,487.935,6.113,1.0,85.369,539,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.827,0.0,0.046,0.0,0.063,0.051,0.012,0.0,0.0,0.0,0.0,0.0,0.063
TCGA-OR-A5KY-01A,61.44,34.039,25.226,1.182,1.742,97.815,288.086,1.0,1.0,575.201,4.246,1.753,1.283,540,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.001,0.0,0.0,0.772,0.0,0.059,0.0,0.028,0.138,0.002,0.0,0.0,0.0,0.0,0.001,0.028
TCGA-OR-A5L9-01A,1.0,3.098,5.218,1.0,1.0,25.903,58.691,6.351,1.0,446.421,9.387,1.0,4.933,541,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.034,0.03,0.0,0.413,0.512,0.002,0.0,0.005,0.0,0.002,0.0,0.413
TCGA-PK-A5H9-01A,6.984,10.083,19.58,1.899,5.771,193.93,125.586,7.09,2.992,971.481,17.451,1.424,176.023,542,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.238,0.0,0.339,0.016,0.127,0.26,0.018,0.001,0.0,0.0,0.0,0.0,0.14300000000000002
TCGA-OR-A5JK-01A,5.973,7.142,11.78,19.533,1.475,40.479,333.951,1.0,1.209,619.596,58.052,1.83,22.148,543,ACC,simu_bulk_2ds_ref,0.021,0.0,0.02,0.0,0.036,0.0,0.591,0.023,0.042,0.015,0.071,0.176,0.002,0.0,0.001,0.0,0.021,0.036,0.086
TCGA-OR-A5LJ-01A,16.441,18.564,6.712,8.331,1.0,44.04,93.944,1.0,1.0,582.966,16.205,1.0,37.447,544,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.001,0.003,0.0,0.846,0.0,0.051,0.0,0.057,0.039,0.0,0.0,0.002,0.0,0.0,0.004,0.057
TCGA-OR-A5K9-01A,7.696,20.331,17.648,1.0,1.0,85.008,58.6,1.0,1.0,636.323,1.0,1.0,2.398,545,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.849,0.0,0.075,0.008,0.022,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.03
TCGA-OR-A5LA-01A,1.877,8.533,14.729,1.241,2.197,94.457,246.554,132.919,1.0,646.798,18.963,1.0,31.143,546,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.068,0.0,0.214,0.477,0.054,0.0,0.0,0.0,0.0,0.0,0.214
TCGA-OR-A5JP-01A,11.347,35.288,15.456,1.0,1.0,100.73,98.666,1.898,1.0,526.28,2.324,1.0,52.315,547,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.0,0.065,0.013,0.034,0.043,0.002,0.0,0.0,0.0,0.0,0.0,0.047
TCGA-OR-A5LE-01A,79.289,1.0,1.0,1.0,1.0,77.52,16.78,1.0,1.0,14.992,1.663,1.0,45.379,548,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.061,0.0,0.038,0.009,0.006,0.0,0.0,0.0,0.0,0.0,0.038
TCGA-OR-A5JB-01A,12.451,12.916,48.518,36.169,3.9,36.543,1720.027,4.617,1.527,138.373,200.257,6.031,209.887,549,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.06,0.0,0.0,0.694,0.0,0.035,0.0,0.028,0.181,0.0,0.0,0.0,0.0,0.0,0.06,0.028
TCGA-OR-A5J3-01A,34.356,9.738,15.168,1.0,1.0,93.81,45.676,1.734,1.0,188.982,12.12,1.0,47.124,550,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.873,0.0,0.057,0.0,0.039,0.027,0.003,0.0,0.0,0.0,0.0,0.001,0.039
TCGA-OR-A5JQ-01A,14.026,37.965,22.761,7.448,6.321,101.496,270.871,11.509,1.0,377.456,25.871,1.087,33.202,551,ACC,simu_bulk_2ds_ref,0.005,0.0,0.007,0.001,0.027,0.0,0.618,0.032,0.097,0.044,0.053,0.102,0.015,0.0,0.001,0.0,0.005,0.028,0.097
TCGA-OR-A5J7-01A,92.12,10.102,8.337,1.0,1.0,160.56,52.803,1.0,1.0,1059.31,3.281,1.0,28.684,552,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.0,0.112,0.0,0.094,0.038,0.008,0.0,0.0,0.0,0.0,0.0,0.094
TCGA-OR-A5KZ-01A,6.301,237.555,7.572,1.346,4.353,247.653,141.785,1.0,1.0,954.692,14.93,1.0,35.029,553,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.001,0.0,0.0,0.601,0.0,0.136,0.097,0.108,0.055,0.002,0.0,0.0,0.0,0.0,0.001,0.20500000000000002
TCGA-OR-A5KW-01A,3.125,11.801,4.161,1.0,1.0,66.966,60.147,1.0,1.0,172.969,19.393,1.0,2.726,554,ACC,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.061,0.0,0.027,0.05,0.009,0.0,0.0,0.0,0.002,0.0,0.027
TCGA-PA-A5YG-01A,1.394,18.134,20.225,5.455,5.269,164.288,247.367,94.03,1.0,595.558,39.806,1.782,12.467,555,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.001,0.016,0.0,0.576,0.0,0.091,0.0,0.085,0.186,0.044,0.0,0.0,0.0,0.0,0.017,0.085
TCGA-OR-A5J9-01A,14.562,37.342,6.871,1.0,1.0,195.589,40.368,1.0,3.317,748.56,14.237,1.0,2.532,556,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.003,0.0,0.653,0.0,0.183,0.0,0.139,0.01,0.011,0.0,0.0,0.0,0.0,0.003,0.139
TCGA-OR-A5K4-01A,2.303,7.758,63.965,1.0,1.0,39.57,28.484,1.0,1.0,1699.194,8.392,1.0,44.951,557,ACC,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.005,0.0,0.703,0.0,0.109,0.0,0.115,0.055,0.009,0.001,0.001,0.0,0.0,0.005,0.115
TCGA-OR-A5K2-01A,179.349,3.924,7.619,1.0,1.25,113.633,210.456,1.0,1.0,1097.355,3.097,1.0,3.886,558,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.791,0.0,0.073,0.0,0.045,0.088,0.003,0.0,0.0,0.0,0.0,0.0,0.045
TCGA-OR-A5JO-01A,4.19,70.192,64.164,9.648,31.203,255.541,1484.611,186.178,8.223,1230.153,185.998,2.797,179.113,559,ACC,simu_bulk_2ds_ref,0.0,0.0,0.009,0.0,0.002,0.0,0.0,0.0,0.243,0.045,0.222,0.436,0.023,0.02,0.0,0.0,0.0,0.002,0.267
TCGA-OR-A5KU-01A,19.941,14.98,4.153,1.0,1.0,47.684,44.561,1.11,1.0,399.177,4.791,1.0,3.829,560,ACC,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.921,0.001,0.034,0.002,0.026,0.009,0.001,0.0,0.004,0.0,0.0,0.0,0.027999999999999997
TCGA-OR-A5LB-01A,12.021,6.163,3.938,1.0,1.0,144.778,34.868,1.0,1.0,22.531,2.352,1.0,7.248,561,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.088,0.0,0.037,0.043,0.005,0.0,0.0,0.0,0.0,0.0,0.037
TCGA-OR-A5L8-01A,21.885,175.916,6.048,1.0,1.0,37.214,43.906,1.0,1.0,284.777,5.137,1.0,20.022,562,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.864,0.0,0.072,0.002,0.052,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.054
TCGA-OR-A5J8-01A,11.489,1056.062,93.368,20.589,8.626,198.225,3725.416,9.731,2.497,48.516,94.083,4.492,1.0,563,ACC,simu_bulk_2ds_ref,0.0,0.0,0.032,0.002,0.009,0.0,0.067,0.0,0.086,0.411,0.012,0.379,0.0,0.0,0.0,0.0,0.0,0.011,0.423
TCGA-OR-A5LS-01A,34.327,12.336,17.769,1.0,1.0,38.42,114.991,2.497,1.0,529.171,7.363,1.0,25.736,564,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.002,0.0,0.845,0.0,0.072,0.0,0.053,0.022,0.001,0.0,0.004,0.0,0.0,0.002,0.053
TCGA-OR-A5JW-01A,3.11,7.59,109.372,1.0,1.017,95.559,78.036,2.925,1.0,494.103,1.859,1.471,1.187,565,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.739,0.0,0.12,0.0,0.03,0.107,0.003,0.0,0.0,0.0,0.0,0.0,0.03
TCGA-OR-A5JC-01A,3.752,9.94,11.253,1.0,2.279,67.473,142.269,1.691,1.0,797.319,12.629,1.0,57.455,566,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.698,0.0,0.067,0.0,0.144,0.072,0.019,0.0,0.0,0.0,0.0,0.0,0.144
TCGA-OR-A5LP-01A,1.66,45.51,22.862,1.387,1.909,88.657,400.131,16.104,1.0,646.799,13.874,1.545,23.871,567,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.598,0.0,0.076,0.0,0.133,0.182,0.01,0.0,0.0,0.0,0.0,0.0,0.133
TCGA-OR-A5J1-01A,3.41,6.911,6.565,1.0,1.834,45.066,178.562,1.61,1.0,677.652,6.143,1.371,2.537,568,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.17,0.0,0.394,0.292,0.001,0.001,0.0,0.0,0.0,0.0,0.394
TCGA-OR-A5K0-01A,257.151,8.195,1.679,1.0,1.0,29.636,57.469,1.0,1.0,332.301,4.692,1.0,73.246,569,ACC,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.817,0.0,0.048,0.0,0.031,0.095,0.007,0.0,0.0,0.0,0.001,0.0,0.031
TCGA-OR-A5K8-01A,1.618,4.152,12.496,1.0,1.0,31.33,28.645,1.0,1.0,394.499,4.355,1.0,2.005,570,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.718,0.0,0.051,0.0,0.167,0.063,0.001,0.0,0.0,0.0,0.0,0.0,0.167
TCGA-OR-A5L5-01A,30.111,55.603,19.837,3.119,4.419,44.707,240.144,69.591,2.337,1079.693,33.085,1.135,186.704,571,ACC,simu_bulk_2ds_ref,0.001,0.0,0.001,0.001,0.004,0.0,0.372,0.001,0.067,0.04,0.128,0.351,0.031,0.001,0.0,0.0,0.001,0.005,0.168
TCGA-OR-A5KT-01A,17.449,83.366,37.109,2.565,7.434,440.18,862.779,1.0,7.17,1577.398,26.823,6.189,10.924,572,ACC,simu_bulk_2ds_ref,0.002,0.0,0.013,0.0,0.0,0.0,0.319,0.0,0.166,0.104,0.121,0.251,0.01,0.0,0.011,0.0,0.002,0.0,0.22499999999999998
TCGA-OR-A5JF-01A,8.751,5.839,48.418,1.0,1.0,61.848,29.59,1.0,1.0,662.524,2.698,1.0,11.742,573,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.001,0.0,0.841,0.0,0.069,0.0,0.062,0.026,0.001,0.0,0.001,0.0,0.0,0.001,0.062
TCGA-OR-A5L4-01A,1.7,5.662,21.176,1.0,1.0,154.952,98.85,1.0,1.0,656.049,5.422,1.0,6.667,574,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.0,0.154,0.0,0.101,0.049,0.007,0.0,0.0,0.0,0.0,0.0,0.101
TCGA-OR-A5JS-01A,45.613,3.43,4.467,1.188,1.0,75.12,37.67,1.0,1.0,977.877,12.189,1.0,17.933,575,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.007,0.0,0.0,0.771,0.0,0.159,0.0,0.031,0.028,0.003,0.0,0.0,0.0,0.0,0.007,0.031
TCGA-OR-A5K5-01A,117.695,3.971,1.726,1.0,1.0,95.34,97.443,1.0,1.0,808.439,4.608,1.0,34.519,576,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.031,0.001,0.019,0.042,0.007,0.0,0.0,0.0,0.0,0.0,0.02
TCGA-OR-A5JG-01A,4.336,10.114,54.46,1.0,1.0,80.354,145.426,3.724,1.0,661.954,2.76,1.0,1.0,577,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.873,0.0,0.056,0.0,0.004,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.004
TCGA-PK-A5H8-01A,1.669,5.56,18.832,1.0,1.0,75.89,227.518,1.0,1.774,1364.124,7.906,2.767,23.212,578,ACC,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.739,0.0,0.084,0.0,0.037,0.113,0.026,0.0,0.0,0.0,0.0,0.0,0.037
TCGA-HQ-A5NE-01A,5.369,567.174,22.747,1.836,3.487,99.537,96.701,14.072,6.587,142.635,8.992,4.192,2855.473,6348,BLCA,simu_bulk_2ds_ref,0.001,0.0,0.016,0.0,0.0,0.0,0.797,0.01,0.062,0.059,0.019,0.021,0.01,0.0,0.005,0.0,0.001,0.0,0.078
TCGA-FD-A5BT-01A,33.05,1542.624,50.865,23.785,12.801,91.902,2150.428,57.024,13.852,1006.372,204.479,2.683,4555.356,6349,BLCA,simu_bulk_2ds_ref,0.013,0.001,0.027,0.023,0.004,0.0,0.289,0.02,0.03,0.372,0.02,0.186,0.002,0.009,0.005,0.0,0.013999999999999999,0.027,0.392
TCGA-DK-A3IQ-01A,16.045,3868.35,35.394,1.0,1.255,122.144,191.446,70.504,1.755,1560.705,4.659,1.081,1063.287,6350,BLCA,simu_bulk_2ds_ref,0.001,0.0,0.002,0.0,0.0,0.0,0.202,0.003,0.058,0.627,0.046,0.049,0.01,0.0,0.0,0.0,0.001,0.0,0.673
