,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-D8-A1XS-01A,11.125,713.501,37.887,7.828,8.396,72.677,186.722,32.021,1.602,220.243,14.091,4.899,2264.339,6084,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.016,0.009,0.003,0.0,0.671,0.012,0.027,0.183,0.003,0.062,0.005,0.0,0.0,0.0,0.007,0.012,0.186
TCGA-AR-A2LL-01A,11.931,450.714,53.08,7.794,14.491,57.647,539.225,91.144,2.568,101.888,8.631,6.694,2941.641,6085,BRCA,simu_bulk_2ds_ref,0.011,0.0,0.004,0.002,0.003,0.0,0.737,0.014,0.02,0.073,0.006,0.127,0.003,0.0,0.0,0.0,0.011,0.005,0.079
TCGA-B6-A0IP-01A,48.14,459.93,23.839,9.66,12.25,99.957,139.202,41.355,1.0,193.917,25.022,5.451,1694.172,6086,BRCA,simu_bulk_2ds_ref,0.008,0.03,0.021,0.003,0.008,0.0,0.697,0.03,0.043,0.122,0.008,0.028,0.002,0.0,0.0,0.0,0.038,0.011,0.13
TCGA-A1-A0SD-01A,11.739,503.788,35.346,4.913,9.334,202.431,184.736,20.091,1.463,384.999,17.139,4.501,2083.927,6087,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.02,0.0,0.005,0.0,0.555,0.024,0.106,0.201,0.028,0.049,0.005,0.0,0.0,0.0,0.007,0.005,0.229
TCGA-EW-A424-01A,31.013,815.733,6.969,3.469,3.202,98.073,74.575,47.628,1.0,378.111,5.792,31.815,2067.265,6088,BRCA,simu_bulk_2ds_ref,0.016,0.0,0.001,0.003,0.0,0.0,0.667,0.015,0.034,0.238,0.008,0.014,0.003,0.0,0.0,0.0,0.016,0.003,0.246
TCGA-3C-AALI-01A,33.321,676.38,51.222,33.419,8.379,136.132,490.479,11.46,2.656,199.884,77.19,16.52,2237.55,6089,BRCA,simu_bulk_2ds_ref,0.02,0.001,0.027,0.014,0.023,0.0,0.673,0.022,0.034,0.1,0.009,0.075,0.001,0.0,0.002,0.0,0.021,0.037,0.109
TCGA-B6-A0I1-01A,32.406,36.195,3.918,7.202,1.453,30.885,56.827,1.0,1.236,146.421,2.448,12.934,1975.99,6090,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.001,0.0,0.001,0.0,0.946,0.002,0.007,0.005,0.009,0.024,0.001,0.0,0.001,0.0,0.002,0.001,0.013999999999999999
TCGA-AC-A2QJ-01A,11.851,1324.091,94.704,2.506,17.478,143.629,1814.855,20.446,7.931,786.206,33.583,3.375,75.223,6091,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.011,0.0,0.0,0.0,0.323,0.01,0.032,0.112,0.076,0.432,0.0,0.0,0.003,0.0,0.001,0.0,0.188
TCGA-AR-A5QQ-01A,62.644,677.557,93.912,27.07,28.515,91.056,1079.427,28.115,7.304,137.684,108.046,10.015,1441.07,6092,BRCA,simu_bulk_2ds_ref,0.022,0.006,0.039,0.011,0.009,0.0,0.595,0.034,0.065,0.101,0.003,0.108,0.002,0.0,0.005,0.001,0.027999999999999997,0.019999999999999997,0.10400000000000001
TCGA-BH-A8G0-01A,72.37,1497.114,132.469,14.456,47.177,214.206,363.596,114.692,6.974,337.7,26.191,9.085,1026.292,6093,BRCA,simu_bulk_2ds_ref,0.015,0.041,0.026,0.0,0.014,0.0,0.324,0.04,0.101,0.272,0.025,0.138,0.005,0.0,0.001,0.0,0.056,0.014,0.29700000000000004
TCGA-D8-A1XQ-01A,76.115,466.411,109.675,14.96,14.495,58.418,837.486,52.793,8.479,552.599,51.064,17.322,1181.577,6094,BRCA,simu_bulk_2ds_ref,0.055,0.0,0.036,0.001,0.011,0.0,0.591,0.01,0.028,0.13,0.002,0.135,0.0,0.0,0.0,0.0,0.055,0.012,0.132
TCGA-D8-A73U-01A,115.391,892.554,160.766,89.074,36.691,208.621,1697.849,75.486,8.274,179.907,166.344,15.185,1002.647,6095,BRCA,simu_bulk_2ds_ref,0.05,0.005,0.026,0.031,0.081,0.0,0.217,0.055,0.066,0.236,0.004,0.222,0.004,0.001,0.001,0.001,0.055,0.112,0.24
TCGA-C8-A26Y-01A,10.778,118.197,20.156,5.957,3.291,58.228,171.292,4.013,1.57,88.334,15.144,1.994,1048.117,6096,BRCA,simu_bulk_2ds_ref,0.0,0.005,0.017,0.006,0.002,0.0,0.824,0.0,0.019,0.01,0.018,0.098,0.0,0.0,0.001,0.001,0.005,0.008,0.027999999999999997
TCGA-AC-A8OR-01A,6.525,65.391,30.763,2.001,4.232,71.283,309.385,2.513,1.43,183.579,7.838,3.976,3408.851,6097,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.884,0.0,0.015,0.003,0.029,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.032
TCGA-D8-A27K-01A,28.37,538.829,54.511,16.046,18.545,88.837,187.401,21.007,1.526,156.672,25.504,17.5,994.824,6098,BRCA,simu_bulk_2ds_ref,0.013,0.004,0.023,0.001,0.019,0.0,0.597,0.051,0.046,0.202,0.002,0.042,0.001,0.0,0.0,0.0,0.017,0.02,0.20400000000000001
TCGA-EW-A1IY-01A,24.004,501.819,86.927,41.716,32.522,68.24,273.777,20.689,1.0,197.119,119.897,2.652,485.139,6099,BRCA,simu_bulk_2ds_ref,0.011,0.001,0.038,0.008,0.053,0.0,0.469,0.065,0.05,0.23,0.003,0.068,0.002,0.0,0.0,0.0,0.012,0.061,0.233
TCGA-BH-A18V-01A,15.132,414.318,91.994,23.672,13.949,91.9,444.745,6.205,23.288,307.549,47.561,6.976,616.545,6100,BRCA,simu_bulk_2ds_ref,0.008,0.0,0.028,0.018,0.001,0.0,0.66,0.026,0.05,0.101,0.006,0.101,0.0,0.0,0.0,0.0,0.008,0.019,0.10700000000000001
TCGA-BH-A0B9-01A,19.904,81.872,61.257,62.525,29.541,22.203,409.684,1.0,2.897,125.309,109.661,6.234,1058.08,6101,BRCA,simu_bulk_2ds_ref,0.002,0.007,0.028,0.02,0.036,0.0,0.729,0.073,0.012,0.045,0.003,0.045,0.0,0.0,0.001,0.0,0.009000000000000001,0.055999999999999994,0.048
TCGA-A2-A0T2-01A,5.408,169.218,15.273,9.842,1.52,106.268,197.967,1.0,2.021,193.166,21.585,21.278,1924.914,6102,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.005,0.003,0.004,0.0,0.841,0.003,0.03,0.04,0.009,0.062,0.0,0.0,0.001,0.0,0.002,0.007,0.049
TCGA-AR-A1AS-01A,7.432,513.974,31.682,1.0,3.11,57.08,234.676,15.822,1.0,216.107,2.48,3.651,2201.582,6103,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.0,0.0,0.805,0.0,0.021,0.074,0.0,0.094,0.002,0.0,0.0,0.0,0.0,0.0,0.074
TCGA-E9-A1R4-01A,21.251,311.071,113.101,16.079,17.3,93.508,754.889,7.991,4.063,287.319,40.178,27.965,3200.527,6104,BRCA,simu_bulk_2ds_ref,0.007,0.001,0.035,0.02,0.023,0.0,0.531,0.064,0.029,0.115,0.009,0.164,0.0,0.0,0.0,0.0,0.008,0.043,0.124
TCGA-E2-A107-01A,11.674,147.427,18.376,6.705,7.073,121.779,140.933,143.859,1.0,89.845,11.994,12.476,4135.504,6105,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.007,0.006,0.003,0.0,0.83,0.014,0.046,0.036,0.018,0.037,0.003,0.0,0.0,0.0,0.0,0.009000000000000001,0.05399999999999999
TCGA-A2-A0T0-01A,7.94,591.529,31.097,3.85,1.97,80.166,301.789,1.0,2.186,193.199,26.253,2.064,997.757,6106,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.017,0.0,0.007,0.0,0.762,0.0,0.026,0.107,0.005,0.074,0.0,0.0,0.0,0.0,0.001,0.007,0.112
TCGA-BH-A0W4-01A,7.235,812.677,18.277,3.45,7.061,164.313,99.218,62.507,1.0,254.569,7.895,12.609,1868.43,6107,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.008,0.001,0.0,0.0,0.66,0.021,0.041,0.222,0.01,0.026,0.004,0.0,0.0,0.0,0.005,0.001,0.232
TCGA-W8-A86G-01A,12.456,465.163,11.594,3.44,3.895,114.827,95.582,89.831,1.0,421.771,8.369,48.533,1605.463,6108,BRCA,simu_bulk_2ds_ref,0.009,0.0,0.002,0.002,0.0,0.0,0.707,0.018,0.061,0.159,0.023,0.014,0.003,0.001,0.001,0.0,0.009,0.002,0.182
TCGA-A8-A097-01A,11.665,791.337,40.474,7.623,7.664,97.173,244.962,24.621,2.079,318.284,13.335,12.182,975.818,6109,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.03,0.002,0.001,0.0,0.565,0.009,0.043,0.255,0.001,0.081,0.005,0.0,0.001,0.0,0.007,0.003,0.256
TCGA-A2-A0CZ-01A,29.567,1055.438,46.568,14.026,13.201,165.461,187.191,291.862,2.243,401.892,32.204,3.924,1318.415,6110,BRCA,simu_bulk_2ds_ref,0.027,0.0,0.026,0.0,0.013,0.0,0.348,0.037,0.055,0.428,0.003,0.055,0.008,0.0,0.0,0.0,0.027,0.013,0.431
TCGA-A2-A3XV-01A,10.263,183.505,8.491,1.0,2.658,79.915,233.227,17.576,1.0,207.627,16.379,1.0,2694.717,6111,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.876,0.0,0.016,0.019,0.013,0.072,0.0,0.0,0.002,0.0,0.0,0.0,0.032
TCGA-A2-A0ST-01A,220.473,175.664,207.032,72.034,81.621,168.841,561.871,1.0,10.15,119.93,312.692,4.082,868.895,6112,BRCA,simu_bulk_2ds_ref,0.047,0.074,0.068,0.013,0.057,0.0,0.346,0.171,0.071,0.065,0.01,0.076,0.001,0.001,0.001,0.001,0.121,0.07,0.075
TCGA-EW-A3E8-01B,66.179,619.287,77.381,25.284,28.667,194.993,387.304,350.599,6.503,176.088,71.048,15.605,2116.623,6113,BRCA,simu_bulk_2ds_ref,0.022,0.011,0.032,0.011,0.028,0.0,0.498,0.059,0.062,0.177,0.015,0.073,0.011,0.001,0.001,0.001,0.033,0.039,0.192
TCGA-A7-A4SD-01A,77.977,733.265,81.187,25.626,10.506,49.831,575.624,14.115,3.77,171.321,64.364,3.179,2024.783,6114,BRCA,simu_bulk_2ds_ref,0.051,0.0,0.038,0.016,0.008,0.0,0.593,0.03,0.02,0.165,0.004,0.071,0.002,0.0,0.001,0.0,0.051,0.024,0.169
TCGA-3C-AAAU-01A,15.997,115.784,16.309,1.207,4.885,92.661,118.242,2.827,1.0,108.345,4.997,3.392,1035.476,6115,BRCA,simu_bulk_2ds_ref,0.01,0.001,0.003,0.0,0.0,0.0,0.839,0.002,0.045,0.057,0.015,0.025,0.001,0.0,0.001,0.0,0.011,0.0,0.07200000000000001
TCGA-LL-A6FQ-01A,23.067,262.993,19.765,1.885,5.51,71.868,217.482,28.938,6.319,192.426,20.987,4.725,9114.156,6116,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.003,0.0,0.0,0.0,0.872,0.001,0.017,0.027,0.017,0.056,0.0,0.0,0.003,0.0,0.002,0.0,0.044
TCGA-LL-A8F5-01A,205.498,140.669,24.965,11.096,3.791,95.685,348.756,19.81,1.924,509.279,50.209,1.201,1541.798,6117,BRCA,simu_bulk_2ds_ref,0.119,0.0,0.014,0.009,0.001,0.0,0.661,0.013,0.03,0.085,0.008,0.057,0.0,0.001,0.001,0.0,0.119,0.009999999999999998,0.093
TCGA-A7-A26J-01B,36.461,411.356,188.25,17.725,20.014,39.925,199.456,16.748,2.44,115.404,10.937,18.642,948.509,6118,BRCA,simu_bulk_2ds_ref,0.006,0.014,0.023,0.067,0.019,0.009,0.525,0.023,0.02,0.242,0.016,0.027,0.006,0.0,0.002,0.0,0.02,0.08600000000000001,0.258
TCGA-AC-A3W5-01A,37.665,1920.553,65.646,21.657,23.92,196.626,494.727,48.432,2.48,361.284,68.315,15.372,2010.392,6119,BRCA,simu_bulk_2ds_ref,0.013,0.001,0.028,0.001,0.016,0.0,0.43,0.044,0.05,0.265,0.01,0.135,0.002,0.001,0.001,0.001,0.013999999999999999,0.017,0.275
TCGA-D8-A27L-01A,26.812,1215.765,80.604,14.601,28.821,124.466,282.312,154.254,5.877,343.349,26.217,12.358,1899.157,6120,BRCA,simu_bulk_2ds_ref,0.014,0.0,0.037,0.001,0.015,0.0,0.473,0.058,0.053,0.261,0.015,0.065,0.007,0.0,0.0,0.0,0.014,0.016,0.276
TCGA-E2-A1IJ-01A,17.164,1988.35,61.061,22.468,19.53,163.838,269.471,152.962,2.818,357.638,47.981,8.24,1864.183,6121,BRCA,simu_bulk_2ds_ref,0.011,0.0,0.029,0.001,0.013,0.0,0.348,0.062,0.102,0.343,0.009,0.07,0.012,0.0,0.0,0.0,0.011,0.013999999999999999,0.35200000000000004
TCGA-E9-A229-01A,18.99,1896.2,74.898,8.285,7.855,68.731,468.776,33.466,3.596,286.421,13.367,8.182,1569.188,6122,BRCA,simu_bulk_2ds_ref,0.012,0.0,0.032,0.012,0.001,0.0,0.469,0.015,0.031,0.322,0.002,0.099,0.003,0.0,0.0,0.0,0.012,0.013000000000000001,0.324
TCGA-A2-A0CL-01A,120.552,526.396,315.62,104.366,61.719,234.256,706.543,35.525,16.788,135.124,167.352,9.374,991.434,6123,BRCA,simu_bulk_2ds_ref,0.03,0.051,0.077,0.023,0.063,0.0,0.299,0.102,0.089,0.17,0.015,0.075,0.002,0.0,0.001,0.001,0.08099999999999999,0.086,0.185
TCGA-A2-A0YG-01A,8.669,304.374,26.656,3.249,5.341,100.511,154.968,11.812,1.055,88.839,5.583,2.622,881.576,6124,BRCA,simu_bulk_2ds_ref,0.009,0.0,0.02,0.001,0.001,0.0,0.836,0.007,0.038,0.037,0.01,0.04,0.0,0.0,0.0,0.0,0.009,0.002,0.047
TCGA-AQ-A0Y5-01A,35.779,1193.238,30.73,1.0,3.513,153.084,235.286,24.714,1.384,183.957,3.781,22.404,4023.794,6125,BRCA,simu_bulk_2ds_ref,0.004,0.0,0.008,0.0,0.0,0.0,0.623,0.0,0.032,0.239,0.008,0.082,0.004,0.0,0.001,0.0,0.004,0.0,0.247
TCGA-AO-A0J8-01A,11.286,682.179,54.588,9.473,11.769,88.52,213.074,108.909,3.52,262.073,25.038,6.145,1948.426,6126,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.026,0.0,0.014,0.0,0.621,0.041,0.023,0.17,0.005,0.092,0.004,0.0,0.001,0.0,0.003,0.014,0.17500000000000002
TCGA-AO-A1KS-01A,11.784,268.72,39.035,6.406,7.073,53.642,160.378,14.643,1.248,61.191,11.031,23.399,427.787,6127,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.007,0.017,0.018,0.0,0.772,0.016,0.03,0.097,0.009,0.031,0.002,0.0,0.0,0.0,0.001,0.035,0.106
TCGA-OL-A66J-01A,7.55,503.698,23.603,5.933,11.213,232.866,249.997,12.41,1.982,266.589,37.546,26.003,3180.095,6128,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.006,0.0,0.007,0.0,0.591,0.008,0.123,0.156,0.04,0.065,0.001,0.001,0.0,0.0,0.002,0.007,0.196
TCGA-A7-A0CD-01A,5.963,223.313,17.003,3.777,2.748,149.548,179.388,57.264,1.0,152.774,6.054,1.778,2345.347,6129,BRCA,simu_bulk_2ds_ref,0.01,0.0,0.001,0.0,0.0,0.0,0.798,0.0,0.055,0.083,0.019,0.03,0.005,0.0,0.0,0.0,0.01,0.0,0.10200000000000001
TCGA-EW-A2FS-01A,64.157,140.552,27.173,10.21,12.292,85.514,100.052,9.46,3.939,236.114,36.461,5.266,1784.116,6130,BRCA,simu_bulk_2ds_ref,0.062,0.0,0.008,0.014,0.007,0.0,0.664,0.057,0.06,0.073,0.025,0.028,0.0,0.0,0.0,0.0,0.062,0.021,0.098
TCGA-D8-A1JT-01A,3.425,69.491,14.675,1.0,2.625,34.82,173.333,2.134,1.885,34.922,11.706,6.577,1018.424,6131,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.001,0.0,0.0,0.0,0.904,0.0,0.009,0.006,0.009,0.069,0.0,0.0,0.0,0.0,0.002,0.0,0.015
TCGA-D8-A1JS-01A,18.986,51.228,10.946,1.16,1.97,84.744,126.422,6.537,1.0,60.289,4.885,5.017,2675.678,6132,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.007,0.0,0.0,0.0,0.926,0.001,0.023,0.006,0.014,0.016,0.0,0.0,0.001,0.0,0.005,0.0,0.02
TCGA-BH-A0DT-01A,14.621,538.25,57.687,11.763,19.955,153.969,138.417,24.291,3.47,266.866,35.052,5.437,1241.76,6133,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.028,0.003,0.012,0.0,0.561,0.059,0.076,0.208,0.015,0.03,0.001,0.0,0.0,0.0,0.007,0.015,0.22299999999999998
TCGA-B6-A0IE-01A,63.076,220.432,10.299,4.967,1.787,81.588,102.969,30.032,1.0,194.651,11.56,1.193,2200.25,6134,BRCA,simu_bulk_2ds_ref,0.057,0.0,0.003,0.0,0.003,0.0,0.797,0.01,0.023,0.083,0.007,0.016,0.0,0.0,0.0,0.0,0.057,0.003,0.09000000000000001
TCGA-BH-A0BT-01A,8.449,396.102,25.514,11.496,4.665,73.544,140.433,31.986,2.218,238.15,24.184,4.615,4359.985,6135,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.017,0.014,0.001,0.0,0.761,0.02,0.041,0.106,0.005,0.025,0.002,0.0,0.001,0.0,0.007,0.015,0.111
TCGA-AR-A1AH-01A,6.41,237.117,12.219,1.176,2.475,81.442,69.793,3.123,3.941,74.138,2.924,2.203,672.733,6136,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.001,0.0,0.895,0.002,0.036,0.048,0.01,0.006,0.0,0.0,0.001,0.0,0.0,0.001,0.058
TCGA-A2-A0EU-01A,6.152,353.025,21.149,6.372,5.961,91.865,85.465,136.215,2.396,146.76,11.189,4.167,3010.389,6137,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.005,0.01,0.002,0.0,0.744,0.014,0.046,0.13,0.015,0.019,0.011,0.0,0.001,0.0,0.003,0.012,0.14500000000000002
TCGA-D8-A1X8-01A,32.49,317.951,62.554,9.873,22.033,188.323,313.64,66.381,8.512,129.555,21.354,7.537,1592.741,6138,BRCA,simu_bulk_2ds_ref,0.014,0.0,0.004,0.003,0.016,0.0,0.58,0.04,0.083,0.155,0.021,0.08,0.004,0.0,0.001,0.0,0.014,0.019,0.176
TCGA-AC-A3EH-01A,3.987,1467.505,26.796,3.948,4.041,100.069,267.861,87.57,1.0,258.67,18.503,56.044,2471.269,6139,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.009,0.001,0.004,0.0,0.743,0.024,0.025,0.115,0.003,0.067,0.001,0.0,0.007,0.001,0.0,0.005,0.11800000000000001
TCGA-AN-A0FW-01A,12.995,242.735,25.322,8.025,10.589,148.78,231.894,10.086,2.053,161.768,38.443,1.745,927.922,6140,BRCA,simu_bulk_2ds_ref,0.006,0.0,0.006,0.0,0.011,0.0,0.755,0.015,0.066,0.095,0.014,0.029,0.001,0.0,0.0,0.0,0.006,0.011,0.109
TCGA-D8-A1XL-01A,39.634,209.195,66.832,28.853,18.393,70.768,795.136,5.793,7.228,113.043,104.581,6.901,3484.699,6141,BRCA,simu_bulk_2ds_ref,0.017,0.001,0.031,0.023,0.021,0.0,0.708,0.044,0.016,0.053,0.007,0.075,0.0,0.0,0.003,0.0,0.018000000000000002,0.044,0.06
TCGA-BH-A0WA-01A,11.439,479.973,43.99,10.116,6.932,96.92,183.968,13.823,5.22,719.021,35.724,2.371,1276.733,6142,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.01,0.012,0.006,0.0,0.692,0.03,0.045,0.145,0.018,0.037,0.0,0.0,0.0,0.0,0.003,0.018000000000000002,0.16299999999999998
TCGA-A8-A094-01A,37.184,501.051,70.956,18.696,11.798,87.833,651.068,5.742,4.586,152.078,46.924,5.181,1606.178,6143,BRCA,simu_bulk_2ds_ref,0.033,0.0,0.017,0.02,0.009,0.0,0.64,0.003,0.03,0.095,0.0,0.151,0.0,0.0,0.0,0.0,0.033,0.028999999999999998,0.095
TCGA-B6-A0I5-01A,12.942,166.624,19.973,3.9,6.057,89.136,159.047,18.505,1.28,365.188,20.004,1.558,2249.376,6144,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.016,0.003,0.001,0.0,0.808,0.029,0.022,0.08,0.007,0.029,0.0,0.0,0.0,0.0,0.005,0.004,0.08700000000000001
TCGA-C8-A12Z-01A,11.471,448.307,13.231,1.381,1.33,61.079,64.378,8.482,1.0,164.247,4.573,9.754,2573.764,6145,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.002,0.004,0.0,0.0,0.851,0.0,0.016,0.093,0.0,0.025,0.001,0.0,0.001,0.0,0.007,0.004,0.093
TCGA-E2-A1LL-01A,3.157,234.018,14.382,1.0,1.751,136.535,143.496,10.521,1.0,74.049,9.742,2.219,1993.175,6146,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.0,0.832,0.007,0.077,0.026,0.038,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.064
TCGA-A2-A0EV-01A,20.391,846.222,73.218,13.686,9.436,97.803,450.092,39.601,2.116,306.261,43.479,4.044,4018.553,6147,BRCA,simu_bulk_2ds_ref,0.011,0.0,0.029,0.001,0.015,0.0,0.565,0.021,0.031,0.203,0.006,0.117,0.002,0.0,0.0,0.0,0.011,0.016,0.20900000000000002
TCGA-AC-A62V-01A,10.087,304.92,14.269,1.0,3.281,89.096,461.203,70.102,1.458,389.109,9.812,3.993,2756.364,6148,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.001,0.001,0.0,0.0,0.817,0.001,0.024,0.055,0.014,0.08,0.004,0.0,0.002,0.0,0.002,0.001,0.069
TCGA-OK-A5Q2-01A,58.94,575.378,85.44,17.305,45.63,205.921,275.845,57.043,4.62,715.629,51.36,63.33,2831.061,6149,BRCA,simu_bulk_2ds_ref,0.007,0.026,0.04,0.003,0.024,0.0,0.514,0.043,0.077,0.155,0.053,0.049,0.004,0.001,0.005,0.001,0.033,0.027,0.208
TCGA-BH-A42T-01A,8.496,328.735,24.817,7.774,10.741,89.045,283.123,14.899,1.716,221.406,27.617,11.712,2387.586,6150,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.014,0.001,0.008,0.0,0.727,0.028,0.024,0.091,0.011,0.093,0.0,0.0,0.001,0.0,0.002,0.009000000000000001,0.102
TCGA-E2-A154-01A,6.946,507.085,19.061,5.585,2.594,52.239,111.227,11.367,1.454,242.88,1.555,7.615,1237.599,6151,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.001,0.001,0.0,0.0,0.748,0.002,0.014,0.19,0.006,0.035,0.001,0.0,0.001,0.0,0.002,0.001,0.196
TCGA-C8-A1HG-01A,68.266,278.024,55.26,43.134,10.161,58.797,644.113,14.552,1.797,145.555,116.166,7.556,619.611,6152,BRCA,simu_bulk_2ds_ref,0.05,0.0,0.03,0.002,0.024,0.0,0.666,0.027,0.016,0.089,0.01,0.084,0.001,0.0,0.0,0.0,0.05,0.026000000000000002,0.09899999999999999
TCGA-A8-A06X-01A,8.621,279.315,32.201,11.991,5.493,88.452,435.053,7.635,1.562,126.242,39.48,2.749,2530.316,6153,BRCA,simu_bulk_2ds_ref,0.013,0.0,0.008,0.025,0.002,0.0,0.745,0.01,0.038,0.062,0.017,0.08,0.0,0.0,0.0,0.0,0.013,0.027000000000000003,0.079
TCGA-B6-A0WZ-01A,5.843,419.354,7.581,2.732,1.374,105.931,56.852,31.47,1.0,204.211,9.116,1.424,2726.282,6154,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.0,0.0,0.852,0.002,0.037,0.069,0.012,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.081
TCGA-AC-A23H-01A,5.842,422.65,16.453,2.321,2.737,80.211,114.213,12.601,1.0,225.456,5.519,1.94,2327.97,6155,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.009,0.0,0.001,0.0,0.775,0.004,0.03,0.12,0.001,0.054,0.0,0.0,0.002,0.0,0.003,0.001,0.121
TCGA-E2-A1B6-01A,242.748,111.742,169.422,82.233,39.32,79.155,591.782,1.914,8.83,227.174,226.517,2.471,757.88,6156,BRCA,simu_bulk_2ds_ref,0.022,0.124,0.081,0.019,0.044,0.042,0.432,0.087,0.034,0.058,0.009,0.041,0.0,0.005,0.001,0.0,0.146,0.063,0.067
TCGA-A8-A093-01A,7.157,788.153,20.061,1.379,2.639,102.538,104.981,22.454,1.0,199.484,3.54,11.544,3104.38,6157,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.002,0.001,0.0,0.0,0.671,0.011,0.027,0.253,0.001,0.033,0.0,0.0,0.0,0.0,0.001,0.001,0.254
TCGA-AR-A1AM-01A,33.181,793.641,42.516,18.576,28.013,121.779,305.264,84.895,4.102,259.882,29.073,9.526,2663.321,6158,BRCA,simu_bulk_2ds_ref,0.016,0.0,0.02,0.0,0.013,0.0,0.588,0.047,0.058,0.179,0.014,0.059,0.005,0.0,0.001,0.0,0.016,0.013,0.193
TCGA-AO-A0J9-01A,7.425,267.788,43.527,9.037,6.221,119.489,399.929,129.913,1.845,496.1,39.89,3.714,1003.677,6159,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.016,0.001,0.011,0.0,0.405,0.0,0.051,0.205,0.069,0.238,0.003,0.001,0.0,0.0,0.0,0.012,0.274
TCGA-BH-A6R9-01A,24.46,2887.648,88.484,12.15,18.05,125.275,1268.719,137.579,5.013,827.551,64.315,3.463,176.583,6160,BRCA,simu_bulk_2ds_ref,0.008,0.0,0.036,0.0,0.0,0.0,0.082,0.043,0.066,0.612,0.004,0.139,0.005,0.003,0.001,0.0,0.008,0.0,0.616
TCGA-D8-A1XC-01A,13.322,47.075,17.059,1.0,3.663,62.516,205.783,5.2,1.0,45.36,5.888,8.817,1288.121,6161,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.912,0.0,0.023,0.009,0.021,0.034,0.0,0.0,0.0,0.0,0.001,0.0,0.03
TCGA-BH-A0BZ-01A,29.7,679.319,88.39,42.078,11.558,136.225,733.127,12.941,4.619,329.192,144.535,8.153,3912.488,6162,BRCA,simu_bulk_2ds_ref,0.013,0.0,0.035,0.023,0.031,0.0,0.496,0.014,0.054,0.201,0.009,0.12,0.001,0.0,0.001,0.0,0.013,0.054,0.21000000000000002
TCGA-BH-A0E6-01A,65.693,172.059,14.404,8.566,4.616,102.77,146.052,5.023,3.386,360.419,62.597,14.056,992.348,6163,BRCA,simu_bulk_2ds_ref,0.041,0.01,0.01,0.009,0.002,0.0,0.767,0.019,0.037,0.05,0.029,0.023,0.0,0.001,0.002,0.0,0.051000000000000004,0.011,0.079
