,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.016,0.005,0.016,0.156,0.0,0.002,0.002,0.0,0.798,0.798,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.0,0.008,0.0,0.018,0.001,0.001,0.083,0.064,0.039,0.217,0.0,0.007,0.002,0.0,0.559,0.559,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.0,0.0,0.001,0.0,0.008,0.0,0.001,0.092,0.017,0.041,0.085,0.0,0.002,0.005,0.0,0.748,0.748,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.0,0.0,0.015,0.001,0.001,0.0,0.0,0.036,0.234,0.0,0.176,0.0,0.0,0.001,0.0,0.535,0.535,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.0,0.001,0.003,0.0,0.008,0.0,0.0,0.064,0.044,0.034,0.095,0.0,0.005,0.01,0.0,0.735,0.735,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.023,0.011,0.012,0.112,0.0,0.006,0.002,0.0,0.831,0.831,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.068,0.015,0.046,0.058,0.0,0.0,0.007,0.0,0.801,0.801,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.052,0.006,0.026,0.126,0.0,0.004,0.002,0.0,0.781,0.781,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.007,0.0,0.01,0.0,0.004,0.025,0.164,0.01,0.166,0.0,0.005,0.0,0.002,0.608,0.608,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.001,0.052,0.017,0.043,0.13,0.0,0.005,0.001,0.0,0.748,0.748,GBM,0.8824,0.75,,0.925,0.8508,
