,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-OR-A5J5-01A,0.003,0.0,0.0,0.0,0.004,0.0,0.001,0.044,0.036,0.044,0.021,0.0,0.0,0.0,0.0,0.848,0.848,ACC,0.9761,,1.0,0.8,0.978,
TCGA-P6-A5OF-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.075,0.062,0.08,0.042,0.0,0.0,0.004,0.0,0.734,0.734,ACC,0.9319,,1.0,0.8,0.9253,
TCGA-OR-A5LD-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.092,0.083,0.001,0.0,0.0,0.0,0.0,0.784,0.784,ACC,0.9726,,1.0,0.9,0.9732,
TCGA-OR-A5L3-01A,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.005,0.009,0.036,0.0,0.0,0.0,0.0,0.914,0.914,ACC,0.9478,,0.809,0.9,0.8103,
TCGA-OR-A5LK-01A,0.012,0.0,0.0,0.0,0.006,0.0,0.0,0.057,0.001,0.004,0.218,0.001,0.0,0.0,0.0,0.701,0.701,ACC,0.7465,,0.7252,0.95,0.7118,
TCGA-OR-A5LG-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.056,0.063,0.095,0.0,0.0,0.0,0.0,0.726,0.726,ACC,0.8878,,0.8768,0.95,0.8806,
TCGA-OR-A5KO-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.06,0.059,0.07,0.012,0.0,0.0,0.002,0.0,0.793,0.793,ACC,0.9826,,1.0,0.99,0.9868,
TCGA-OR-A5JJ-01A,0.008,0.0,0.008,0.001,0.005,0.0,0.0,0.062,0.043,0.058,0.025,0.0,0.0,0.001,0.0,0.788,0.788,ACC,0.9645,,0.9809,0.99,0.9624,
TCGA-OR-A5JL-01A,0.01,0.0,0.006,0.0,0.002,0.0,0.0,0.103,0.0,0.044,0.064,0.001,0.0,0.003,0.0,0.764,0.764,ACC,0.9434,,0.8113,0.97,0.9337,
TCGA-OR-A5KV-01A,0.003,0.0,0.002,0.0,0.007,0.0,0.002,0.043,0.031,0.051,0.017,0.0,0.0,0.0,0.0,0.843,0.843,ACC,0.9855,,0.9168,1.0,0.97,
TCGA-OR-A5JE-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.074,0.016,0.039,0.082,0.0,0.0,0.0,0.0,0.786,0.786,ACC,0.9176,,0.9164,0.99,0.9365,
TCGA-PK-A5HB-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.001,0.105,0.026,0.0,0.0,0.001,0.0,0.774,0.774,ACC,0.9451,,0.9592,0.8,0.936,
TCGA-OR-A5JM-01A,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.04,0.048,0.037,0.012,0.0,0.0,0.001,0.0,0.858,0.858,ACC,0.9845,,1.0,0.95,0.9894,
TCGA-OR-A5JD-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.039,0.005,0.039,0.116,0.0,0.0,0.001,0.0,0.796,0.796,ACC,0.8785,,0.8042,0.9,0.8456,
TCGA-OR-A5LN-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.051,0.002,0.008,0.12,0.0,0.0,0.0,0.0,0.817,0.817,ACC,0.8308,,0.8385,0.8,0.836,
TCGA-OR-A5K6-01A,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.059,0.005,0.032,0.087,0.0,0.0,0.0,0.0,0.814,0.814,ACC,0.9241,,0.9185,0.95,0.9253,
TCGA-OR-A5JR-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.056,0.002,0.051,0.073,0.0,0.0,0.003,0.0,0.813,0.813,ACC,0.9133,,0.8399,0.85,0.8466,
TCGA-OR-A5L6-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.01,0.047,0.039,0.0,0.0,0.0,0.0,0.82,0.82,ACC,0.9065,,0.9121,0.95,0.9253,
TCGA-OR-A5JI-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.105,0.179,0.074,0.035,0.0,0.0,0.0,0.0,0.606,0.606,ACC,0.8346,,0.863,0.9,0.8738,
TCGA-OR-A5J2-01A,0.01,0.0,0.004,0.0,0.0,0.0,0.0,0.12,0.07,0.085,0.034,0.0,0.0,0.002,0.0,0.676,0.676,ACC,0.9175,,0.6174,0.95,0.8985,
TCGA-OR-A5LL-01A,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.047,0.063,0.058,0.03,0.0,0.0,0.007,0.0,0.792,0.792,ACC,0.9463,,0.8955,0.98,0.9253,
TCGA-OR-A5K1-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.134,0.001,0.14,0.023,0.001,0.0,0.0,0.0,0.698,0.698,ACC,0.9003,,0.8611,1.0,0.8752,
TCGA-PK-A5HA-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.101,0.002,0.09,0.173,0.0,0.0,0.001,0.0,0.632,0.632,ACC,0.7793,,0.8779,0.8,0.7913,
TCGA-OR-A5LR-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.089,0.02,0.107,0.036,0.002,0.0,0.001,0.0,0.743,0.743,ACC,0.9025,,0.9102,0.95,0.8806,
TCGA-OR-A5JX-01A,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.08,0.086,0.067,0.02,0.0,0.0,0.0,0.0,0.741,0.741,ACC,0.9264,,0.9663,1.0,0.97,
TCGA-OU-A5PI-01A,0.001,0.0,0.002,0.0,0.003,0.0,0.0,0.057,0.065,0.067,0.034,0.0,0.0,0.004,0.0,0.765,0.765,ACC,0.9435,,0.9848,0.95,0.9338,
TCGA-OR-A5JA-01A,0.006,0.0,0.003,0.0,0.001,0.0,0.0,0.049,0.001,0.078,0.032,0.002,0.0,0.001,0.0,0.825,0.825,ACC,0.9568,,0.9783,0.9,0.9518,
TCGA-OR-A5KY-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.063,0.036,0.055,0.084,0.0,0.0,0.001,0.0,0.759,0.759,ACC,0.909,,0.8969,0.8,0.887,
TCGA-OR-A5L9-01A,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.005,0.107,0.061,0.0,0.0,0.0,0.0,0.788,0.788,ACC,0.8106,,0.828,0.8,0.8327,
TCGA-PK-A5H9-01A,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.157,0.048,0.115,0.051,0.001,0.001,0.008,0.0,0.614,0.614,ACC,0.866,,0.8899,0.8,0.8285,
TCGA-OR-A5JK-01A,0.013,0.0,0.003,0.0,0.015,0.0,0.002,0.069,0.021,0.08,0.081,0.0,0.0,0.001,0.0,0.714,0.714,ACC,0.7793,,0.6584,0.99,0.7108,
TCGA-OR-A5LJ-01A,0.0,0.0,0.002,0.0,0.004,0.0,0.0,0.063,0.007,0.051,0.033,0.0,0.0,0.001,0.0,0.838,0.838,ACC,0.9541,,0.9402,0.98,0.9481,
TCGA-OR-A5K9-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.052,0.05,0.04,0.026,0.0,0.0,0.001,0.0,0.831,0.831,ACC,0.9599,,1.0,0.95,0.956,
TCGA-OR-A5LA-01A,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.005,0.067,0.094,0.002,0.0,0.0,0.0,0.739,0.739,ACC,0.7921,,0.7705,0.9,0.7651,
TCGA-OR-A5JP-01A,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.068,0.059,0.058,0.024,0.0,0.0,0.0,0.0,0.788,0.788,ACC,0.9493,,0.9762,0.95,0.9417,
TCGA-OR-A5LE-01A,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.06,0.002,0.058,0.009,0.0,0.0,0.0,0.0,0.866,0.866,ACC,0.9903,,0.9833,0.9,0.9973,
TCGA-OR-A5JB-01A,0.0,0.0,0.012,0.033,0.005,0.0,0.0,0.024,0.024,0.046,0.109,0.0,0.0,0.003,0.0,0.744,0.744,ACC,0.7634,,0.7555,0.99,0.7474,
TCGA-OR-A5J3-01A,0.002,0.0,0.001,0.0,0.002,0.0,0.0,0.046,0.013,0.036,0.018,0.0,0.0,0.0,0.0,0.881,0.881,ACC,0.967,,0.9249,0.8,0.9466,
TCGA-OR-A5JQ-01A,0.012,0.0,0.003,0.0,0.009,0.0,0.005,0.08,0.121,0.079,0.06,0.0,0.0,0.001,0.0,0.63,0.63,ACC,0.8306,,0.7785,0.95,0.7804,
TCGA-OR-A5J7-01A,0.0,0.0,0.002,0.0,0.004,0.0,0.0,0.099,0.001,0.072,0.026,0.0,0.0,0.0,0.0,0.795,0.795,ACC,0.9607,,0.9998,0.8,0.9571,
TCGA-OR-A5KZ-01A,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.122,0.056,0.129,0.023,0.0,0.0,0.0,0.0,0.665,0.665,ACC,0.9128,,0.9696,0.8,0.8921,
TCGA-OR-A5KW-01A,0.006,0.0,0.002,0.001,0.001,0.0,0.0,0.055,0.006,0.036,0.027,0.0,0.0,0.001,0.0,0.865,0.865,ACC,0.9629,,0.9194,1.0,0.9601,
TCGA-PA-A5YG-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.1,0.009,0.054,0.128,0.009,0.0,0.0,0.0,0.696,0.696,ACC,0.7785,,0.6674,0.9,0.7097,
TCGA-OR-A5J9-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.136,0.051,0.092,0.007,0.0,0.0,0.001,0.001,0.709,0.709,ACC,0.9501,,1.0,0.8,0.9428,
TCGA-OR-A5K4-01A,0.0,0.0,0.002,0.0,0.003,0.0,0.0,0.04,0.002,0.084,0.014,0.001,0.0,0.001,0.0,0.853,0.853,ACC,0.9852,,0.8771,0.97,0.9432,
TCGA-OR-A5K2-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.067,0.002,0.038,0.055,0.0,0.0,0.0,0.0,0.836,0.836,ACC,0.9336,,0.9863,1.0,0.97,
TCGA-OR-A5JO-01A,0.0,0.0,0.001,0.0,0.003,0.0,0.001,0.171,0.135,0.183,0.158,0.008,0.014,0.0,0.0,0.326,0.326,ACC,0.6099,,0.7451,0.9,0.7352,
TCGA-OR-A5KU-01A,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.039,0.118,0.064,0.01,0.0,0.0,0.003,0.0,0.759,0.759,ACC,0.9603,,0.9419,1.0,0.9665,
TCGA-OR-A5LB-01A,0.003,0.0,0.001,0.0,0.001,0.0,0.0,0.09,0.004,0.038,0.023,0.0,0.0,0.001,0.0,0.839,0.839,ACC,0.9787,,1.0,0.9,0.9816,
TCGA-OR-A5L8-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.072,0.089,0.011,0.0,0.0,0.002,0.0,0.752,0.752,ACC,0.9658,,1.0,0.9,0.964,
TCGA-OR-A5J8-01A,0.0,0.0,0.031,0.001,0.013,0.0,0.0,0.064,0.515,0.019,0.239,0.0,0.0,0.002,0.0,0.114,0.114,ACC,0.4893,,0.6211,0.8,0.5895,
TCGA-OR-A5LS-01A,0.008,0.0,0.002,0.0,0.003,0.0,0.0,0.066,0.002,0.035,0.023,0.0,0.0,0.003,0.0,0.859,0.859,ACC,0.9774,,0.9788,0.95,0.9798,
TCGA-OR-A5JW-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.002,0.051,0.042,0.0,0.0,0.006,0.0,0.796,0.796,ACC,0.9433,,0.9414,1.0,0.9659,
TCGA-OR-A5JC-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.089,0.009,0.082,0.033,0.0,0.0,0.001,0.0,0.784,0.784,ACC,0.9265,,0.9277,0.9,0.9107,
TCGA-OR-A5LP-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.006,0.108,0.094,0.0,0.0,0.002,0.0,0.667,0.667,ACC,0.8118,,0.7831,0.9,0.7799,
TCGA-OR-A5J1-01A,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.063,0.008,0.079,0.049,0.0,0.0,0.0,0.0,0.799,0.799,ACC,0.9368,,0.9774,0.8,0.9246,
TCGA-OR-A5K0-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.034,0.014,0.032,0.024,0.0,0.0,0.002,0.0,0.892,0.892,ACC,0.9701,,1.0,1.0,0.97,
TCGA-OR-A5K8-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.014,0.042,0.021,0.0,0.0,0.0,0.0,0.869,0.869,ACC,0.9524,,0.9699,0.97,0.9459,
TCGA-OR-A5L5-01A,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.08,0.122,0.083,0.104,0.005,0.0,0.0,0.0,0.6,0.6,ACC,0.8194,,0.7538,0.95,0.7653,
TCGA-OR-A5KT-01A,0.007,0.0,0.008,0.001,0.003,0.0,0.0,0.16,0.069,0.107,0.149,0.0,0.0,0.005,0.0,0.49,0.49,ACC,0.7383,,0.7789,1.0,0.775,
TCGA-OR-A5JF-01A,0.002,0.0,0.001,0.0,0.002,0.0,0.0,0.09,0.056,0.039,0.018,0.0,0.0,0.0,0.0,0.791,0.791,ACC,0.9571,,0.9064,0.95,0.9253,
TCGA-OR-A5L4-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.002,0.085,0.035,0.0,0.0,0.0,0.0,0.738,0.738,ACC,0.9096,,0.9557,0.95,0.8877,
TCGA-OR-A5JS-01A,0.007,0.0,0.002,0.0,0.001,0.0,0.0,0.083,0.018,0.039,0.014,0.001,0.0,0.001,0.0,0.833,0.833,ACC,0.9709,,0.9821,0.85,0.971,
TCGA-OR-A5K5-01A,0.006,0.0,0.003,0.0,0.003,0.0,0.0,0.044,0.033,0.038,0.032,0.0,0.0,0.0,0.0,0.84,0.84,ACC,0.9649,,1.0,0.9,0.9629,
TCGA-OR-A5JG-01A,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.064,0.011,0.005,0.063,0.0,0.0,0.0,0.0,0.853,0.853,ACC,0.9344,,1.0,0.99,0.961,
TCGA-PK-A5H8-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.061,0.095,0.013,0.0,0.003,0.0,0.765,0.765,ACC,0.9285,,0.9699,0.8,0.9134,
