,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-C8-A278-01A,0.048,0.005,0.033,0.007,0.024,0.0,0.004,0.02,0.123,0.003,0.135,0.006,0.0,0.003,0.001,0.589,0.589,BRCA,0.5981,0.25,0.5715,0.6,0.498,
TCGA-A7-A425-01A,0.002,0.0,0.008,0.001,0.006,0.0,0.017,0.066,0.162,0.028,0.096,0.01,0.006,0.017,0.008,0.573,0.573,BRCA,0.7181,,0.8115,0.85,0.8133,
TCGA-E2-A15H-01A,0.005,0.0,0.006,0.008,0.0,0.0,0.003,0.02,0.148,0.012,0.041,0.003,0.0,0.0,0.0,0.754,0.754,BRCA,0.8727,0.54,,0.75,0.6749,
TCGA-A8-A06N-01A,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.013,0.0,0.01,0.016,0.0,0.0,0.0,0.0,0.959,0.959,BRCA,0.9755,0.83,,0.875,0.9499,
TCGA-E2-A570-01A,0.0,0.0,0.013,0.001,0.001,0.0,0.0,0.032,0.299,0.018,0.011,0.006,0.0,0.011,0.012,0.596,0.596,BRCA,0.7985,,0.8867,0.7,0.7913,
TCGA-BH-A1FL-01A,0.001,0.012,0.018,0.0,0.017,0.0,0.001,0.047,0.114,0.024,0.022,0.015,0.0,0.0,0.0,0.73,0.73,BRCA,0.8689,0.83,0.9371,0.9,0.8912,
TCGA-E2-A56Z-01A,0.003,0.0,0.012,0.006,0.001,0.0,0.001,0.025,0.073,0.029,0.011,0.001,0.0,0.001,0.0,0.837,0.837,BRCA,0.9012,,0.9317,0.9,0.8763,
TCGA-E9-A1RI-01A,0.004,0.0,0.018,0.0,0.007,0.0,0.0,0.028,0.342,0.006,0.08,0.004,0.0,0.0,0.0,0.51,0.51,BRCA,0.7201,0.59,0.8568,0.9,0.6764,
TCGA-BH-A0DP-01A,0.005,0.004,0.019,0.0,0.019,0.0,0.015,0.052,0.275,0.011,0.09,0.01,0.0,0.005,0.0,0.495,0.495,BRCA,0.7037,0.42,0.8565,0.7,0.655,
TCGA-AR-A0U3-01A,0.003,0.0,0.017,0.004,0.0,0.0,0.005,0.036,0.047,0.01,0.028,0.0,0.0,0.001,0.0,0.849,0.849,BRCA,0.8954,0.79,0.943,0.775,0.8902,
TCGA-BH-A18L-01A,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.033,0.0,0.022,0.03,0.0,0.0,0.005,0.0,0.904,0.904,BRCA,0.927,0.81,,0.8,0.9113,
TCGA-A7-A3J1-01A,0.008,0.022,0.034,0.007,0.031,0.0,0.065,0.087,0.177,0.03,0.099,0.013,0.005,0.005,0.0,0.418,0.418,BRCA,0.6212,0.55,0.7271,0.9,0.6485,
TCGA-AC-A6IW-01A,0.0,0.0,0.042,0.003,0.02,0.0,0.086,0.011,0.03,0.005,0.163,0.0,0.0,0.0,0.0,0.639,0.639,BRCA,0.6552,,0.5345,0.6,0.5423,
TCGA-AC-A3YI-01A,0.003,0.001,0.006,0.0,0.012,0.0,0.019,0.104,0.342,0.038,0.051,0.009,0.0,0.008,0.002,0.405,0.405,BRCA,0.7028,,0.7162,0.8,0.607,
TCGA-D8-A1XG-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.018,0.13,0.028,0.042,0.0,0.0,0.017,0.0,0.76,0.76,BRCA,0.8763,0.83,0.9269,0.85,0.8957,
TCGA-A8-A082-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.01,0.098,0.001,0.066,0.003,0.0,0.0,0.0,0.821,0.821,BRCA,0.8146,0.82,,0.9,0.7587,
TCGA-OL-A5RU-01A,0.04,0.032,0.033,0.0,0.04,0.0,0.051,0.067,0.097,0.029,0.047,0.008,0.0,0.0,0.0,0.557,0.557,BRCA,0.702,,0.6242,0.65,0.6058,
TCGA-BH-A0HA-01A,0.007,0.0,0.042,0.0,0.019,0.0,0.029,0.06,0.284,0.018,0.054,0.006,0.0,0.0,0.0,0.48,0.48,BRCA,0.6418,0.74,0.9258,0.725,0.7386,
TCGA-A2-A3XS-01A,0.007,0.006,0.022,0.0,0.009,0.002,0.021,0.044,0.082,0.024,0.035,0.003,0.005,0.0,0.0,0.739,0.739,BRCA,0.8091,,0.7879,0.68,0.7855,
