,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-EL-A3D0-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.767,0.001,0.122,0.031,0.047,0.03,0.0,0.0,0.0,0.0,THCA,0.8697,,0.9955,0.65,0.8336,
TCGA-J8-A4HY-01A,0.003,0.0,0.003,0.002,0.0,0.0,0.751,0.021,0.082,0.001,0.064,0.068,0.0,0.005,0.0,0.0,THCA,0.902,,0.9423,0.95,0.8775,
TCGA-L6-A4ET-01A,0.001,0.0,0.0,0.006,0.0,0.0,0.81,0.012,0.114,0.0,0.041,0.014,0.0,0.001,0.0,0.0,THCA,0.9602,,1.0,0.99,0.97,
TCGA-DE-A4MC-01A,0.0,0.0,0.046,0.019,0.0,0.0,0.709,0.084,0.088,0.016,0.013,0.023,0.0,0.0,0.0,0.0,THCA,0.8296,,0.8248,1.0,0.7913,
TCGA-ET-A25K-01A,0.003,0.0,0.005,0.0,0.0,0.0,0.592,0.001,0.254,0.031,0.075,0.038,0.001,0.0,0.0,0.0,THCA,0.888,,0.9205,0.85,0.8584,
TCGA-DJ-A3UU-01A,0.022,0.0,0.02,0.016,0.001,0.0,0.576,0.048,0.132,0.096,0.023,0.064,0.0,0.0,0.0,0.0,THCA,0.8013,,0.9295,0.8,0.7913,
TCGA-EM-A1YA-01A,0.006,0.0,0.0,0.0,0.0,0.0,0.751,0.002,0.104,0.0,0.109,0.025,0.0,0.002,0.0,0.0,THCA,0.9461,,0.8892,0.9,0.9046,
TCGA-CE-A483-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.0,0.111,0.0,0.04,0.034,0.0,0.0,0.0,0.0,THCA,0.9403,,1.0,1.0,0.9294,
TCGA-DJ-A3VD-01A,0.033,0.056,0.046,0.017,0.005,0.0,0.387,0.089,0.091,0.175,0.007,0.092,0.0,0.0,0.0,0.0,THCA,0.5967,,0.6114,0.75,0.4628,
TCGA-BJ-A28S-01A,0.002,0.0,0.0,0.001,0.0,0.0,0.694,0.0,0.176,0.0,0.113,0.013,0.0,0.001,0.001,0.0,THCA,0.9475,,1.0,0.9,0.9392,
TCGA-FY-A3R9-01A,0.013,0.0,0.0,0.0,0.0,0.0,0.765,0.008,0.094,0.0,0.114,0.005,0.0,0.0,0.0,0.0,THCA,0.9384,,0.9456,0.88,0.9269,
TCGA-FY-A3R8-01A,0.0,0.0,0.006,0.0,0.0,0.0,0.712,0.041,0.097,0.029,0.007,0.106,0.001,0.0,0.0,0.0,THCA,0.8334,,0.8731,0.9,0.8857,
TCGA-DJ-A3V2-01A,0.041,0.013,0.029,0.032,0.016,0.0,0.497,0.036,0.121,0.038,0.027,0.148,0.0,0.001,0.001,0.0,THCA,0.6876,,0.7666,0.85,0.7605,
TCGA-ET-A25L-01A,0.0,0.0,0.015,0.0,0.0,0.0,0.612,0.05,0.103,0.121,0.017,0.079,0.002,0.0,0.0,0.0,THCA,0.8058,,0.8754,0.8,0.7468,
TCGA-EL-A3D1-01A,0.002,0.0,0.013,0.0,0.0,0.0,0.697,0.026,0.112,0.025,0.05,0.072,0.0,0.0,0.001,0.0,THCA,0.8547,,0.9675,0.9,0.8132,
TCGA-FY-A3I4-01A,0.011,0.0,0.017,0.001,0.0,0.0,0.513,0.026,0.17,0.128,0.042,0.089,0.0,0.001,0.001,0.0,THCA,0.7806,,0.8779,0.9,0.8913,
TCGA-BJ-A28T-01A,0.089,0.041,0.045,0.041,0.041,0.0,0.282,0.079,0.132,0.107,0.025,0.115,0.001,0.002,0.001,0.001,THCA,0.5563,,0.6543,0.6,0.408,
TCGA-MK-A4N6-01A,0.005,0.0,0.008,0.001,0.0,0.0,0.758,0.013,0.051,0.023,0.015,0.127,0.0,0.0,0.0,0.0,THCA,0.8027,,0.8057,0.8,0.8064,
TCGA-DJ-A3V8-01A,0.004,0.0,0.002,0.0,0.0,0.0,0.803,0.022,0.079,0.012,0.026,0.052,0.0,0.0,0.0,0.0,THCA,0.9085,,0.8919,1.0,0.8862,
TCGA-DJ-A1QI-01A,0.006,0.0,0.014,0.004,0.001,0.0,0.658,0.021,0.142,0.072,0.018,0.064,0.0,0.0,0.0,0.0,THCA,0.875,,0.8699,0.7,0.8407,
TCGA-EL-A3H8-01A,0.002,0.0,0.004,0.0,0.0,0.0,0.731,0.015,0.159,0.037,0.02,0.031,0.001,0.0,0.0,0.0,THCA,0.913,,0.9509,0.8,0.9253,
TCGA-EM-A3O3-01A,0.039,0.0,0.038,0.002,0.002,0.0,0.67,0.093,0.018,0.036,0.0,0.099,0.0,0.0,0.003,0.0,THCA,0.7506,,0.667,1.0,0.6434,
TCGA-IM-A3U3-01A,0.01,0.0,0.013,0.001,0.0,0.0,0.712,0.05,0.096,0.029,0.029,0.058,0.0,0.0,0.0,0.0,THCA,0.8606,,0.8984,0.85,0.8806,
TCGA-BJ-A191-01A,0.039,0.002,0.011,0.014,0.016,0.0,0.761,0.006,0.089,0.015,0.027,0.018,0.0,0.0,0.0,0.0,THCA,0.9371,,0.9858,0.95,0.9253,
TCGA-E8-A3X7-01A,0.0,0.0,0.006,0.001,0.0,0.0,0.773,0.037,0.077,0.047,0.021,0.038,0.0,0.0,0.0,0.0,THCA,0.848,,0.8866,1.0,0.836,
TCGA-FY-A3YR-01A,0.001,0.0,0.009,0.0,0.0,0.0,0.796,0.039,0.072,0.034,0.018,0.03,0.0,0.0,0.0,0.0,THCA,0.8417,,0.9268,0.7,0.8806,
TCGA-KS-A41I-01A,0.015,0.0,0.0,0.001,0.0,0.0,0.613,0.032,0.087,0.0,0.14,0.109,0.0,0.0,0.001,0.0,THCA,0.8044,,0.897,1.0,0.7466,
TCGA-EL-A3CS-01A,0.001,0.0,0.0,0.0,0.0,0.0,0.792,0.013,0.073,0.014,0.084,0.021,0.0,0.001,0.0,0.0,THCA,0.9248,,0.9775,0.92,0.9253,
TCGA-EL-A3GU-01A,0.001,0.0,0.002,0.0,0.0,0.0,0.639,0.051,0.108,0.106,0.064,0.028,0.0,0.0,0.0,0.0,THCA,0.8205,,0.9309,0.85,0.7668,
TCGA-EM-A1CU-01A,0.001,0.0,0.008,0.0,0.0,0.0,0.75,0.009,0.146,0.021,0.001,0.062,0.0,0.0,0.0,0.0,THCA,0.9,,0.8564,0.9,0.8661,
TCGA-H2-A26U-01A,0.02,0.001,0.042,0.016,0.015,0.0,0.424,0.079,0.09,0.131,0.013,0.167,0.0,0.001,0.0,0.0,THCA,0.6048,,0.7056,0.85,0.6888,
TCGA-DJ-A2PT-01A,0.0,0.0,0.024,0.0,0.001,0.0,0.611,0.09,0.063,0.083,0.005,0.12,0.001,0.0,0.001,0.0,THCA,0.7058,,0.7047,1.0,0.6877,
TCGA-DJ-A2Q7-01A,0.025,0.0,0.018,0.011,0.0,0.0,0.6,0.021,0.177,0.031,0.047,0.069,0.0,0.001,0.0,0.0,THCA,0.8449,,0.9177,0.85,0.7999,
TCGA-ET-A3BV-01A,0.001,0.0,0.046,0.0,0.0,0.0,0.462,0.085,0.042,0.324,0.001,0.028,0.011,0.0,0.0,0.0,THCA,0.7483,,0.7253,0.7,0.7019,
TCGA-EL-A3ZL-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.665,0.015,0.113,0.014,0.139,0.051,0.0,0.0,0.0,0.0,THCA,0.8665,,0.9718,0.6,0.97,
TCGA-CE-A13K-01A,0.005,0.0,0.013,0.003,0.008,0.0,0.559,0.017,0.238,0.013,0.095,0.045,0.002,0.0,0.001,0.0,THCA,0.8756,,0.922,0.85,0.9431,
TCGA-DJ-A3UQ-01A,0.001,0.0,0.029,0.0,0.0,0.0,0.559,0.071,0.082,0.204,0.005,0.047,0.002,0.0,0.0,0.0,THCA,0.7612,,0.829,0.85,0.8339,
TCGA-BJ-A45H-01A,0.013,0.0,0.013,0.005,0.002,0.0,0.651,0.019,0.15,0.047,0.034,0.066,0.001,0.0,0.0,0.0,THCA,0.842,,0.9341,0.8,0.9573,
TCGA-L6-A4EU-01A,0.001,0.0,0.007,0.0,0.0,0.0,0.735,0.078,0.061,0.041,0.011,0.064,0.001,0.0,0.0,0.0,THCA,0.8016,,0.8826,0.95,0.8968,
TCGA-DJ-A3VM-01A,0.001,0.001,0.001,0.0,0.0,0.0,0.74,0.001,0.15,0.001,0.079,0.025,0.0,0.0,0.0,0.0,THCA,0.938,,0.9513,0.97,0.9264,
TCGA-H2-A3RH-01A,0.006,0.0,0.003,0.002,0.001,0.0,0.734,0.002,0.127,0.016,0.056,0.048,0.003,0.0,0.001,0.0,THCA,0.9261,,0.9532,1.0,0.9101,
TCGA-EL-A3ZR-01A,0.009,0.0,0.0,0.003,0.0,0.0,0.781,0.0,0.149,0.0,0.054,0.004,0.0,0.0,0.0,0.0,THCA,0.9529,,1.0,0.95,0.9465,
TCGA-BJ-A291-01A,0.005,0.0,0.001,0.0,0.004,0.0,0.638,0.004,0.215,0.003,0.117,0.011,0.0,0.001,0.002,0.0,THCA,0.919,,0.9186,0.92,0.9253,
TCGA-MK-A4N9-01A,0.001,0.0,0.003,0.013,0.0,0.0,0.737,0.012,0.147,0.014,0.048,0.024,0.0,0.0,0.0,0.0,THCA,0.9197,,0.926,0.8,0.9015,
TCGA-EL-A3MZ-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.76,0.02,0.109,0.047,0.012,0.048,0.0,0.0,0.0,0.0,THCA,0.8256,,0.8721,1.0,0.8845,
TCGA-EM-A2CP-01A,0.111,0.005,0.044,0.03,0.027,0.0,0.298,0.038,0.175,0.024,0.055,0.184,0.0,0.006,0.002,0.0,THCA,0.6239,,0.5451,0.85,0.5002,
TCGA-DJ-A2PZ-01A,0.0,0.0,0.006,0.0,0.0,0.0,0.673,0.049,0.107,0.05,0.024,0.087,0.0,0.001,0.0,0.0,THCA,0.852,,0.913,0.65,0.836,
TCGA-EL-A3ZG-01A,0.002,0.0,0.0,0.004,0.0,0.0,0.755,0.0,0.125,0.0,0.089,0.023,0.0,0.001,0.0,0.0,THCA,0.9239,,0.9622,1.0,0.9071,
TCGA-FE-A3PC-01A,0.005,0.0,0.0,0.001,0.0,0.0,0.742,0.013,0.054,0.0,0.089,0.094,0.0,0.0,0.0,0.0,THCA,0.8679,,0.9751,1.0,0.8312,
TCGA-BJ-A0YZ-01A,0.014,0.0,0.0,0.0,0.0,0.0,0.664,0.0,0.131,0.012,0.149,0.029,0.001,0.0,0.0,0.0,THCA,0.9108,,0.8414,0.965,0.8485,
TCGA-DJ-A13M-01A,0.017,0.0,0.0,0.001,0.0,0.0,0.837,0.001,0.088,0.0,0.032,0.022,0.0,0.0,0.001,0.0,THCA,0.9542,,0.9311,0.95,0.9538,
TCGA-EM-A3OA-01A,0.05,0.0,0.0,0.0,0.0,0.0,0.781,0.002,0.121,0.0,0.042,0.001,0.0,0.002,0.002,0.0,THCA,0.9672,,0.9581,1.0,0.966,
TCGA-J8-A3YE-01A,0.001,0.0,0.0,0.002,0.0,0.0,0.89,0.001,0.048,0.0,0.04,0.018,0.0,0.001,0.0,0.0,THCA,0.965,,1.0,1.0,0.97,
TCGA-BJ-A0Z9-01A,0.002,0.0,0.007,0.0,0.0,0.0,0.838,0.024,0.022,0.009,0.01,0.088,0.0,0.0,0.0,0.0,THCA,0.8925,,0.793,0.8,0.7915,
TCGA-EL-A3CW-01A,0.065,0.084,0.039,0.002,0.036,0.001,0.43,0.038,0.125,0.071,0.048,0.059,0.001,0.001,0.0,0.0,THCA,0.7443,,0.6828,0.85,0.662,
