,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-32-2616-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.789,0.0,0.027,0.0,0.008,0.17,0.0,0.0,0.004,0.0,GBM,0.8667,0.82,,0.85,0.836,
TCGA-32-1980-01A,0.0,0.001,0.015,0.0,0.005,0.0,0.568,0.003,0.095,0.017,0.034,0.248,0.002,0.005,0.006,0.001,GBM,0.7042,,0.7362,0.3,0.6089,
TCGA-28-2514-01A,0.001,0.001,0.001,0.001,0.0,0.0,0.78,0.006,0.094,0.0,0.023,0.082,0.001,0.003,0.006,0.0,GBM,0.9072,0.88,,0.8,0.8845,
TCGA-06-0644-01A,0.001,0.0,0.025,0.0,0.0,0.0,0.567,0.0,0.057,0.152,0.001,0.195,0.002,0.0,0.0,0.0,GBM,0.6744,0.64,,0.95,0.7697,
TCGA-06-1804-01A,0.001,0.001,0.003,0.001,0.002,0.0,0.823,0.005,0.054,0.005,0.006,0.081,0.003,0.003,0.012,0.0,GBM,0.8919,0.82,0.7974,0.675,0.8302,
TCGA-41-2571-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.001,0.031,0.0,0.011,0.096,0.002,0.005,0.004,0.0,GBM,0.9268,0.78,,0.8,0.9025,
TCGA-19-2619-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.811,0.0,0.087,0.003,0.025,0.066,0.002,0.001,0.004,0.0,GBM,0.9061,0.89,,0.85,0.97,
TCGA-27-1837-01A,0.001,0.0,0.001,0.0,0.0,0.0,0.749,0.006,0.07,0.004,0.007,0.153,0.005,0.003,0.002,0.0,GBM,0.8521,0.82,,0.875,0.8097,
TCGA-27-1832-01A,0.0,0.0,0.012,0.005,0.001,0.0,0.653,0.01,0.036,0.041,0.012,0.226,0.0,0.001,0.001,0.0,GBM,0.7211,0.6,,0.95,0.7318,
TCGA-06-0686-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.768,0.006,0.066,0.001,0.026,0.124,0.002,0.002,0.002,0.0,GBM,0.8824,0.75,,0.925,0.8508,
TCGA-06-5856-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.757,0.001,0.072,0.005,0.014,0.144,0.0,0.002,0.002,0.0,GBM,0.8253,0.76,0.8303,0.85,0.8356,
TCGA-28-1753-01A,0.0,0.0,0.004,0.0,0.0,0.0,0.513,0.006,0.102,0.048,0.033,0.289,0.002,0.002,0.001,0.0,GBM,0.6715,0.62,,0.9,0.7508,
TCGA-28-5218-01A,0.0,0.0,0.037,0.005,0.001,0.0,0.179,0.001,0.122,0.432,0.002,0.22,0.0,0.001,0.001,0.0,GBM,0.5645,0.6,0.6162,0.8,0.6578,
TCGA-32-1970-01A,0.0,0.001,0.001,0.0,0.001,0.0,0.821,0.003,0.063,0.002,0.014,0.084,0.001,0.003,0.005,0.0,GBM,0.9012,0.87,,0.875,0.8763,
TCGA-28-5204-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.781,0.001,0.081,0.004,0.011,0.118,0.001,0.001,0.002,0.0,GBM,0.8696,0.89,0.9436,0.85,0.9022,
TCGA-12-3653-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.771,0.001,0.063,0.0,0.003,0.158,0.0,0.0,0.003,0.0,GBM,0.8653,0.92,,0.85,0.8276,
TCGA-06-0187-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.731,0.0,0.074,0.006,0.003,0.181,0.001,0.001,0.003,0.0,GBM,0.8154,0.87,,1.0,0.9253,
TCGA-19-2624-01A,0.0,0.0,0.0,0.002,0.0,0.0,0.886,0.001,0.069,0.0,0.002,0.035,0.002,0.0,0.002,0.0,GBM,0.9757,0.94,,0.85,0.9775,
TCGA-12-3652-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.0,0.032,0.0,0.008,0.044,0.0,0.0,0.0,0.0,GBM,0.9378,0.92,,0.85,0.926,
TCGA-12-5299-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.777,0.0,0.044,0.004,0.01,0.16,0.002,0.0,0.001,0.0,GBM,0.8403,0.91,1.0,0.8,0.9716,
TCGA-06-0749-01A,0.0,0.001,0.003,0.0,0.001,0.0,0.649,0.002,0.063,0.0,0.018,0.253,0.003,0.001,0.006,0.0,GBM,0.8034,0.57,,0.825,0.7436,
TCGA-06-0158-01A,0.0,0.0,0.002,0.0,0.001,0.0,0.7,0.009,0.076,0.005,0.02,0.178,0.001,0.002,0.005,0.0,GBM,0.8152,0.79,,0.975,0.7596,
TCGA-19-1390-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.892,0.0,0.031,0.0,0.004,0.067,0.0,0.001,0.004,0.0,GBM,0.9535,0.91,,1.0,0.9474,
TCGA-28-2510-01A,0.0,0.001,0.009,0.0,0.004,0.0,0.737,0.001,0.081,0.002,0.056,0.096,0.002,0.003,0.007,0.001,GBM,0.8812,0.3,0.7176,0.35,0.5752,
TCGA-32-2615-01A,0.0,0.0,0.006,0.001,0.003,0.0,0.697,0.002,0.055,0.028,0.014,0.185,0.0,0.003,0.005,0.0,GBM,0.7857,0.84,,0.85,0.836,
TCGA-76-4929-01A,0.0,0.0,0.003,0.0,0.0,0.0,0.792,0.0,0.045,0.01,0.013,0.128,0.003,0.002,0.003,0.0,GBM,0.8822,0.8,0.8239,0.8,0.8391,
TCGA-06-0178-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.779,0.0,0.025,0.0,0.014,0.174,0.001,0.004,0.003,0.0,GBM,0.823,,,1.0,0.8589,
TCGA-41-5651-01A,0.0,0.004,0.0,0.001,0.0,0.0,0.872,0.003,0.058,0.001,0.012,0.042,0.001,0.003,0.002,0.0,GBM,0.9559,0.96,0.9819,0.8,0.9753,
TCGA-14-2554-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.718,0.001,0.069,0.001,0.016,0.188,0.002,0.001,0.002,0.0,GBM,0.7828,0.81,,0.825,0.7913,
TCGA-06-2559-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.789,0.001,0.072,0.002,0.018,0.113,0.002,0.001,0.002,0.0,GBM,0.8675,0.9,,0.85,0.8305,
TCGA-14-0787-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.774,0.002,0.045,0.002,0.007,0.165,0.001,0.0,0.003,0.0,GBM,0.853,0.85,,0.95,0.9253,
TCGA-12-0618-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.876,0.009,0.039,0.0,0.008,0.059,0.002,0.002,0.004,0.0,GBM,0.9509,0.96,,1.0,0.9439,
TCGA-14-1034-01A,0.0,0.0,0.006,0.0,0.0,0.0,0.704,0.0,0.059,0.015,0.002,0.213,0.0,0.0,0.0,0.0,GBM,0.7664,0.54,,1.0,0.6932,
TCGA-06-0743-01A,0.001,0.0,0.001,0.0,0.0,0.0,0.778,0.01,0.072,0.002,0.012,0.118,0.001,0.003,0.003,0.0,GBM,0.8568,0.85,,1.0,0.8161,
TCGA-16-1045-01B,0.0,0.0,0.013,0.0,0.0,0.0,0.476,0.0,0.096,0.032,0.019,0.36,0.001,0.001,0.003,0.0,GBM,0.6134,0.65,,0.95,0.7792,
TCGA-76-4927-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.642,0.0,0.108,0.026,0.029,0.188,0.002,0.002,0.0,0.0,GBM,0.7695,,0.8049,0.7,0.8055,
TCGA-32-2638-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.621,0.001,0.087,0.016,0.03,0.238,0.0,0.001,0.002,0.0,GBM,0.7381,0.83,,0.825,0.836,
TCGA-14-1825-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.842,0.002,0.061,0.002,0.012,0.074,0.004,0.002,0.001,0.0,GBM,0.9402,0.88,,0.95,0.9293,
