,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-39-5011-01A,0.005,0.003,0.015,0.044,0.003,0.0,0.658,0.013,0.02,0.042,0.002,0.194,0.0,0.0,0.001,0.0,LUSC,0.6412,0.43,0.4393,0.8,0.5233,
TCGA-56-7580-01A,0.037,0.0,0.004,0.014,0.0,0.0,0.844,0.0,0.019,0.064,0.0,0.014,0.001,0.0,0.002,0.0,LUSC,0.8897,0.37,0.5797,0.6,0.666,
TCGA-98-8023-01A,0.043,0.001,0.016,0.019,0.004,0.0,0.592,0.032,0.032,0.162,0.001,0.095,0.001,0.001,0.0,0.0,LUSC,0.6305,0.29,0.4953,0.7,0.4752,
TCGA-33-4586-01A,0.006,0.0,0.0,0.005,0.001,0.0,0.872,0.005,0.016,0.057,0.005,0.032,0.0,0.0,0.0,0.0,LUSC,0.9085,0.42,0.6108,0.65,0.5774,
TCGA-58-8388-01A,0.008,0.001,0.015,0.02,0.018,0.0,0.569,0.03,0.05,0.18,0.019,0.086,0.001,0.001,0.0,0.0,LUSC,0.7202,,0.7703,0.785,0.6977,
TCGA-77-A5G3-01A,0.001,0.0,0.002,0.018,0.013,0.0,0.828,0.007,0.015,0.078,0.001,0.033,0.002,0.0,0.0,0.0,LUSC,0.8952,,0.8155,0.95,0.8179,
TCGA-85-8071-01A,0.006,0.0,0.004,0.026,0.0,0.0,0.892,0.01,0.014,0.035,0.002,0.004,0.003,0.004,0.0,0.0,LUSC,0.9316,0.87,0.5094,0.85,0.9177,
TCGA-33-A4WN-01A,0.025,0.002,0.007,0.003,0.002,0.0,0.84,0.018,0.012,0.067,0.001,0.02,0.002,0.0,0.0,0.0,LUSC,0.9128,,0.5628,0.9,0.7913,
TCGA-77-7141-01A,0.008,0.002,0.006,0.004,0.008,0.0,0.833,0.003,0.044,0.028,0.02,0.04,0.003,0.0,0.0,0.0,LUSC,0.9193,0.44,0.7972,0.775,0.7965,
TCGA-60-2716-01A,0.0,0.0,0.001,0.004,0.0,0.0,0.958,0.007,0.018,0.006,0.0,0.004,0.001,0.001,0.0,0.0,LUSC,0.9728,,,0.825,0.7931,
TCGA-85-7844-01A,0.023,0.0,0.006,0.014,0.001,0.0,0.634,0.015,0.062,0.169,0.009,0.061,0.004,0.001,0.001,0.0,LUSC,0.7611,0.33,0.6425,0.7,0.6146,
TCGA-98-A53H-01A,0.021,0.032,0.024,0.006,0.011,0.003,0.358,0.052,0.116,0.229,0.06,0.078,0.006,0.002,0.001,0.002,LUSC,0.5303,,0.4496,0.8,0.3879,
TCGA-37-A5EM-01A,0.006,0.0,0.007,0.014,0.003,0.0,0.606,0.03,0.038,0.206,0.001,0.085,0.003,0.0,0.001,0.001,LUSC,0.6633,,0.6766,0.8,0.604,
TCGA-63-A5MU-01A,0.005,0.0,0.001,0.013,0.0,0.0,0.891,0.005,0.022,0.055,0.001,0.003,0.003,0.0,0.001,0.0,LUSC,0.9704,,0.8008,0.75,0.8006,
TCGA-39-5016-01A,0.003,0.012,0.017,0.015,0.001,0.0,0.795,0.021,0.023,0.032,0.0,0.079,0.001,0.001,0.0,0.0,LUSC,0.8189,0.51,0.734,0.75,0.7433,
TCGA-33-4582-01A,0.004,0.0,0.001,0.005,0.003,0.0,0.909,0.001,0.004,0.045,0.001,0.027,0.001,0.0,0.0,0.0,LUSC,0.9504,0.54,0.6978,0.675,0.6796,
TCGA-85-8666-01A,0.003,0.0,0.01,0.005,0.003,0.0,0.711,0.015,0.044,0.108,0.013,0.068,0.002,0.0,0.001,0.016,LUSC,0.7236,,0.5586,0.575,0.6352,
TCGA-66-2791-01A,0.038,0.007,0.014,0.014,0.016,0.0,0.601,0.01,0.022,0.13,0.006,0.13,0.004,0.006,0.001,0.001,LUSC,0.6343,,,0.7,0.6526,
TCGA-6A-AB49-01A,0.0,0.0,0.0,0.015,0.0,0.0,0.974,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LUSC,0.9782,,,0.8,0.7967,
TCGA-66-2782-01A,0.024,0.002,0.008,0.015,0.0,0.0,0.701,0.012,0.029,0.098,0.005,0.081,0.001,0.004,0.019,0.001,LUSC,0.6814,0.35,,0.75,0.5779,
TCGA-39-5036-01A,0.01,0.0,0.001,0.006,0.006,0.0,0.927,0.006,0.011,0.002,0.002,0.027,0.0,0.0,0.0,0.0,LUSC,0.95,0.64,0.7558,0.725,0.7588,
TCGA-NK-A5CX-01A,0.017,0.0,0.006,0.023,0.005,0.0,0.718,0.012,0.041,0.118,0.001,0.055,0.002,0.001,0.001,0.0,LUSC,0.7655,,0.6073,0.8,0.6126,
TCGA-77-8154-01A,0.001,0.001,0.0,0.004,0.011,0.0,0.823,0.006,0.032,0.107,0.0,0.011,0.003,0.0,0.0,0.0,LUSC,0.9516,0.68,0.6713,0.75,0.8077,
TCGA-37-4132-01A,0.091,0.001,0.008,0.013,0.016,0.0,0.707,0.0,0.017,0.072,0.008,0.064,0.001,0.0,0.001,0.0,LUSC,0.7722,0.63,,0.75,0.7019,
TCGA-98-8020-01A,0.016,0.0,0.007,0.018,0.002,0.0,0.69,0.014,0.073,0.13,0.002,0.047,0.0,0.0,0.0,0.0,LUSC,0.7277,0.46,0.4754,0.8,0.5991,
TCGA-56-A5DS-01A,0.039,0.014,0.017,0.008,0.015,0.0,0.704,0.025,0.035,0.083,0.01,0.024,0.007,0.001,0.012,0.005,LUSC,0.8132,,0.4649,0.7,0.5814,
TCGA-60-2707-01A,0.01,0.0,0.002,0.008,0.0,0.0,0.669,0.008,0.045,0.178,0.001,0.055,0.001,0.001,0.019,0.001,LUSC,0.7195,0.43,,0.7,0.6296,
TCGA-66-2734-01A,0.002,0.0,0.003,0.003,0.001,0.0,0.716,0.017,0.038,0.099,0.003,0.082,0.001,0.001,0.032,0.001,LUSC,0.6814,0.22,,0.7,0.5779,
TCGA-66-2742-01A,0.026,0.001,0.004,0.005,0.008,0.0,0.755,0.007,0.045,0.062,0.012,0.051,0.003,0.0,0.019,0.0,LUSC,0.7986,0.45,,0.85,0.737,
TCGA-22-5481-01A,0.049,0.004,0.002,0.017,0.066,0.0,0.715,0.054,0.006,0.041,0.001,0.043,0.001,0.0,0.0,0.0,LUSC,0.8219,0.69,0.5504,0.8,0.7686,
TCGA-21-5787-01A,0.026,0.0,0.013,0.076,0.004,0.0,0.673,0.0,0.054,0.07,0.011,0.071,0.001,0.0,0.0,0.0,LUSC,0.6725,0.5,0.6508,0.75,0.614,
TCGA-66-2783-01A,0.036,0.0,0.003,0.011,0.01,0.0,0.823,0.013,0.022,0.033,0.006,0.035,0.001,0.0,0.006,0.0,LUSC,0.8073,0.57,,0.625,0.7488,
TCGA-92-8063-01A,0.004,0.0,0.007,0.012,0.003,0.0,0.695,0.009,0.038,0.141,0.013,0.073,0.002,0.0,0.004,0.0,LUSC,0.8332,0.51,0.627,0.75,0.6465,
TCGA-66-2757-01A,0.014,0.002,0.003,0.016,0.012,0.0,0.78,0.017,0.025,0.067,0.008,0.055,0.0,0.0,0.0,0.0,LUSC,0.8129,0.86,,0.85,0.7913,
TCGA-39-5022-01A,0.101,0.001,0.029,0.02,0.021,0.0,0.449,0.043,0.035,0.142,0.017,0.136,0.001,0.003,0.0,0.001,LUSC,0.5074,0.25,0.4228,0.675,0.3782,
TCGA-94-A5I6-01A,0.006,0.0,0.004,0.006,0.003,0.0,0.822,0.011,0.01,0.073,0.013,0.048,0.002,0.0,0.0,0.0,LUSC,0.9003,,0.7077,0.6,0.8752,
TCGA-85-7698-01A,0.011,0.008,0.018,0.007,0.01,0.001,0.625,0.025,0.034,0.187,0.011,0.062,0.001,0.0,0.0,0.0,LUSC,0.7434,0.64,0.7482,0.625,0.7388,
TCGA-37-4141-01A,0.032,0.0,0.002,0.022,0.007,0.0,0.749,0.02,0.024,0.084,0.002,0.051,0.004,0.0,0.001,0.0,LUSC,0.8208,0.75,,0.775,0.7672,
TCGA-66-2753-01A,0.017,0.003,0.004,0.005,0.008,0.0,0.796,0.011,0.038,0.06,0.009,0.04,0.001,0.0,0.006,0.001,LUSC,0.8078,0.39,,0.7,0.7495,
TCGA-43-A474-01A,0.0,0.0,0.001,0.001,0.0,0.0,0.847,0.001,0.011,0.131,0.003,0.004,0.001,0.0,0.0,0.0,LUSC,0.9443,,0.497,0.7,0.836,
TCGA-63-5128-01A,0.003,0.0,0.0,0.002,0.0,0.0,0.916,0.004,0.014,0.028,0.011,0.02,0.0,0.0,0.0,0.0,LUSC,0.9143,0.72,0.8305,0.8,0.8456,
TCGA-56-8625-01A,0.029,0.0,0.022,0.032,0.017,0.001,0.387,0.025,0.035,0.206,0.008,0.23,0.004,0.002,0.001,0.001,LUSC,0.4464,,0.6131,0.75,0.4194,
TCGA-63-A5MB-01A,0.002,0.003,0.002,0.009,0.007,0.0,0.83,0.008,0.025,0.039,0.012,0.062,0.0,0.0,0.0,0.0,LUSC,0.9038,,0.8295,0.9,0.836,
TCGA-22-5471-01A,0.012,0.0,0.009,0.036,0.02,0.0,0.743,0.026,0.023,0.068,0.001,0.059,0.002,0.0,0.0,0.0,LUSC,0.7564,0.44,0.6585,0.65,0.6566,
TCGA-56-A4BX-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.005,0.015,0.001,0.014,0.009,0.0,0.0,0.0,0.0,LUSC,0.9932,,0.8178,0.95,0.8206,
TCGA-63-7021-01A,0.064,0.0,0.006,0.025,0.004,0.0,0.68,0.009,0.039,0.084,0.001,0.079,0.001,0.005,0.003,0.001,LUSC,0.7353,0.26,0.4602,0.6,0.511,
TCGA-85-A511-01A,0.041,0.002,0.011,0.015,0.01,0.0,0.604,0.0,0.024,0.223,0.005,0.058,0.003,0.0,0.001,0.002,LUSC,0.7106,,0.5793,0.95,0.6176,
TCGA-66-2755-01A,0.005,0.007,0.033,0.003,0.019,0.0,0.569,0.108,0.036,0.073,0.001,0.133,0.0,0.0,0.01,0.001,LUSC,0.5703,0.3,,0.825,0.4474,
TCGA-46-3769-01A,0.009,0.0,0.016,0.034,0.0,0.0,0.638,0.002,0.047,0.086,0.011,0.151,0.001,0.001,0.005,0.0,LUSC,0.6878,0.47,,0.75,0.6086,
TCGA-21-1070-01A,0.036,0.008,0.021,0.028,0.016,0.0,0.691,0.022,0.042,0.063,0.006,0.057,0.002,0.0,0.004,0.003,LUSC,0.6819,0.5,,0.95,0.6078,
TCGA-22-5477-01A,0.004,0.0,0.001,0.008,0.008,0.0,0.852,0.01,0.027,0.028,0.01,0.048,0.001,0.001,0.0,0.0,LUSC,0.9099,0.73,0.88,0.9,0.8716,
TCGA-18-3412-01A,0.006,0.0,0.005,0.002,0.01,0.0,0.845,0.008,0.02,0.053,0.003,0.042,0.003,0.0,0.002,0.0,LUSC,0.8637,0.78,,0.865,0.9025,
TCGA-34-5929-01A,0.004,0.001,0.026,0.005,0.006,0.001,0.82,0.014,0.026,0.053,0.016,0.025,0.001,0.0,0.0,0.0,LUSC,0.8568,0.76,0.3474,0.8,0.692,
TCGA-NK-A5CT-01A,0.001,0.0,0.002,0.014,0.0,0.0,0.927,0.002,0.032,0.002,0.001,0.006,0.002,0.0,0.009,0.0,LUSC,0.9169,,0.4686,0.95,0.6573,
TCGA-46-6025-01A,0.006,0.0,0.001,0.008,0.001,0.0,0.895,0.001,0.024,0.028,0.0,0.034,0.0,0.0,0.0,0.0,LUSC,0.8949,0.55,0.7944,0.75,0.7932,
TCGA-NK-A7XE-01A,0.0,0.0,0.0,0.019,0.0,0.0,0.955,0.005,0.006,0.001,0.001,0.009,0.001,0.0,0.003,0.0,LUSC,0.9401,,,0.8,0.7709,
TCGA-33-AASI-01A,0.025,0.012,0.006,0.02,0.0,0.0,0.87,0.019,0.025,0.007,0.005,0.007,0.001,0.002,0.0,0.0,LUSC,0.8692,,,0.65,0.8567,
TCGA-56-A4ZJ-01A,0.001,0.0,0.012,0.007,0.002,0.0,0.503,0.026,0.08,0.201,0.024,0.136,0.002,0.002,0.004,0.001,LUSC,0.5791,,0.5599,0.61,0.4783,
TCGA-34-5239-01A,0.023,0.0,0.019,0.028,0.005,0.0,0.514,0.052,0.036,0.257,0.003,0.055,0.005,0.002,0.0,0.0,LUSC,0.5844,0.45,0.596,0.725,0.5599,
TCGA-66-2754-01A,0.01,0.001,0.001,0.008,0.0,0.0,0.92,0.0,0.013,0.008,0.009,0.029,0.0,0.0,0.0,0.0,LUSC,0.9596,0.87,,0.9,0.9556,
TCGA-66-2756-01A,0.038,0.001,0.001,0.005,0.012,0.0,0.827,0.0,0.02,0.048,0.019,0.027,0.001,0.0,0.002,0.0,LUSC,0.8957,0.72,,0.85,0.8456,
TCGA-58-8390-01A,0.004,0.0,0.008,0.012,0.002,0.0,0.7,0.025,0.022,0.183,0.002,0.04,0.0,0.0,0.001,0.0,LUSC,0.7964,,0.7239,0.8,0.734,
TCGA-77-A5GB-01B,0.04,0.0,0.006,0.027,0.002,0.0,0.653,0.017,0.035,0.151,0.001,0.065,0.001,0.0,0.001,0.001,LUSC,0.724,,0.5294,0.8,0.6358,
TCGA-O2-A52S-01A,0.019,0.0,0.005,0.018,0.012,0.0,0.775,0.028,0.023,0.037,0.004,0.079,0.001,0.0,0.0,0.0,LUSC,0.8661,,0.7981,0.7,0.8131,
TCGA-60-2713-01A,0.009,0.0,0.012,0.008,0.028,0.0,0.514,0.015,0.034,0.186,0.001,0.189,0.001,0.0,0.0,0.0,LUSC,0.6019,0.63,,0.875,0.7603,
TCGA-37-A5EN-01A,0.007,0.009,0.006,0.016,0.003,0.0,0.844,0.022,0.018,0.047,0.006,0.019,0.003,0.0,0.0,0.0,LUSC,0.9073,,0.7022,0.7,0.8846,
TCGA-56-8626-01A,0.01,0.0,0.006,0.009,0.006,0.0,0.679,0.008,0.068,0.121,0.021,0.069,0.001,0.0,0.0,0.0,LUSC,0.8318,,0.749,0.6,0.7398,
TCGA-L3-A4E7-01A,0.022,0.0,0.002,0.01,0.007,0.0,0.795,0.016,0.045,0.026,0.016,0.048,0.001,0.001,0.013,0.0,LUSC,0.8198,,0.5279,0.85,0.7243,
TCGA-22-5472-01A,0.0,0.0,0.003,0.006,0.007,0.0,0.738,0.023,0.078,0.046,0.009,0.081,0.001,0.003,0.004,0.001,LUSC,0.8038,0.65,0.6965,0.8,0.7454,
TCGA-63-A5MW-01A,0.0,0.0,0.001,0.013,0.01,0.0,0.691,0.009,0.043,0.193,0.026,0.013,0.001,0.0,0.0,0.0,LUSC,0.8621,,0.8186,0.65,0.8216,
TCGA-63-A5M9-01A,0.012,0.001,0.003,0.007,0.01,0.0,0.799,0.013,0.022,0.055,0.01,0.065,0.002,0.0,0.0,0.0,LUSC,0.8536,,0.7933,0.95,0.8116,
TCGA-60-2710-01A,0.01,0.001,0.013,0.016,0.001,0.0,0.643,0.037,0.047,0.138,0.011,0.078,0.003,0.001,0.0,0.0,LUSC,0.7404,0.65,,0.875,0.7792,
TCGA-77-6843-01A,0.0,0.0,0.004,0.0,0.003,0.0,0.891,0.008,0.023,0.012,0.017,0.04,0.001,0.0,0.0,0.0,LUSC,0.9662,0.74,0.726,0.85,0.7887,
TCGA-21-5786-01A,0.032,0.0,0.005,0.011,0.013,0.0,0.768,0.007,0.027,0.114,0.002,0.02,0.001,0.0,0.0,0.0,LUSC,0.8599,0.56,0.7458,0.8,0.7458,
TCGA-68-7755-01A,0.006,0.0,0.003,0.008,0.002,0.0,0.824,0.007,0.036,0.066,0.013,0.03,0.003,0.0,0.0,0.0,LUSC,0.8906,0.62,0.8289,0.7,0.7922,
TCGA-85-A50Z-01A,0.011,0.0,0.003,0.015,0.0,0.0,0.899,0.004,0.01,0.013,0.0,0.006,0.0,0.007,0.031,0.0,LUSC,0.8554,,0.4358,0.95,0.7019,
TCGA-66-2737-01A,0.026,0.0,0.007,0.005,0.009,0.0,0.577,0.016,0.02,0.219,0.01,0.106,0.003,0.001,0.0,0.0,LUSC,0.6381,0.31,,0.7,0.5191,
TCGA-NC-A5HK-01A,0.018,0.0,0.0,0.046,0.0,0.0,0.852,0.0,0.022,0.04,0.013,0.006,0.0,0.001,0.001,0.0,LUSC,0.9297,,0.7638,1.0,0.8361,
TCGA-85-A4JC-01A,0.019,0.0,0.003,0.006,0.006,0.0,0.716,0.01,0.035,0.145,0.011,0.026,0.002,0.0,0.019,0.001,LUSC,0.7599,,0.4186,0.85,0.6845,
TCGA-58-A46J-01A,0.012,0.0,0.002,0.012,0.001,0.0,0.783,0.008,0.071,0.026,0.013,0.059,0.002,0.0,0.01,0.001,LUSC,0.8274,,0.5103,0.6,0.7761,
TCGA-46-6026-01A,0.002,0.003,0.001,0.002,0.007,0.002,0.907,0.004,0.015,0.02,0.025,0.009,0.0,0.0,0.001,0.0,LUSC,0.9631,0.9,0.1454,0.8,0.8758,
TCGA-46-3765-01A,0.042,0.0,0.003,0.006,0.011,0.0,0.779,0.004,0.021,0.077,0.002,0.052,0.0,0.0,0.001,0.0,LUSC,0.8042,0.36,,0.75,0.7446,
TCGA-O2-A52V-01A,0.017,0.003,0.021,0.002,0.0,0.0,0.758,0.023,0.024,0.103,0.005,0.038,0.003,0.0,0.001,0.001,LUSC,0.8132,,0.5353,0.75,0.7568,
TCGA-92-7341-01A,0.012,0.0,0.008,0.003,0.003,0.0,0.736,0.004,0.025,0.134,0.0,0.071,0.002,0.0,0.0,0.0,LUSC,0.8267,0.52,0.7699,0.65,0.7643,
TCGA-51-4080-01A,0.0,0.0,0.0,0.001,0.0,0.0,0.929,0.001,0.02,0.013,0.005,0.029,0.001,0.0,0.0,0.0,LUSC,0.9407,0.96,,0.9,0.93,
TCGA-56-7730-01A,0.002,0.0,0.0,0.003,0.001,0.0,0.917,0.0,0.024,0.016,0.018,0.016,0.0,0.0,0.0,0.0,LUSC,0.9873,0.8,0.8831,0.75,0.9094,
TCGA-NC-A5HO-01A,0.001,0.0,0.0,0.02,0.003,0.0,0.923,0.007,0.012,0.013,0.0,0.013,0.001,0.0,0.006,0.001,LUSC,0.9058,,0.72,0.75,0.7913,
TCGA-21-1079-01A,0.008,0.0,0.009,0.005,0.0,0.0,0.677,0.008,0.101,0.138,0.014,0.032,0.002,0.0,0.004,0.0,LUSC,0.792,0.6,,0.8,0.7281,
TCGA-21-1076-01A.1,0.013,0.002,0.03,0.005,0.022,0.0,0.39,0.038,0.063,0.155,0.009,0.268,0.004,0.001,0.001,0.0,LUSC,0.4538,0.2,,,0.3107,
TCGA-NC-A5HT-01A,0.002,0.0,0.001,0.003,0.0,0.0,0.883,0.0,0.058,0.029,0.022,0.0,0.0,0.0,0.0,0.0,LUSC,0.9721,,0.619,0.7,0.6573,
TCGA-56-6545-01A,0.027,0.001,0.028,0.012,0.002,0.0,0.435,0.026,0.067,0.288,0.009,0.101,0.001,0.0,0.001,0.001,LUSC,0.5419,0.33,0.562,0.7,0.4759,
TCGA-85-8582-01A,0.014,0.015,0.013,0.006,0.003,0.0,0.488,0.007,0.05,0.341,0.016,0.044,0.001,0.0,0.001,0.001,LUSC,0.6787,,0.6216,0.6,0.5901,
TCGA-66-2787-01A,0.026,0.003,0.004,0.012,0.039,0.0,0.696,0.014,0.022,0.08,0.005,0.094,0.004,0.0,0.0,0.0,LUSC,0.7357,0.35,,0.75,0.6515,
TCGA-60-2698-01A,0.009,0.0,0.009,0.011,0.022,0.0,0.657,0.021,0.062,0.057,0.009,0.138,0.004,0.001,0.001,0.001,LUSC,0.6914,0.41,,0.8,0.5914,
TCGA-O2-A5IB-01A,0.006,0.001,0.001,0.011,0.0,0.0,0.923,0.005,0.014,0.024,0.009,0.005,0.0,0.0,0.0,0.0,LUSC,0.9834,,0.9212,0.9,0.9422,
TCGA-22-1000-01A,0.036,0.0,0.013,0.005,0.015,0.0,0.372,0.047,0.068,0.283,0.009,0.147,0.002,0.001,0.001,0.001,LUSC,0.4517,0.18,,0.65,0.2998,
TCGA-56-8083-01A,0.004,0.0,0.001,0.008,0.014,0.0,0.757,0.005,0.034,0.127,0.035,0.013,0.001,0.0,0.0,0.0,LUSC,0.9619,0.91,0.4035,0.8,0.9587,
TCGA-66-2763-01A,0.02,0.002,0.002,0.017,0.001,0.0,0.857,0.008,0.019,0.014,0.001,0.047,0.004,0.0,0.006,0.0,LUSC,0.8479,0.67,,0.85,0.7982,
TCGA-77-8153-01A,0.011,0.0,0.001,0.008,0.003,0.0,0.908,0.006,0.015,0.043,0.001,0.004,0.001,0.0,0.0,0.0,LUSC,0.9664,,0.726,0.75,0.7466,
TCGA-21-1083-01A,0.026,0.001,0.009,0.025,0.001,0.0,0.736,0.004,0.02,0.073,0.012,0.089,0.0,0.0,0.003,0.0,LUSC,0.7886,0.58,,0.95,0.7129,
