,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-BC-A10Z-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.02,0.0,0.005,0.046,0.0,0.0,0.001,0.0,0.926,0.926,LIHC,0.9772,,0.7604,0.875,0.9253,
TCGA-DD-AAEK-01A,0.013,0.0,0.033,0.0,0.017,0.0,0.002,0.053,0.039,0.015,0.112,0.0,0.0,0.0,0.0,0.716,0.716,LIHC,0.7594,,,0.75,0.7375,
TCGA-G3-A3CK-01A,0.002,0.0,0.009,0.0,0.0,0.0,0.0,0.034,0.0,0.005,0.072,0.0,0.0,0.0,0.0,0.877,0.877,LIHC,0.8725,,0.6685,0.95,0.8374,
TCGA-DD-A1EJ-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.001,0.103,0.0,0.0,0.0,0.0,0.89,0.89,LIHC,0.9189,,0.7028,0.85,0.8806,
TCGA-DD-AACU-01A,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.038,0.02,0.001,0.053,0.0,0.0,0.0,0.0,0.88,0.88,LIHC,0.892,,,0.9,0.8052,
TCGA-ZS-A9CE-01A,0.009,0.0,0.003,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.933,0.933,LIHC,0.957,,0.7221,0.8,0.7466,
TCGA-2Y-A9H2-01A,0.0,0.0,0.003,0.002,0.0,0.0,0.021,0.021,0.0,0.004,0.036,0.0,0.0,0.001,0.0,0.912,0.912,LIHC,0.8984,,0.8126,0.7,0.8726,
TCGA-CC-5261-01A,0.005,0.02,0.029,0.012,0.002,0.008,0.02,0.094,0.095,0.01,0.066,0.0,0.001,0.005,0.0,0.633,0.633,LIHC,0.7769,,0.7414,0.85,0.7076,
TCGA-DD-AADP-01A,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.048,0.011,0.005,0.041,0.0,0.0,0.0,0.0,0.888,0.888,LIHC,0.8867,,0.7593,0.7,0.8566,
TCGA-2Y-A9H4-01A,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.04,0.0,0.003,0.055,0.0,0.0,0.0,0.0,0.898,0.898,LIHC,0.8881,,0.7259,0.85,0.8585,
TCGA-DD-A1EA-01A,0.015,0.0,0.01,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.108,0.0,0.0,0.001,0.0,0.821,0.821,LIHC,0.8792,,0.706,0.9,0.6893,
TCGA-CC-A3MC-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.035,0.03,0.011,0.065,0.0,0.0,0.0,0.0,0.858,0.858,LIHC,0.8825,,0.7717,0.75,0.8509,
TCGA-FV-A2QR-01A,0.012,0.0,0.002,0.001,0.0,0.0,0.0,0.064,0.039,0.008,0.088,0.0,0.0,0.0,0.0,0.785,0.785,LIHC,0.8678,,0.6626,0.8,0.6383,
TCGA-EP-A26S-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.001,0.005,0.06,0.0,0.0,0.0,0.0,0.894,0.894,LIHC,0.9397,,0.7673,0.95,0.8806,
