,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,Cancer type,ESTIMATE,ABSOLUTE,LUMP,IHC,CPE,Unnamed: 7
TCGA-OR-A5LO-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.842,0.0,0.051,0.0,0.097,0.009,0.001,0.0,0.0,0.0,ACC,0.9889,,1.0,0.95,0.9954,
TCGA-P6-A5OG-01A,0.001,0.0,0.011,0.022,0.0,0.0,0.326,0.0,0.158,0.044,0.246,0.159,0.0,0.001,0.019,0.013,ACC,0.5958,,0.4912,0.9,0.4616,
TCGA-OR-A5J6-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.199,0.0,0.033,0.414,0.026,0.0,0.0,0.0,ACC,0.8741,,0.7445,0.88,0.8396,
TCGA-OR-A5LT-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.017,0.0,0.005,0.056,0.002,0.0,0.0,0.0,ACC,0.9651,,0.9281,0.95,0.9503,
TCGA-OR-A5JY-01A,0.0,0.0,0.002,0.0,0.0,0.0,0.814,0.0,0.058,0.001,0.029,0.087,0.008,0.0,0.0,0.0,ACC,0.9205,,0.8876,0.9,0.9026,
TCGA-OR-A5JV-01A,0.0,0.0,0.007,0.0,0.006,0.0,0.483,0.002,0.061,0.0,0.044,0.388,0.006,0.0,0.003,0.0,ACC,0.74,,0.5853,0.85,0.6575,
TCGA-OR-A5JT-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.579,0.0,0.149,0.0,0.158,0.111,0.002,0.0,0.0,0.0,ACC,0.9442,,0.9037,0.9,0.9216,
TCGA-OR-A5KX-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.767,0.0,0.091,0.0,0.063,0.076,0.003,0.0,0.0,0.0,ACC,0.9582,,0.9836,0.8,0.97,
TCGA-OR-A5K3-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.749,0.0,0.032,0.0,0.024,0.194,0.001,0.0,0.0,0.0,ACC,0.9145,,0.8728,1.0,0.8944,
TCGA-OR-A5JZ-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.546,0.0,0.192,0.0,0.03,0.174,0.057,0.0,0.0,0.0,ACC,0.9165,,0.9053,1.0,0.9235,
TCGA-OR-A5LC-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.109,0.019,0.156,0.052,0.003,0.0,0.0,0.0,ACC,0.9277,,0.9616,0.65,0.9123,
TCGA-OR-A5LH-01A,0.0,0.0,0.003,0.0,0.009,0.0,0.739,0.0,0.077,0.0,0.047,0.122,0.002,0.0,0.001,0.0,ACC,0.933,,0.8325,0.95,0.9196,
TCGA-OR-A5LM-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.817,0.0,0.067,0.0,0.043,0.061,0.011,0.0,0.0,0.0,ACC,0.9535,,0.9569,0.85,0.9521,
TCGA-OR-A5J5-01A,0.0,0.0,0.0,0.0,0.002,0.0,0.815,0.0,0.033,0.0,0.131,0.017,0.0,0.0,0.0,0.0,ACC,0.9761,,1.0,0.8,0.978,
TCGA-P6-A5OF-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.807,0.0,0.08,0.01,0.04,0.061,0.001,0.0,0.0,0.0,ACC,0.9319,,1.0,0.8,0.9253,
TCGA-OR-A5LD-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.166,0.0,0.764,0.027,0.002,0.001,0.0,0.0,ACC,0.9726,,1.0,0.9,0.9732,
TCGA-OR-A5L3-01A,0.001,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.085,0.0,0.288,0.353,0.004,0.001,0.002,0.0,ACC,0.9478,,0.809,0.9,0.8103,
TCGA-OR-A5LK-01A,0.015,0.0,0.0,0.0,0.01,0.0,0.448,0.053,0.052,0.0,0.022,0.379,0.019,0.0,0.001,0.0,ACC,0.7465,,0.7252,0.95,0.7118,
TCGA-OR-A5LG-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.0,0.06,0.001,0.038,0.216,0.002,0.0,0.0,0.0,ACC,0.8878,,0.8768,0.95,0.8806,
TCGA-OR-A5KO-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.0,0.106,0.0,0.04,0.036,0.001,0.0,0.0,0.0,ACC,0.9826,,1.0,0.99,0.9868,
TCGA-OR-A5JJ-01A,0.001,0.0,0.005,0.004,0.002,0.0,0.875,0.0,0.036,0.003,0.048,0.023,0.002,0.0,0.0,0.0,ACC,0.9645,,0.9809,0.99,0.9624,
TCGA-OR-A5JL-01A,0.006,0.0,0.001,0.0,0.0,0.0,0.608,0.0,0.147,0.0,0.052,0.171,0.014,0.0,0.0,0.0,ACC,0.9434,,0.8113,0.97,0.9337,
TCGA-OR-A5KV-01A,0.0,0.0,0.001,0.0,0.004,0.0,0.913,0.001,0.039,0.0,0.016,0.02,0.004,0.0,0.002,0.0,ACC,0.9855,,0.9168,1.0,0.97,
TCGA-OR-A5JE-01A,0.0,0.0,0.001,0.0,0.0,0.0,0.747,0.0,0.075,0.005,0.023,0.14,0.008,0.0,0.0,0.0,ACC,0.9176,,0.9164,0.99,0.9365,
TCGA-PK-A5HB-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.702,0.0,0.104,0.0,0.168,0.024,0.002,0.0,0.0,0.0,ACC,0.9451,,0.9592,0.8,0.936,
TCGA-OR-A5JM-01A,0.0,0.0,0.001,0.0,0.001,0.0,0.896,0.0,0.065,0.003,0.025,0.007,0.002,0.0,0.0,0.0,ACC,0.9845,,1.0,0.95,0.9894,
